N	2gram	Bakhtin_Fr_8	Problema
1	и в	56	44
2	вовсе не	6	37
3	и не	9	35
4	то есть	24	34
5	может быть	3	28
6	потому что	6	25
7	не просто	3	23
8	то что	3	23
9	в том	13	21
10	только в	9	19
11	а не	2	18
12	в этом	14	17
13	также и	2	16
14	сказать что	3	16
15	и даже	8	14
16	не только	8	14
17	и то	2	14
18	не в	3	13
19	то же	11	13
20	так что	3	12
21	той или	2	12
22	но в	6	12
23	том что	8	12
24	но и	9	10
25	как и	5	10
26	так и	13	10
27	это не	2	9
28	в нем	8	9
29	и с	8	9
30	как бы	11	9
31	так как	4	9
32	что он	2	9
33	в то	12	9
34	в его	18	9
35	что и	3	9
36	в данном	2	9
37	таким образом	17	9
38	перед нами	3	8
39	что в	5	8
40	ни в	2	8
41	у гоголя	5	8
42	но это	2	8
43	было бы	2	8
44	он не	5	8
45	как раз	2	8
46	как мы	7	8
47	в себе	4	8
48	связи с	6	8
49	с другой	2	7
50	вещи и	4	7
51	данном случае	2	7
52	не может	2	7
53	в связи	3	7
54	уже не	3	7
55	еще и	3	7
56	все эти	15	7
57	мы находим	3	7
58	с ним	2	7
59	и потому	4	7
60	на самом	2	7
61	мы не	2	7
62	никогда не	5	6
63	то ни	2	6
64	можно сказать	2	6
65	и к	4	6
66	о том	4	6
67	все же	2	6
68	в виде	2	6
69	не было	5	5
70	в нашем	2	5
71	что они	2	5
72	с тем	2	5
73	и сам	2	5
74	хотя и	2	5
75	в ней	4	5
76	другой стороны	2	5
77	все это	8	5
78	в своем	3	5
79	а в	2	5
80	точки зрения	6	5
81	и здесь	3	5
82	значение и	2	5
83	еще не	10	5
84	за пределы	4	5
85	и о	3	5
86	в своей	2	5
87	так же	2	5
88	только на	2	5
89	и его	12	5
90	при этом	4	4
91	ни с	5	4
92	языка и	6	4
93	бы то	2	4
94	то время	2	4
95	мы уже	10	4
96	а также	3	4
97	в ее	6	4
98	в каком	2	4
99	дело в	2	4
100	уже в	2	3
101	и другие	5	3
102	что это	4	3
103	прежде всего	6	3
104	ни было	2	3
105	и как	2	3
106	в этой	6	3
107	для него	2	3
108	кроме того	3	3
109	когда в	2	3
110	в самом	9	3
111	и такие	2	3
112	вся эта	2	3
113	что для	3	3
114	с этой	2	3
115	в которых	2	3
116	его в	2	3
117	очень много	2	3
118	с собой	2	3
119	если бы	2	3
120	в условиях	5	3
121	но не	5	3
122	в качестве	4	3
123	здесь в	3	3
124	ни о	2	3
125	образы и	4	3
126	его как	2	3
127	во всей	2	3
128	и все	6	3
129	в той	6	3
130	самом деле	2	3
131	и ее	4	3
132	в таких	3	3
133	слова и	3	3
134	не был	4	2
135	в известном	2	2
136	в частности	7	2
137	в этих	11	2
138	все они	6	2
139	в отношении	5	2
140	что все	4	2
141	всех этих	3	2
142	до сих	8	2
143	гоголя и	2	2
144	совсем не	2	2
145	между собою	2	2
146	ii гл	3	2
147	в котором	2	2
148	с ее	5	2
149	из них	2	2
150	и до	10	2
151	образом и	3	2
152	в их	3	2
153	с одной	4	2
154	в результате	5	2
155	ведь в	3	2
156	в основе	4	2
157	он и	2	2
158	настоящее время	3	2
159	зрения на	2	2
160	бы в	3	2
161	и более	4	2
162	это в	2	2
163	на котором	2	2
164	и во	2	2
165	и образ	2	2
166	мы видели	5	2
167	и при	2	2
168	по своему	8	2
169	есть и	5	2
170	с их	2	2
171	не имели	2	2
172	во всех	8	2
173	в слове	2	2
174	в настоящее	3	2
175	дело не	2	2
176	мертвые души	2	2
177	когда он	2	2
178	и всей	3	2
179	в процессе	5	2
180	вместе с	2	2
181	сих пор	8	2
182	этих образов	2	2
183	мертвых душ	6	2
184	из которых	2	2
185	и для	2	2
186	с точки	2	2
187	ничто не	2	2
188	но с	2	2
189	первый план	2	2
190	в другом	3	2
191	в которой	4	2
