N	2gram	Losev_Vlad_1	Problema
1	то есть	3	39
2	то что	18	38
3	и не	17	37
4	вовсе не	5	37
5	и в	31	35
6	сказать что	7	24
7	не только	24	24
8	том что	14	19
9	даже и	9	18
10	о том	11	18
11	может быть	6	18
12	у нас	6	18
13	что такое	2	18
14	в этом	14	17
15	но и	19	16
16	и вообще	4	16
17	такого рода	4	15
18	что мы	2	14
19	только в	9	14
20	не менее	2	13
21	и что	6	13
22	потому что	11	13
23	во всяком	2	13
24	не может	6	13
25	тем не	2	12
26	в том	11	12
27	того что	2	12
28	также и	10	12
29	хотя бы	2	12
30	что в	14	11
31	так что	10	11
32	и даже	15	11
33	никак не	4	11
34	всяком случае	2	10
35	и с	14	10
36	тем более	2	10
37	еще не	2	10
38	да и	4	10
39	и то	10	10
40	ничего не	3	10
41	для нас	4	9
42	в этой	4	9
43	едва ли	3	9
44	для себя	2	9
45	что же	5	9
46	только на	3	9
47	пока еще	2	9
48	уже не	3	8
49	было бы	2	8
50	ясно что	2	8
51	как раз	7	8
52	все же	3	8
53	тут же	7	8
54	в конце	9	7
55	м а	2	7
56	совсем не	4	7
57	все эти	3	7
58	в его	12	7
59	конце концов	3	7
60	так и	6	7
61	так как	8	7
62	тем самым	2	7
63	с другой	3	6
64	что все	2	6
65	можно сказать	6	6
66	ни в	2	6
67	но это	3	6
68	мы и	4	6
69	настоящей работы	3	6
70	и т	2	6
71	а именно	2	6
72	а а	4	6
73	т д	2	6
74	но как	5	6
75	в то	8	6
76	на то	5	6
77	необходимо сказать	2	6
78	и для	2	6
79	в виде	3	6
80	но в	12	6
81	в частности	2	5
82	кроме того	7	5
83	в самом	2	5
84	отнюдь не	3	5
85	в связи	3	5
86	и на	3	5
87	а ф	2	5
88	и все	4	5
89	раз и	3	5
90	этом смысле	4	5
91	как и	4	5
92	по своему	3	5
93	указывает на	2	5
94	то же	6	5
95	как мы	9	5
96	другой стороны	3	5
97	в себе	4	5
98	еще и	7	5
99	и это	2	5
100	для меня	4	5
101	не был	5	4
102	в своем	4	4
103	в отношении	3	4
104	н г	4	4
105	что на	2	4
106	и как	4	4
107	более или	3	4
108	в общем	3	4
109	и тут	2	4
110	что она	2	4
111	все это	5	4
112	таким образом	3	4
113	но только	3	4
114	всякого рода	2	4
115	а в	9	4
116	в результате	2	4
117	и здесь	3	4
118	тем что	2	4
119	что он	12	4
120	на первый	2	4
121	но не	3	4
122	тот же	3	4
123	и о	2	4
124	не будем	2	4
125	или менее	3	4
126	разного рода	6	4
127	если не	3	4
128	то и	2	4
129	в каком	2	4
130	которой он	5	4
131	уже в	7	3
132	он сам	2	3
133	но даже	2	3
134	в нашем	4	3
135	и от	5	3
136	из этих	2	3
137	первый план	2	3
138	к тому	3	3
139	и можно	2	3
140	же о	2	3
141	что они	3	3
142	никак нельзя	2	3
143	несмотря на	4	3
144	и если	5	3
145	хотя и	4	3
146	мы уже	7	3
147	один из	4	3
148	но мы	2	3
149	в целом	3	3
150	не было	5	3
151	при этом	2	3
152	этой области	2	3
153	здесь мы	3	3
154	лишь в	2	3
155	в науке	3	3
156	и по	8	3
157	что для	4	3
158	в своих	5	3
159	в истории	4	3
160	о котором	2	3
161	мы должны	2	3
162	и ни	2	3
163	а это	2	3
164	с тем	2	3
165	уже и	2	3
166	по этому	2	3
167	ввиду своей	2	3
168	и к	6	3
169	это и	2	3
170	все что	2	3
171	и тот	2	3
172	всей этой	2	3
173	нет и	2	3
174	и речи	3	3
175	даже не	2	3
176	иной раз	6	3
177	для того	2	3
178	можно судить	4	3
179	и притом	3	3
180	время и	2	2
181	на всю	2	2
182	но зато	2	2
183	не в	5	2
184	не очень	5	2
185	что с	2	2
186	и сам	6	2
187	по поводу	12	2
188	и мы	2	2
189	или о	2	2
190	к нему	4	2
191	ни с	4	2
192	хотели бы	3	2
193	даже в	2	2
194	как на	2	2
195	под ред	2	2
196	точки зрения	2	2
197	м с	4	2
198	и весьма	2	2
199	и действительно	3	2
200	а м	4	2
201	в них	2	2
202	с и	2	2
203	об этом	7	2
204	учение о	2	2
205	в тех	2	2
206	в качестве	6	2
207	с этими	3	2
208	конечно не	2	2
209	и а	2	2
210	он не	10	2
211	о нем	7	2
212	а также	5	2
213	еще в	4	2
214	и особенно	4	2
215	что и	5	2
216	вместе с	3	2
217	на него	3	2
218	мысли и	4	2
219	совершенно не	2	2
220	собственно говоря	3	2
221	в в	3	2
222	того чтобы	2	2
223	свидетельствует о	3	2
224	той же	2	2
225	один и	2	2
226	на это	2	2
227	никуда не	2	2
228	из этого	2	2
229	здесь не	3	2
230	это было	6	2
