N	2gram	Vinokur_Ku_1	Vladivir
1	и в	24	30
2	то что	9	20
3	в этом	14	20
4	в том	30	18
5	и не	12	18
6	и с	5	14
7	что он	6	13
8	том что	21	12
9	что в	17	12
10	не только	10	12
11	в его	12	11
12	а в	5	11
13	и даже	3	10
14	не было	3	10
15	не в	11	9
16	было бы	15	9
17	все же	12	9
18	потому что	23	9
19	не может	7	9
20	в то	2	9
21	связи с	7	8
22	в своем	3	8
23	вместе с	7	8
24	но и	6	8
25	что же	6	8
26	в связи	3	8
27	не мог	2	8
28	но в	2	8
29	не менее	7	7
30	никогда не	2	7
31	точки зрения	14	7
32	и все	2	7
33	ни в	2	7
34	до конца	2	7
35	может быть	13	7
36	между прочим	2	7
37	для нас	2	7
38	а не	8	7
39	как это	3	7
40	еще и	5	6
41	хотя и	3	6
42	прежде всего	9	6
43	тем не	4	6
44	у нас	10	6
45	только в	11	6
46	всяком случае	5	6
47	во всяком	5	6
48	в себе	3	6
49	а именно	2	6
50	и его	5	6
51	также и	2	6
52	в москве	2	6
53	о чем	2	6
54	и то	3	5
55	же касается	4	5
56	по себе	2	5
57	как и	2	5
58	так что	4	5
59	при этом	6	5
60	того же	4	5
61	тот же	2	5
62	в своей	2	5
63	как бы	7	5
64	в котором	3	5
65	так и	7	5
66	все это	6	5
67	с этим	4	5
68	и что	5	5
69	того что	9	5
70	в результате	5	5
71	все эти	6	5
72	так как	9	5
73	с ним	5	5
74	с его	4	4
75	именно в	6	4
76	с этой	2	4
77	в это	2	4
78	я не	2	4
79	вовсе не	10	4
80	можно сказать	3	4
81	что его	2	4
82	в этой	3	4
83	в целом	4	4
84	и если	3	4
85	что это	5	4
86	на его	3	4
87	конечно не	2	4
88	несмотря на	3	4
89	и мы	2	4
90	в ней	6	4
91	он не	2	4
92	в нем	4	4
93	то это	3	4
94	не есть	4	4
95	крайней мере	5	4
96	в этих	4	4
97	со стороны	4	4
98	то же	8	4
99	на этот	2	4
100	и он	3	4
101	так же	4	4
102	той же	3	4
103	и на	4	4
104	о том	9	4
105	здесь не	3	4
106	в которой	6	4
107	по крайней	5	4
108	это было	2	4
109	под влиянием	3	3
110	учение о	4	3
111	уже в	3	3
112	в них	7	3
113	хотя бы	10	3
114	из этих	4	3
115	что касается	2	3
116	же время	2	3
117	быть в	2	3
118	в свою	3	3
119	что и	4	3
120	по существу	4	3
121	и как	2	3
122	можно говорить	2	3
123	тем более	2	3
124	что я	2	3
125	более или	3	3
126	но не	5	3
127	в данном	4	3
128	уже на	2	3
129	и для	2	3
130	том же	2	3
131	никак не	2	3
132	так или	2	3
133	с точки	9	3
134	или менее	3	3
135	как в	4	3
136	а а	3	3
137	таким образом	12	3
138	только и	3	3
139	а это	3	3
140	уже не	8	3
141	должно быть	3	3
142	в таком	3	3
143	или иначе	2	3
144	не столько	2	3
145	даже и	3	3
146	что можно	2	3
147	не говоря	2	3
148	но вот	2	3
149	когда мы	2	3
150	в области	7	3
151	в русском	4	2
152	этого не	2	2
153	нисколько не	3	2
154	с тем	5	2
155	казалось бы	3	2
156	уже и	3	2
157	и есть	2	2
158	очень много	2	2
159	это не	7	2
160	себе в	3	2
161	если не	3	2
162	тогда когда	6	2
163	разумеется что	2	2
164	к тому	5	2
165	в общем	3	2
166	же в	4	2
167	только тогда	3	2
168	свою очередь	3	2
169	а то	2	2
170	и может	3	2
171	себе и	2	2
172	в самом	10	2
173	в сущности	3	2
174	в частности	4	2
175	том чтобы	8	2
176	же и	2	2
177	на то	4	2
178	и потому	4	2
179	о нем	2	2
180	для того	16	2
181	в виду	5	2
182	даже в	3	2
183	гораздо более	3	2
184	еще один	2	2
185	был в	2	2
186	не имеет	2	2
187	но уже	5	2
188	меня и	3	2
189	в их	3	2
190	не на	4	2
191	иной раз	2	2
192	того как	4	2
193	как я	2	2
194	но все	2	2
195	в той	5	2
196	заключается в	2	2
197	того чтобы	17	2
198	что не	5	2
199	во многих	2	2
200	которое в	2	2
201	можно было	6	2
202	и при	2	2
203	в более	2	2
204	на эту	2	2
205	из письма	2	2
206	что если	2	2
207	что эти	4	2
208	ничего не	2	2
