N	2gram	Propp_Isto_7	Morfolog
1	может быть	14	52
2	и т	17	49
3	т д	16	47
4	таким образом	7	20
5	в сказке	36	19
6	представляет собой	4	17
7	не может	14	17
8	т е	16	16
9	в этих	13	16
10	с этим	2	14
11	этих случаях	16	14
12	и в	24	13
13	в этом	12	13
14	эта форма	3	13
15	и др	2	12
16	так как	8	12
17	перед нами	2	11
18	чаще всего	3	11
19	мы видим	10	11
20	связи с	3	11
21	видим что	3	10
22	представляют собой	5	10
23	прежде всего	2	9
24	не всегда	4	9
25	так и	5	9
26	в связи	2	9
27	то же	8	9
28	и не	4	9
29	а не	8	9
30	мы имеем	12	9
31	с другой	9	8
32	по существу	4	8
33	что и	8	8
34	при помощи	3	8
35	вопрос о	3	7
36	в тех	5	7
37	и этим	3	7
38	в качестве	3	7
39	нет необходимости	2	7
40	все же	9	7
41	трудная задача	3	7
42	имеем в	5	7
43	это не	10	6
44	к царевне	2	6
45	этот случай	9	6
46	не могут	2	6
47	и здесь	12	6
48	в том	7	6
49	но не	6	6
50	в форме	2	6
51	а в	10	6
52	во время	6	6
53	иное царство	2	6
54	не менее	5	5
55	здесь можно	2	5
56	и другие	9	5
57	в образе	3	5
58	мы увидим	6	5
59	во всех	7	5
60	на коне	2	5
61	как бы	4	5
62	не все	3	5
63	один из	7	5
64	то что	7	5
65	сюда же	2	5
66	образом мы	2	5
67	или в	8	5
68	потому что	9	5
69	герой получает	3	5
70	мы не	4	5
71	что в	13	4
72	раньше чем	3	4
73	вовсе не	4	4
74	об этом	6	4
75	что его	2	4
76	тем не	4	4
77	задачи в	5	4
78	было бы	2	4
79	на его	2	4
80	не только	21	4
81	то это	5	4
82	как в	12	4
83	как мы	3	4
84	другой стороны	8	4
85	так же	6	4
86	трудных задач	10	4
87	три года	2	4
88	с сватовством	3	4
89	как и	6	4
90	там где	5	4
91	следующим образом	3	4
92	героя а	2	4
93	хотя и	3	4
94	тем что	6	4
95	точки зрения	4	4
96	видно что	5	4
97	его в	3	4
98	если в	2	4
99	а если	2	4
100	ничего не	5	4
101	в других	4	4
102	сам он	2	3
103	трудную задачу	2	3
104	с собой	7	3
105	к месту	2	3
106	задачи на	2	3
107	трудной задачи	2	3
108	для героя	2	3
109	том что	10	3
110	но все	4	3
111	но это	3	3
112	что они	3	3
113	кроме того	3	3
114	он не	6	3
115	раз он	2	3
116	со змеем	3	3
117	случай мы	4	3
118	трудные задачи	13	3
119	ни в	2	3
120	но и	11	3
121	на него	2	3
122	такие случаи	2	3
123	и по	3	3
124	к нему	7	3
125	друг друга	2	3
126	мы можем	4	3
127	из них	2	3
128	и ее	2	3
129	в то	2	3
130	мы должны	4	3
131	в один	2	3
132	с того	4	3
133	героя и	5	3
134	начинается с	4	3
135	но в	5	3
136	в пропасть	2	3
137	в лесу	2	2
138	этим она	2	2
139	все задачи	3	2
140	дочь и	5	2
141	та же	2	2
142	точно так	2	2
143	ее отца	2	2
144	этого не	2	2
145	к этому	2	2
146	что он	21	2
147	в различных	3	2
148	от отца	4	2
149	имеется в	2	2
150	таких случаев	3	2
151	так например	2	2
152	на первый	4	2
153	ином царстве	6	2
154	можно указать	2	2
155	за ночь	5	2
156	только в	6	2
157	от него	3	2
158	есть и	4	2
159	то время	2	2
160	тех случаях	4	2
161	когда герой	4	2
162	одной стороны	5	2
163	у нее	2	2
164	первый взгляд	4	2
165	но есть	3	2
166	не от	2	2
167	одной из	4	2
168	мы уже	4	2
169	на поиски	2	2
170	во сне	2	2
171	с героем	2	2
172	что сказка	4	2
173	но для	2	2
174	к королю	2	2
175	в ином	12	2
176	в таких	2	2
177	отсюда видно	4	2
178	герой в	2	2
179	из другой	2	2
180	дочь царя	2	2
181	где оно	2	2
182	д в	2	2
183	царь не	2	2
184	их на	2	2
185	героя герой	3	2
186	случаях когда	4	2
187	с одной	5	2
188	все эти	2	2
189	женится на	2	2
190	и что	10	2
191	к себе	3	2
192	брак и	2	2
193	того что	6	2
194	что такое	2	2
195	уже не	2	2
196	герой подвергается	3	2
197	не имеет	4	2
198	такой случай	3	2
199	после чего	2	2
200	право на	5	2
201	и его	3	2
202	и сказка	2	2
203	царя и	2	2
204	героя т	2	2
205	следует брак	3	2
206	этот вопрос	2	2
207	сказке о	3	2
208	что мы	3	2
209	но вот	2	2
210	о том	9	2
211	что эти	2	2
212	время боя	3	2
213	здесь не	2	2
214	герой не	3	2
215	но здесь	2	2
216	одна из	7	2
217	сказать что	2	2
218	как это	2	2
219	время как	2	2
