N	2gram	Propp_Isto_4	Analitik
1	не только	15	22
2	тогда как	4	20
3	и в	26	18
4	как и	7	14
5	так и	10	14
6	в этом	7	14
7	но и	12	13
8	и его	10	13
9	в частности	2	12
10	том что	3	12
11	в качестве	7	12
12	и не	9	12
13	при этом	3	11
14	а в	8	10
15	как бы	3	10
16	может быть	14	9
17	в тексте	2	9
18	что в	14	9
19	а не	6	9
20	в том	3	9
21	и даже	4	8
22	не случайно	2	8
23	с другой	4	7
24	но не	5	7
25	в его	5	7
26	в русской	3	7
27	не в	5	6
28	еще не	6	6
29	в этой	2	6
30	он не	7	6
31	о том	4	6
32	никогда не	2	5
33	однако в	2	5
34	такого рода	2	5
35	что и	9	5
36	другой стороны	4	5
37	лишь в	2	5
38	уже не	5	5
39	мы имеем	7	5
40	представляет собой	2	5
41	не менее	2	4
42	перед нами	3	4
43	о чем	3	4
44	в своем	2	4
45	в одном	5	4
46	по себе	2	4
47	что он	10	4
48	и как	5	4
49	себя в	2	4
50	не есть	2	4
51	все же	9	4
52	таким образом	10	4
53	и на	2	4
54	в данном	3	4
55	уже в	2	3
56	из этих	3	3
57	к этому	5	3
58	не всегда	6	3
59	его как	2	3
60	что они	6	3
61	было бы	2	3
62	указывает на	4	3
63	в целом	2	3
64	дело не	2	3
65	данном случае	3	3
66	как в	7	3
67	все это	2	3
68	так в	4	3
69	то же	8	3
70	на языке	2	3
71	по его	2	3
72	ничего не	5	3
73	с этим	2	3
74	во всем	3	3
75	его в	9	3
76	здесь не	4	3
77	в особенности	2	3
78	как это	3	3
79	могут быть	6	2
80	власть над	11	2
81	все эти	3	2
82	это не	5	2
83	в нем	2	2
84	в тех	4	2
85	тем не	2	2
86	же в	3	2
87	говорит о	2	2
88	в дальнейшем	6	2
89	с появлением	4	2
90	одна из	2	2
91	с тем	2	2
92	это и	5	2
93	например в	3	2
94	на его	3	2
95	видеть в	2	2
96	хотя и	2	2
97	об этом	7	2
98	а также	3	2
99	по своей	2	2
100	даже в	4	2
101	не видно	2	2
102	то что	16	2
103	когда он	6	2
104	вместе с	6	2
105	что она	3	2
106	связь с	12	2
107	в форме	2	2
108	не может	6	2
109	те же	3	2
110	и вот	2	2
111	чем речь	2	2
112	не мог	3	2
113	и он	3	2
114	и по	5	2
115	в иной	6	2
116	сказать что	2	2
117	мы можем	6	2
118	тем что	5	2
119	на себя	4	2
120	в себе	2	2
121	и здесь	5	2
122	что мы	3	2
123	только в	3	2
124	этого слова	2	2
125	и все	2	2
126	там где	3	2
127	но в	5	2
