N	2gram	Vygotskiy__2	StatiiOP
1	и в	32	29
2	том что	21	27
3	в том	37	27
4	в этом	13	21
5	но и	10	19
6	что в	20	19
7	не только	12	19
8	о том	6	17
9	что он	13	13
10	в его	2	13
11	то что	21	11
12	все это	5	11
13	в которой	2	11
14	к тому	7	10
15	таким образом	21	10
16	и т	10	9
17	так и	3	9
18	этом отношении	5	9
19	и не	10	9
20	как на	5	9
21	потому что	21	9
22	он не	6	9
23	как раз	5	8
24	но в	3	8
25	с тем	11	7
26	в самом	12	7
27	в ней	5	7
28	в виду	3	7
29	в своей	3	7
30	вместе с	2	7
31	тому что	4	7
32	того как	4	7
33	для того	13	7
34	об этом	3	6
35	в одном	2	6
36	вовсе не	2	6
37	до сих	5	6
38	все же	4	6
39	т д	2	6
40	и что	22	6
41	того чтобы	14	6
42	и его	7	6
43	и на	5	6
44	была бы	2	5
45	было бы	11	5
46	как бы	6	5
47	сих пор	5	5
48	в языке	4	5
49	а не	7	5
50	того что	8	5
51	между тем	4	5
52	точки зрения	17	5
53	должен был	2	4
54	в частности	3	4
55	что у	5	4
56	с другой	3	4
57	в романе	2	4
58	не в	8	4
59	после того	2	4
60	и к	3	4
61	в нем	4	4
62	еще более	3	4
63	ничего не	4	4
64	при помощи	10	4
65	действующих лиц	3	4
66	и с	4	4
67	в общем	3	3
68	не менее	8	3
69	на вопрос	2	3
70	же как	4	3
71	что это	8	3
72	в этих	2	3
73	но он	3	3
74	оно не	2	3
75	с этим	4	3
76	в полном	2	3
77	по себе	12	3
78	что на	4	3
79	ни в	2	3
80	меньше всего	2	3
81	так что	3	3
82	но это	2	3
83	но не	2	3
84	до конца	3	3
85	например в	3	3
86	материал для	4	3
87	никогда не	9	3
88	и даже	5	3
89	всяком случае	2	3
90	оба эти	2	3
91	из них	4	3
92	другой стороны	2	3
93	самом деле	16	3
94	как в	9	3
95	в их	3	3
96	т п	8	3
97	ни у	2	3
98	а с	2	3
99	не было	2	3
100	тем что	9	3
101	на самом	5	3
102	и сейчас	3	3
103	и он	3	3
104	и по	4	3
105	хотя бы	3	3
106	так же	18	3
107	во всяком	2	3
108	и здесь	2	3
109	отношении к	3	3
110	которые не	3	3
111	столько же	3	3
112	не до	2	2
113	в отношении	3	2
114	место из	2	2
115	с его	2	2
116	и более	4	2
117	если бы	6	2
118	в них	2	2
119	что с	3	2
120	в какой	2	2
121	с этой	4	2
122	в конце	3	2
123	утверждать что	4	2
124	что именно	3	2
125	что и	17	2
126	к своему	2	2
127	тем не	4	2
128	в ее	2	2
129	только потому	2	2
130	говорит о	2	2
131	по существу	3	2
132	не потому	2	2
133	как и	10	2
134	то ни	2	2
135	такое же	2	2
136	и как	7	2
137	даны в	2	2
138	в этой	6	2
139	что они	7	2
140	в то	5	2
141	по своему	3	2
142	очевидно что	2	2
143	и сам	4	2
144	несмотря на	4	2
145	на его	2	2
146	может быть	18	2
147	во внимание	2	2
148	том же	2	2
149	никак не	4	2
150	искусства и	9	2
151	на то	11	2
152	сами по	3	2
153	только в	7	2
154	не могли	3	2
155	с той	4	2
156	как говорит	3	2
157	бы то	2	2
158	не к	3	2
159	также и	2	2
160	в процессе	2	2
161	совершенно не	4	2
162	не на	2	2
163	не может	17	2
164	в особенности	2	2
165	то же	13	2
166	все эти	7	2
167	у всех	2	2
168	при этом	13	2
169	там где	2	2
170	на этот	2	2
171	не имеет	4	2
172	с точки	10	2
173	и те	4	2
174	а к	2	2
175	что этот	2	2
176	в данном	4	2
177	сказать что	7	2
178	с и	12	2
179	в каком	3	2
180	в себе	2	2
181	этот вопрос	3	2
182	и вообще	2	2
183	на это	3	2
184	как он	2	2
185	и это	4	2
186	и всегда	2	2
187	так как	12	2
188	как это	4	2
189	того же	2	2
190	отличие от	2	2
191	это очень	2	2
192	поэзии и	7	2
193	это было	3	2
