N	2gram	Trubetskoy_1	Myshleni
1	в том	11	42
2	том что	7	35
3	в процессе	2	27
4	таким образом	22	25
5	точки зрения	13	24
6	в этом	15	24
7	в качестве	3	21
8	и в	26	20
9	что в	9	19
10	то же	4	16
11	то что	7	15
12	не только	10	15
13	с другой	8	12
14	при этом	3	12
15	потому что	7	12
16	может быть	10	12
17	так же	5	11
18	в его	5	11
19	мы должны	6	11
20	с точки	6	11
21	того что	3	10
22	так как	9	10
23	в отношении	6	10
24	в себе	6	10
25	только в	4	10
26	и другие	3	9
27	те и	2	9
28	и как	3	9
29	одной стороны	7	9
30	но и	9	9
31	с одной	7	9
32	между тем	2	9
33	того же	6	9
34	тот же	2	9
35	что и	6	9
36	и не	8	8
37	и что	4	8
38	в результате	3	8
39	тогда когда	2	8
40	вместе с	15	8
41	друг с	5	7
42	как бы	12	7
43	этом отношении	2	7
44	что мы	2	7
45	же самое	2	7
46	с другом	5	7
47	а не	5	7
48	того чтобы	5	7
49	уже в	2	6
50	к тому	6	6
51	тому же	5	6
52	же как	3	6
53	мы видели	2	6
54	в самом	4	6
55	не может	4	6
56	те же	2	6
57	и на	2	6
58	сказать что	2	6
59	по своей	2	6
60	с тем	18	6
61	что он	4	6
62	в силу	5	6
63	никогда не	5	5
64	целый ряд	4	5
65	на то	2	5
66	выступает в	2	5
67	на друга	2	5
68	друг на	2	5
69	только не	2	5
70	если бы	3	5
71	и к	5	5
72	все же	6	5
73	о том	6	5
74	так и	6	5
75	для того	5	5
76	все эти	6	5
77	мы можем	2	5
78	в своем	3	4
79	из них	7	4
80	и только	4	4
81	что оно	4	4
82	этой точки	2	4
83	и те	3	4
84	с этой	3	4
85	и с	10	4
86	состоит в	2	4
87	к этому	3	4
88	и при	3	4
89	по своему	2	4
90	в смысле	4	4
91	по сравнению	2	4
92	только что	2	4
93	не в	2	4
94	и для	5	4
95	во всяком	6	4
96	которые в	2	4
97	в области	9	4
98	не могут	2	3
99	не менее	3	3
100	в этих	4	3
101	и от	4	3
102	точно так	3	3
103	что все	4	3
104	на все	2	3
105	и другой	2	3
106	так что	3	3
107	в этой	4	3
108	одной из	5	3
109	и является	2	3
110	в виду	2	3
111	всяком случае	6	3
112	один из	2	3
113	в связи	3	3
114	именно в	2	3
115	к одной	2	3
116	к которому	2	3
117	но в	7	3
118	сравнению с	2	3
119	по существу	2	3
120	представляет собой	3	3
121	но не	8	3
122	со всеми	2	3
123	когда он	3	3
124	приводит к	2	3
125	на этот	4	3
126	в виде	4	3
127	связи с	9	3
128	ничего общего	2	3
129	в которой	3	3
130	связана с	2	2
131	том числе	5	2
132	числе и	4	2
133	прежде всего	2	2
134	в свою	2	2
135	для него	3	2
136	случае не	3	2
137	что это	3	2
138	и у	8	2
139	вслед за	2	2
140	одним из	2	2
141	но вместе	2	2
142	в нем	4	2
143	к нему	7	2
144	отличается от	2	2
145	между этими	2	2
146	не имеет	5	2
147	а в	4	2
148	виде в	2	2
149	из этих	10	2
150	и здесь	2	2
151	в начале	2	2
152	что эти	3	2
153	мы имеем	2	2
154	к которым	2	2
155	ясно что	3	2
156	том виде	2	2
157	еще не	2	2
158	и сами	2	2
159	далеко не	4	2
160	а также	2	2
161	и тогда	4	2
162	а с	7	2
163	если не	2	2
164	в таком	3	2
165	и т.д	6	2
166	и это	2	2
167	этими двумя	2	2
168	из него	2	2
