N	2gram	Vygotskiy__5	TeoriaLi
1	не только	16	18
2	в качестве	4	17
3	и не	12	16
4	а в	3	14
5	в частности	3	13
6	и в	16	13
7	состоит в	6	13
8	может быть	9	12
9	так и	7	12
10	представляет собой	7	11
11	при этом	4	11
12	в этом	25	11
13	в том	18	11
14	но не	10	10
15	а не	10	10
16	и его	3	10
17	в его	11	9
18	то же	8	9
19	что в	16	8
20	отношению к	12	8
21	но и	6	8
22	по отношению	12	8
23	том что	15	7
24	во второй	2	7
25	в отличие	2	7
26	точки зрения	18	7
27	по своей	3	7
28	в то	5	7
29	только в	10	7
30	как это	8	7
31	отличие от	2	7
32	еще не	4	6
33	в первой	2	6
34	как бы	5	6
35	но в	6	6
36	в своем	5	5
37	как и	8	5
38	не в	6	5
39	в пределах	4	5
40	в самом	4	5
41	в нем	7	5
42	как в	5	5
43	он не	8	5
44	тем самым	8	5
45	с другой	4	5
46	между тем	3	5
47	не менее	3	4
48	в свою	4	4
49	можно сказать	5	4
50	в ходе	12	4
51	в своей	2	4
52	то что	26	4
53	отношение к	11	4
54	в их	3	4
55	приводит к	7	4
56	не может	18	4
57	сказать что	13	4
58	но он	7	4
59	говорить о	3	4
60	не знает	5	4
61	никогда не	5	3
62	в этих	3	3
63	в отношении	9	3
64	он должен	5	3
65	прежде всего	3	3
66	и к	2	3
67	а только	4	3
68	свою очередь	3	3
69	по своему	3	3
70	для него	5	3
71	того что	16	3
72	совпадает с	2	3
73	и потому	2	3
74	другой стороны	2	3
75	таким образом	19	3
76	а с	2	3
77	именно в	4	3
78	в другом	6	3
79	и что	12	3
80	и по	4	3
81	и то	4	3
82	потому что	21	3
83	в основе	8	3
84	речи и	6	3
85	между двумя	3	3
86	в этой	6	3
87	и т.д	4	3
88	его в	2	3
89	все эти	4	3
90	к которому	4	3
91	я не	2	2
92	сама по	4	2
93	и составляет	4	2
94	только не	3	2
95	о чем	2	2
96	если бы	8	2
97	могут быть	4	2
98	за пределы	4	2
99	себя и	2	2
100	способность к	3	2
101	между собой	13	2
102	того же	7	2
103	это не	4	2
104	одного и	3	2
105	этих двух	3	2
106	вовсе не	2	2
107	по себе	7	2
108	что он	25	2
109	совершенно иной	2	2
110	к тому	6	2
111	но как	3	2
112	и того	3	2
113	и как	3	2
114	что они	5	2
115	казалось бы	4	2
116	одной стороны	3	2
117	или иным	2	2
118	одной из	3	2
119	из которых	3	2
120	вслед за	2	2
121	имеет место	2	2
122	к его	3	2
123	в виду	2	2
124	к жизни	3	2
125	своей природе	3	2
126	и тем	3	2
127	не с	2	2
128	к нему	3	2
129	в целом	4	2
130	принадлежит к	2	2
131	во всех	2	2
132	вместе с	4	2
133	вытекает из	3	2
134	не на	3	2
135	мышления и	4	2
136	с одной	3	2
137	это и	3	2
138	в себя	3	2
139	к одному	2	2
140	в той	6	2
141	говорит что	5	2
142	с точки	9	2
143	и даже	2	2
144	так же	15	2
145	их в	2	2
146	у него	6	2
147	и здесь	2	2
148	как будто	2	2
149	о том	8	2
150	в чем	3	2
151	в которой	5	2
152	отношения к	2	2
153	в области	12	2
