N	2gram	Bakhtin_Fr_6	Literetu
1	не только	10	24
2	при этом	3	19
3	но и	13	17
4	а не	2	16
5	в том	2	16
6	в частности	2	15
7	том что	7	14
8	может быть	2	13
9	в году	6	13
10	и не	3	12
11	в этом	12	12
12	прежде всего	10	11
13	в своем	5	11
14	то что	10	10
15	не в	4	8
16	и в	41	8
17	только в	3	8
18	как это	2	8
19	в его	7	7
20	как бы	7	7
21	в себе	5	7
22	как и	7	6
23	и сам	3	6
24	связи с	2	6
25	себя в	2	6
26	того что	3	6
27	точки зрения	2	6
28	то есть	24	6
29	с его	5	5
30	с этой	3	5
31	что он	6	5
32	же время	5	5
33	а также	5	5
34	как в	4	5
35	не может	4	5
36	то же	5	5
37	уже в	4	5
38	одним из	4	5
39	в данном	3	5
40	в то	6	5
41	для этого	2	4
42	в конце	2	4
43	с миром	3	4
44	но не	2	4
45	еще в	5	4
46	все же	4	4
47	из них	5	4
48	в своей	2	4
49	данном случае	2	4
50	так и	5	4
51	и т.п	19	4
52	никогда не	8	4
53	лишь в	2	4
54	и его	13	4
55	как раз	2	4
56	в этой	8	4
57	в основе	4	3
58	что в	7	3
59	с другой	4	3
60	и прежде	2	3
61	например в	6	3
62	в самом	10	3
63	не мог	3	3
64	у него	7	3
65	один из	6	3
66	и др	10	3
67	жизни и	3	3
68	а в	4	3
69	таким образом	17	3
70	и даже	4	3
71	той же	5	3
72	потому что	3	3
73	к себе	2	3
74	но в	8	3
75	также и	6	3
76	тех же	2	3
77	в области	2	3
78	мира в	2	3
79	на этом	2	2
80	должна быть	2	2
81	это уже	2	2
82	все они	2	2
83	превращается в	2	2
84	та же	4	2
85	из этих	2	2
86	и весьма	2	2
87	человека и	2	2
88	своего героя	3	2
89	в индивидуальном	2	2
90	в другом	4	2
91	того же	4	2
92	и само	2	2
93	своего времени	2	2
94	одной стороны	4	2
95	было бы	3	2
96	за пределы	2	2
97	в искусстве	3	2
98	даже в	4	2
99	должен быть	2	2
100	в нем	16	2
101	в сущности	8	2
102	не остается	3	2
103	то он	2	2
104	не на	2	2
105	этом отношении	3	2
106	с одной	4	2
107	все эти	11	2
108	из того	2	2
109	самом деле	4	2
110	во втором	3	2
111	что не	3	2
112	с точки	2	2
113	в трактате	2	2
114	роль в	4	2
115	самим собой	2	2
116	и то	2	2
117	всем и	2	2
118	между тем	2	2
119	тем более	2	2
120	нового времени	4	2
121	тем что	5	2
122	одну из	2	2
123	себе в	2	2
124	о том	9	2
125	как он	2	2
126	а для	2	2
