N	2gram	Medvedev_F_2	Problemy
1	и в	38	35
2	как бы	4	31
3	и не	20	27
4	что он	5	24
5	в его	10	21
6	но в	4	19
7	не может	14	18
8	как и	9	18
9	в нем	13	16
10	к другому	2	16
11	то же	6	15
12	и все	3	15
13	но и	13	14
14	для него	7	14
15	может быть	23	14
16	все это	3	14
17	в сущности	4	14
18	и его	21	14
19	в этом	27	14
20	к нему	3	13
21	он не	6	13
22	прежде всего	15	12
23	и с	9	12
24	и к	4	12
25	в пределах	12	11
26	в то	5	11
27	слова и	7	11
28	не в	15	10
29	самом деле	8	10
30	же время	5	10
31	не только	9	10
32	то что	6	10
33	на самом	3	9
34	самого начала	2	8
35	так и	8	8
36	с самого	2	8
37	потому что	2	8
38	все же	8	8
39	как мы	7	8
40	и для	5	8
41	лишь в	7	7
42	а в	6	7
43	и наконец	4	7
44	точки зрения	8	7
45	с ним	2	7
46	с его	11	7
47	вовсе не	11	7
48	что же	5	7
49	там где	4	7
50	таким образом	20	7
51	слова в	3	6
52	что в	7	6
53	к тому	4	6
54	но это	2	6
55	что они	4	6
56	отношение к	2	6
57	в самом	16	6
58	и на	3	6
59	от него	2	6
60	но не	2	6
61	в слове	5	6
62	в плане	2	6
63	только в	6	6
64	в конце	2	5
65	в том	11	5
66	как к	3	5
67	и даже	4	5
68	с ними	2	5
69	его с	3	5
70	он и	3	5
71	даже в	2	5
72	как в	4	5
73	и то	2	5
74	и это	2	5
75	все время	6	4
76	никогда не	2	4
77	с другой	3	4
78	та же	2	4
79	в такой	2	4
80	но все	3	4
81	до конца	2	4
82	не о	4	4
83	же и	2	4
84	всяком случае	5	4
85	вот как	4	4
86	между тем	2	4
87	говорит он	5	4
88	но как	2	4
89	его в	3	4
90	так как	4	4
91	бы в	5	4
92	как раз	6	4
93	по себе	7	4
94	в своей	7	4
95	только на	3	4
96	и прежде	3	4
97	в той	2	4
98	а не	6	4
99	что не	4	4
100	во всяком	5	4
101	тем что	8	4
102	он в	2	4
103	что это	3	4
104	в чем	2	4
105	уже в	2	3
106	то ни	2	3
107	и от	2	3
108	такой же	3	3
109	высшей степени	4	3
110	совсем не	2	3
111	в общем	5	3
112	в реальном	5	3
113	дело идет	4	3
114	в виду	2	3
115	в целом	3	3
116	из них	4	3
117	другой стороны	4	3
118	ее как	2	3
119	в одной	2	3
120	все эти	6	3
121	того что	3	3
122	должно быть	2	3
123	это не	2	3
124	сказать что	2	3
125	даже и	4	3
126	говорить о	5	3
127	в высшей	4	3
128	в котором	2	3
129	с тем	11	3
130	установкой на	2	3
131	не как	4	3
132	с этим	5	3
133	раз и	4	3
134	этом смысле	2	3
135	в ее	2	3
136	как его	2	3
137	это и	5	3
138	том что	2	3
139	было бы	6	3
140	во всех	5	3
141	конце концов	2	3
142	что и	8	3
143	всего этого	5	3
144	сводится к	5	3
145	уже не	7	3
146	ничего не	4	3
147	так сказать	3	2
148	времени и	2	2
149	в сторону	4	2
150	в этих	2	2
151	тому что	2	2
152	для этого	2	2
153	столь же	2	2
154	что на	2	2
155	мы знаем	3	2
156	ни в	2	2
157	в дальнейшем	4	2
158	на этом	2	2
159	в большинстве	4	2
160	при этом	9	2
161	было в	2	2
162	например в	3	2
163	к другим	2	2
164	совпадает с	2	2
165	хотя и	3	2
166	лишь о	2	2
167	мы видели	4	2
168	тому чтобы	2	2
169	что оно	4	2
170	не просто	2	2
171	только так	2	2
172	и по	2	2
173	же степени	2	2
174	есть только	2	2
175	материалом для	3	2
176	особенно в	3	2
177	каждый из	3	2
178	их в	2	2
179	в ней	6	2
180	ни на	2	2
181	но ведь	3	2
182	в первом	7	2
183	большинстве случаев	3	2
184	слово в	2	2
185	и лишь	2	2
186	а как	3	2
187	всех этих	3	2
188	до крайности	2	2
189	этих двух	2	2
190	его нельзя	3	2
191	то в	2	2
192	должна была	2	2
193	и отчасти	3	2
194	но именно	3	2
195	вместе с	6	2
196	быть и	3	2
197	в самый	2	2
198	приводит к	2	2
199	так в	3	2
200	в отличие	2	2
201	слово и	2	2
202	и как	3	2
203	хотя бы	6	2
204	с точки	7	2
205	в которой	2	2
206	без исключения	2	2
207	или в	3	2
208	с другими	10	2
209	сам по	3	2
210	между двумя	2	2
211	из этого	2	2
212	этими двумя	2	2
213	отличие от	2	2
214	это было	3	2
