N	2gram	Propp_Isto_1	Tvorches
1	и в	28	20
2	не только	12	13
3	и т	25	13
4	никогда не	14	11
5	т д	22	11
6	как бы	2	11
7	в его	5	10
8	таким образом	8	10
9	в то	3	10
10	там же	2	9
11	и его	3	9
12	и не	9	9
13	прежде всего	10	8
14	в том	9	8
15	при этом	3	8
16	но и	10	8
17	может быть	25	8
18	в этом	8	8
19	и с	4	8
20	это не	7	7
21	наряду с	3	7
22	что в	12	7
23	не может	15	7
24	то же	12	7
25	потому что	4	7
26	xix века	2	7
27	что он	10	6
28	как и	4	6
29	в целом	2	6
30	так и	9	6
31	все это	4	6
32	именно в	3	6
33	а не	15	6
34	в основном	2	6
35	но это	4	5
36	еще не	7	5
37	но не	5	5
38	например в	5	5
39	все же	10	5
40	и даже	4	5
41	так же	7	5
42	и на	4	5
43	в этой	6	5
44	о том	9	5
45	об этом	4	4
46	за собой	2	4
47	и от	2	4
48	мы не	10	4
49	показывает что	3	4
50	том что	7	4
51	в дальнейшем	5	4
52	мы видим	11	4
53	что они	5	4
54	что она	5	4
55	когда он	6	4
56	как в	2	4
57	все эти	4	4
58	героя в	5	4
59	не в	9	4
60	а в	7	4
61	и потому	2	4
62	ничего не	2	4
63	если бы	8	4
64	но в	8	4
65	а с	2	3
66	же как	2	3
67	превращается в	4	3
68	в образе	3	3
69	к этому	2	3
70	с ним	2	3
71	в пользу	2	3
72	а затем	2	3
73	отношению к	3	3
74	одна из	2	3
75	так например	6	3
76	для него	2	3
77	что не	2	3
78	одной из	2	3
79	и мы	2	3
80	он не	2	3
81	в котором	3	3
82	и др	7	3
83	один из	4	3
84	в нем	2	3
85	то что	9	3
86	но уже	2	3
87	вместе с	6	3
88	сих пор	5	3
89	в их	3	3
90	по отношению	3	3
91	в й	2	3
92	так как	6	3
93	в свете	2	3
94	уже не	3	3
95	одним из	2	3
96	этот вопрос	7	3
97	тем что	3	3
98	в себе	2	3
99	в начале	3	3
100	его в	6	3
101	между тем	2	3
102	до сих	5	3
103	ни к	2	2
104	зависит от	2	2
105	не менее	6	2
106	восходит к	5	2
107	его и	2	2
108	точку зрения	3	2
109	не означает	2	2
110	с другой	6	2
111	или даже	3	2
112	в стороне	3	2
113	в такой	2	2
114	где нет	2	2
115	в одном	5	2
116	я не	3	2
117	вовсе не	2	2
118	в ее	2	2
119	так что	4	2
120	только через	3	2
121	как о	2	2
122	и если	2	2
123	в частности	2	2
124	но если	2	2
125	отказаться от	2	2
126	в которую	3	2
127	в руки	3	2
128	точка зрения	2	2
129	только для	2	2
130	себя в	2	2
131	на него	4	2
132	в ту	2	2
133	приводит к	2	2
134	и тогда	3	2
135	так в	4	2
136	в отличие	2	2
137	всякого рода	2	2
138	и что	10	2
139	связь с	4	2
140	на этот	2	2
141	другой стороны	5	2
142	и он	3	2
143	не так	2	2
144	и по	3	2
145	во многих	2	2
146	что этот	2	2
147	в основе	4	2
148	из них	3	2
149	в виде	2	2
150	могут быть	4	2
151	и только	2	2
152	только в	11	2
153	действия и	3	2
154	как правило	4	2
155	в русской	2	2
156	при помощи	2	2
157	из этого	2	2
158	эта мысль	3	2
159	их в	5	2
160	только с	2	2
161	отличие от	2	2
162	начинается с	3	2
163	к которому	5	2
164	тоже не	2	2
165	же не	3	2
166	однако это	3	2
