N	2gram	Ircho_Kome_2	Myshleni
1	и в	26	25
2	в развитии	2	24
3	в том	11	23
4	том что	9	20
5	что в	9	17
6	таким образом	6	17
7	с тем	5	16
8	как и	4	15
9	то что	6	15
10	в его	4	15
11	в этом	10	14
12	вместе с	9	14
13	может быть	11	13
14	в целом	4	13
15	так как	4	12
16	в качестве	5	12
17	по своему	2	11
18	на основании	5	11
19	как бы	2	10
20	и не	14	10
21	и что	2	10
22	было бы	8	10
23	что и	7	10
24	только в	4	10
25	связи с	3	9
26	как в	3	9
27	мы не	2	9
28	ни в	5	9
29	того чтобы	6	8
30	не является	2	8
31	тем что	3	8
32	как мы	4	8
33	уже в	4	7
34	столь же	9	7
35	как это	4	7
36	для того	5	7
37	мы можем	3	7
38	не менее	4	6
39	с другой	2	6
40	с самого	2	6
41	не в	2	6
42	и у	2	6
43	один из	5	6
44	не может	3	6
45	в связи	3	6
46	и на	7	6
47	потому что	6	6
48	от этого	2	6
49	что он	5	6
50	в силу	2	6
51	но не	3	6
52	того же	3	6
53	не только	7	6
54	все же	4	6
55	в отличие	2	6
56	точки зрения	4	6
57	все это	3	6
58	можно было	4	6
59	отличие от	2	6
60	так и	12	5
61	что это	4	5
62	в пользу	2	5
63	одной стороны	2	5
64	друг с	2	5
65	одним из	2	5
66	что она	2	5
67	с одной	2	5
68	если бы	9	5
69	и к	2	5
70	о том	6	5
71	из которых	3	5
72	в этой	3	5
73	с другом	2	5
74	независимо от	5	4
75	в частности	4	4
76	в своем	6	4
77	в какой	2	4
78	из этих	4	4
79	прежде всего	4	4
80	к тому	12	4
81	мы знаем	3	4
82	всяком случае	2	4
83	время как	2	4
84	отнюдь не	2	4
85	из них	7	4
86	но и	10	4
87	от того	2	4
88	друг друга	3	4
89	а в	3	4
90	в то	6	4
91	мы имеем	2	4
92	с этим	5	4
93	и все	2	4
94	то время	3	4
95	еще не	6	4
96	он не	2	4
97	той же	3	4
98	во всяком	2	4
99	и это	2	4
100	с этой	3	3
101	на этом	2	3
102	когда в	2	3
103	и сам	3	3
104	в самом	4	3
105	вслед за	2	3
106	в котором	3	3
107	если в	2	3
108	и их	3	3
109	по отношению	3	3
110	с ними	2	3
111	между тем	4	3
112	его в	4	3
113	как он	3	3
114	с которыми	2	3
115	пути к	2	3
116	к этому	5	3
117	наряду с	6	3
118	дело с	3	3
119	как известно	2	3
120	которые в	2	3
121	того как	3	3
122	место в	4	2
123	то же	3	2
124	все время	2	2
125	в этих	4	2
126	тому что	4	2
127	и от	4	2
128	отрицать что	2	2
129	в тех	3	2
130	для нас	3	2
131	в один	2	2
132	ни было	2	2
133	так что	5	2
134	но все	3	2
135	в построении	2	2
136	является не	2	2
137	хотя и	4	2
138	в нем	6	2
139	с той	2	2
140	от всех	2	2
141	на себя	7	2
142	и здесь	6	2
143	в начале	4	2
144	бы в	2	2
145	что по	2	2
146	вообще говоря	2	2
147	с его	5	2
148	однако в	2	2
149	в них	4	2
150	представления о	2	2
151	и во	2	2
152	в одном	2	2
153	этом смысле	2	2
154	ясно что	8	2
155	в следующем	2	2
156	об этом	2	2
157	же в	4	2
158	только потому	2	2
159	одна из	2	2
160	с их	4	2
161	тот же	2	2
162	еще в	4	2
163	и особенно	3	2
164	отношению к	3	2
165	в мире	2	2
166	в своей	3	2
167	в течение	2	2
168	на этот	4	2
169	едва ли	14	2
170	и для	4	2
171	и его	12	2
172	или в	3	2
173	или иначе	3	2
174	на пути	2	2
