N	2gram	Vinokur_St_3	Komedia
1	и в	25	22
2	и не	10	21
3	т е	8	16
4	том что	15	13
5	в том	20	12
6	таким образом	10	12
7	со стороны	3	11
8	так как	3	11
9	ни в	5	10
10	потому что	5	10
11	до сих	2	9
12	в самом	2	9
13	вместе с	2	9
14	сих пор	2	9
15	если бы	4	8
16	молодой человек	2	8
17	что он	19	8
18	к ней	4	8
19	в его	12	8
20	в этом	24	8
21	о том	8	8
22	об этом	5	7
23	в свою	2	7
24	то же	5	7
25	только что	2	7
26	а в	6	7
27	в конце	6	7
28	во время	3	6
29	к этому	3	6
30	того же	2	6
31	еще не	2	6
32	для того	2	6
33	к тому	2	6
34	может быть	19	6
35	как раз	3	6
36	самом деле	2	6
37	и что	3	6
38	так что	11	6
39	и его	3	6
40	в то	7	6
41	не менее	2	5
42	связи с	3	5
43	что в	19	5
44	же время	3	5
45	прежде всего	10	5
46	а по	2	5
47	что его	2	5
48	не только	12	5
49	речь идет	2	5
50	в своей	4	5
51	отношение к	4	5
52	все это	8	5
53	он не	5	5
54	тем что	19	5
55	к нему	4	5
56	в которых	2	5
57	но в	5	5
58	с самого	2	4
59	самого начала	2	4
60	с тем	4	4
61	но все	2	4
62	должен был	2	4
63	у него	9	4
64	с другой	5	4
65	вовсе не	2	4
66	нет и	2	4
67	и здесь	3	4
68	он был	3	4
69	все же	4	4
70	не в	6	4
71	до конца	3	4
72	несмотря на	3	4
73	в ней	4	4
74	тем более	3	4
75	здесь нет	2	4
76	и т	8	4
77	то что	12	4
78	но и	9	4
79	т п	6	4
80	в отношении	2	4
81	до нас	2	4
82	а не	5	4
83	и для	4	4
84	этой комедии	2	4
85	точки зрения	7	4
86	в связи	3	4
87	так и	5	4
88	не является	3	4
89	и с	4	4
90	с его	3	3
91	от нее	3	3
92	обращается к	3	3
93	никогда не	2	3
94	в них	5	3
95	в какой	3	3
96	с этой	3	3
97	с этим	7	3
98	на долю	2	3
99	одного из	2	3
100	на то	5	3
101	и к	4	3
102	тем не	2	3
103	как и	4	3
104	в начале	4	3
105	в этой	14	3
106	одной стороны	3	3
107	было бы	7	3
108	и тот	2	3
109	как бы	6	3
110	один из	2	3
111	в целом	4	3
112	не может	7	3
113	с одной	2	3
114	в течение	4	3
115	что не	2	3
116	с точки	4	3
117	не имеет	2	3
118	не так	3	3
119	одной из	2	3
120	во всяком	4	3
121	говорить о	3	3
122	на это	2	3
123	в которой	4	3
124	ничего не	4	3
125	всяком случае	4	3
126	на вопрос	3	2
127	уже в	3	2
128	сам он	2	2
129	все время	2	2
130	состоит в	4	2
131	себя и	2	2
132	в качестве	4	2
133	не как	2	2
134	чтобы в	2	2
135	как в	6	2
136	это не	7	2
137	это в	4	2
138	а как	4	2
139	этот человек	2	2
140	о которой	2	2
141	в г	12	2
142	без всякого	2	2
143	трагедии и	2	2
144	такое же	2	2
145	из его	7	2
146	х годов	2	2
147	что они	2	2
148	выходит из	2	2
149	то время	4	2
150	сцена из	3	2
151	не мог	2	2
152	и если	3	2
153	на его	4	2
154	в сущности	2	2
155	при всей	2	2
156	в произведениях	2	2
157	он говорит	4	2
158	от того	2	2
159	не совсем	2	2
160	которую он	2	2
161	конце концов	3	2
162	а также	4	2
163	в котором	5	2
164	должен быть	2	2
165	в развитии	2	2
166	во всех	2	2
167	дело не	2	2
168	в их	3	2
169	как мы	2	2
170	другой стороны	5	2
171	его не	2	2
172	по мнению	3	2
173	по тому	2	2
174	не было	4	2
175	то обстоятельство	5	2
176	этом отношении	4	2
177	в рукописи	4	2
178	время как	4	2
179	мы не	2	2
180	из которых	4	2
181	что для	3	2
182	в своих	8	2
183	и на	6	2
184	в результате	2	2
185	тому что	3	2
186	между тем	6	2
187	и во	2	2
188	г и	12	2
189	г в	6	2
190	что касается	7	2
191	он и	2	2
192	и ее	2	2
193	обстоятельство что	5	2
194	в другом	3	2
195	что мы	3	2
196	и это	5	2
197	из этого	4	2
198	что эта	2	2
199	к этой	2	2
200	в области	6	2
201	в виду	2	2
