N	2gram	Bakhtin_Pr_3	Myshleni
1	и в	34	25
2	в том	3	23
3	том что	3	20
4	внутренней речи	4	19
5	что в	7	17
6	так же	8	17
7	таким образом	5	17
8	с тем	5	16
9	как и	18	15
10	то что	11	15
11	в его	22	15
12	в этом	16	14
13	вместе с	4	14
14	может быть	19	13
15	в целом	5	13
16	так как	4	12
17	по своему	3	11
18	что они	6	10
19	как бы	27	10
20	и не	29	10
21	и что	5	10
22	того что	5	10
23	было бы	2	10
24	что и	5	10
25	только в	6	10
26	как в	4	9
27	ни в	4	9
28	не является	2	8
29	тем что	4	8
30	как мы	7	8
31	уже в	3	7
32	столь же	2	7
33	все эти	4	7
34	по себе	3	7
35	самого начала	8	6
36	не менее	3	6
37	с другой	4	6
38	с самого	8	6
39	не в	9	6
40	высшей степени	3	6
41	и у	5	6
42	совпадает с	2	6
43	один из	2	6
44	мы видели	3	6
45	не может	19	6
46	и на	6	6
47	потому что	12	6
48	в высшей	3	6
49	мы должны	5	6
50	что он	23	6
51	в отношении	9	6
52	но не	4	6
53	того же	2	6
54	со всеми	2	6
55	не только	10	6
56	все же	7	6
57	благодаря этому	2	6
58	в отличие	2	6
59	точки зрения	8	6
60	все это	16	6
61	слова и	10	6
62	отличие от	2	6
63	так и	6	5
64	что это	5	5
65	к одному	3	5
66	тем не	2	5
67	и как	3	5
68	но это	4	5
69	для него	13	5
70	при этом	4	5
71	друг с	2	5
72	уже говорили	3	5
73	с ее	3	5
74	если бы	4	5
75	внутренняя речь	3	5
76	мы уже	6	5
77	и к	12	5
78	о том	2	5
79	входит в	2	5
80	с другом	2	5
81	никогда не	8	4
82	в своем	2	4
83	и речь	2	4
84	прежде всего	15	4
85	к тому	5	4
86	мы знаем	2	4
87	что с	3	4
88	мог бы	2	4
89	не мог	5	4
90	смысле этого	2	4
91	всяком случае	5	4
92	отнюдь не	2	4
93	из них	5	4
94	но и	12	4
95	друг друга	2	4
96	а в	5	4
97	сказать что	2	4
98	говорит он	3	4
99	в то	12	4
100	с ним	8	4
101	с этим	2	4
102	и все	19	4
103	что оно	2	4
104	и того	2	4
105	еще не	4	4
106	мы увидим	2	4
107	он не	15	4
108	речи в	2	4
109	той же	2	4
110	во всяком	5	4
111	этого слова	7	4
112	и это	4	4
113	там где	7	4
114	но на	4	3
115	с этой	2	3
116	на этом	4	3
117	и сам	5	3
118	в самом	8	3
119	в него	3	3
120	в котором	3	3
121	другой стороны	3	3
122	отличается от	2	3
123	по отношению	5	3
124	но только	2	3
125	с ними	6	3
126	в которых	2	3
127	их в	3	3
128	между тем	3	3
129	во всем	3	3
130	его в	4	3
131	как он	3	3
132	с которыми	2	3
133	к которому	2	3
134	как она	2	3
135	были бы	2	3
136	не как	3	3
137	в жизни	2	3
138	но как	4	3
139	его к	3	3
140	то в	2	3
141	или иной	2	3
142	а с	3	3
143	когда он	2	3
144	и слово	8	3
145	в виде	4	3
146	которые в	2	3
147	слова в	7	2
148	то же	14	2
149	все время	5	2
150	тому что	2	2
151	эти последние	2	2
152	и от	5	2
153	слова мы	2	2
154	ни было	4	2
155	так что	5	2
156	но все	5	2
157	мы и	2	2
158	же слова	2	2
159	с уже	2	2
160	в реальном	3	2
161	к другим	2	2
162	хотя и	3	2
163	той или	2	2
164	в нем	19	2
165	для этого	3	2
166	и только	2	2
167	которых мы	2	2
168	должно быть	3	2
169	как на	2	2
170	каждый из	2	2
171	на его	4	2
172	в начале	4	2
173	того или	2	2
174	слово с	6	2
175	бы в	3	2
176	функции в	3	2
177	лишь на	2	2
178	в плане	6	2
179	от другого	3	2
180	между двумя	2	2
181	с его	6	2
182	всех этих	2	2
183	однако в	2	2
184	в них	2	2
185	к другому	20	2
186	и во	3	2
187	или другого	2	2
188	и другого	3	2
189	в одном	5	2
190	этом смысле	4	2
191	конечно в	2	2
192	которых он	2	2
193	мы остановимся	4	2
194	очень часто	2	2
195	тот же	2	2
196	бы с	2	2
197	и потому	2	2
198	противоречии с	2	2
199	еще в	3	2
200	отношению к	6	2
201	в мире	4	2
202	слова не	2	2
203	в своей	3	2
204	находится в	2	2
205	только что	3	2
206	другого в	2	2
207	уже не	2	2
208	и для	8	2
209	и его	16	2
210	у человека	2	2
211	с другими	4	2
212	тому как	2	2
213	и то	3	2
214	связан с	2	2
215	говорили что	3	2
216	вступает в	2	2
217	в себе	6	2
218	в чем	5	2
219	а как	2	2
