N	2gram	Bakhtin_fo_2	Hudozhes
1	и в	46	28
2	том что	4	19
3	и не	9	18
4	в том	10	15
5	а не	4	14
6	не в	9	13
7	в этом	22	13
8	о том	4	12
9	как и	8	11
10	при этом	6	11
11	в его	8	11
12	не только	11	11
13	уже не	3	10
14	но и	9	9
15	в себе	4	9
16	о чем	3	8
17	что он	3	8
18	может быть	7	8
19	так и	7	8
20	жизни в	4	7
21	и все	6	7
22	к тому	3	7
23	в мире	4	7
24	в частности	5	7
25	с ним	4	7
26	как это	2	7
27	это не	2	6
28	можно сказать	2	6
29	в котором	4	6
30	то что	7	6
31	жизни и	8	6
32	человеческой жизни	4	6
33	то же	8	6
34	не было	3	6
35	а в	3	6
36	и с	6	6
37	тем что	3	6
38	в то	5	6
39	и другие	3	5
40	у него	9	5
41	в своем	5	5
42	как бы	10	5
43	как в	4	5
44	в этой	2	5
45	что в	5	5
46	она не	2	5
47	наряду с	2	5
48	никогда не	6	5
49	его жизни	4	5
50	не могла	2	5
51	и его	12	5
52	жизни как	2	5
53	рядом с	2	5
54	для него	3	5
55	своей жизни	2	4
56	то в	2	4
57	но не	5	4
58	что они	4	4
59	в качестве	3	4
60	же время	4	4
61	для того	8	4
62	и о	2	4
63	он не	5	4
64	что и	3	4
65	и т	14	4
66	пародия на	2	4
67	не может	2	4
68	человека в	6	4
69	того чтобы	8	4
70	только в	11	4
71	человек в	2	3
72	в них	7	3
73	характерно что	2	3
74	с другой	2	3
75	в одном	7	3
76	человека и	4	3
77	к себе	4	3
78	что все	2	3
79	прежде всего	14	3
80	что было	3	3
81	в нем	5	3
82	что на	3	3
83	все что	2	3
84	есть и	4	3
85	еще не	6	3
86	было бы	2	3
87	в это	3	3
88	мы уже	9	3
89	в этих	3	3
90	все они	3	3
91	все это	6	3
92	с одной	2	3
93	у всех	2	3
94	и он	4	3
95	так же	2	3
96	о смерти	2	3
97	для других	3	3
98	и на	7	3
99	же самое	3	3
100	как он	2	3
101	и это	2	3
102	все его	4	3
103	в основе	6	2
104	место в	4	2
105	автора и	2	2
106	только для	2	2
107	прежде чем	3	2
108	себя и	3	2
109	отнюдь не	4	2
110	именно в	2	2
111	и от	2	2
112	из этих	4	2
113	в духе	2	2
114	вовсе не	13	2
115	как уже	3	2
116	или иной	2	2
117	ему в	3	2
118	о его	2	2
119	как мы	6	2
120	они были	2	2
121	как у	3	2
122	на этом	2	2
123	и к	2	2
124	в ряду	4	2
125	а также	3	2
126	до сих	2	2
127	если в	2	2
128	не является	3	2
129	один из	2	2
130	все же	6	2
131	отношение к	3	2
132	из них	8	2
133	вместе с	9	2
134	сих пор	2	2
135	жизни с	2	2
136	как на	2	2
137	здесь не	2	2
138	т п	11	2
139	и было	4	2
140	т д	3	2
141	и становится	2	2
142	те же	6	2
143	в двух	2	2
144	лишь в	2	2
145	и у	5	2
146	между ними	2	2
147	и для	9	2
148	с точки	8	2
149	роль в	3	2
150	с такою	2	2
151	в данном	2	2
152	потому что	8	2
153	точки зрения	10	2
154	самим собою	2	2
155	говорить о	2	2
156	в другом	3	2
157	и только	2	2
158	его в	6	2
159	та же	3	2
160	но в	10	2
161	том как	3	2
