N	2gram	Vinokur_St_2	Myshleni
1	то что	11	26
2	что он	13	25
3	в этом	21	25
4	потому что	9	21
5	таким образом	10	19
6	в том	27	18
7	не может	2	18
8	точки зрения	5	18
9	того чтобы	6	17
10	что в	19	16
11	и в	29	16
12	того что	5	16
13	так как	2	16
14	не только	19	16
15	так же	3	15
16	том что	27	15
17	для того	7	14
18	сказать что	2	13
19	в процессе	2	13
20	вопрос о	6	12
21	и не	9	12
22	и что	6	12
23	в области	2	12
24	в его	13	11
25	но не	3	10
26	было бы	5	10
27	а не	5	10
28	только в	2	10
29	в отношении	2	9
30	может быть	2	9
31	с точки	2	9
32	о том	17	8
33	как это	2	8
34	в известном	3	8
35	если бы	2	8
36	как и	2	8
37	он не	9	8
38	то же	2	8
39	же как	3	7
40	в нем	4	7
41	но он	3	7
42	того же	2	7
43	так и	9	7
44	по себе	3	7
45	в какой	2	6
46	не в	4	6
47	в этой	2	6
48	но и	19	6
49	и на	6	6
50	как он	2	6
51	но в	8	6
52	к тому	10	6
53	в той	5	6
54	этот вопрос	2	6
55	в другом	4	6
56	на вопрос	3	5
57	самого начала	3	5
58	никогда не	3	5
59	тому что	7	5
60	в своем	9	5
61	что они	2	5
62	что с	2	5
63	для него	4	5
64	как бы	5	5
65	не является	3	5
66	хотя бы	3	5
67	еще более	4	5
68	этом отношении	9	5
69	в то	2	5
70	мере в	2	5
71	из нее	3	5
72	как в	3	5
73	только что	2	5
74	того как	7	5
75	с самого	3	5
76	тем что	3	5
77	в которой	11	5
78	ничего не	4	5
79	все эти	2	4
80	с другой	4	4
81	с этой	2	4
82	так что	3	4
83	при этом	2	4
84	в самом	7	4
85	на этот	2	4
86	именно в	4	4
87	оба эти	3	4
88	не имеет	2	4
89	и по	3	4
90	в результате	2	4
91	вообще не	3	4
92	в качестве	5	4
93	как известно	2	4
94	вместе с	7	4
95	другом месте	2	4
96	не то	3	4
97	не менее	3	3
98	в частности	4	3
99	раньше чем	4	3
100	прежде всего	5	3
101	и как	2	3
102	но это	3	3
103	самом деле	3	3
104	до конца	3	3
105	в их	3	3
106	еще и	3	3
107	они не	2	3
108	как на	9	3
109	и с	4	3
110	в этих	3	3
111	между тем	5	3
112	и более	2	3
113	с тем	7	3
114	только не	2	3
115	с этим	3	3
116	в одном	6	3
117	к этому	4	3
118	той мере	2	3
119	все же	6	3
120	по существу	2	3
121	по своему	2	3
122	одной из	3	3
123	никак не	2	3
124	еще в	2	3
125	что и	2	3
126	говорит о	2	3
127	сих пор	5	3
128	ее в	2	3
129	не на	2	3
130	и его	6	3
131	связи с	4	3
132	что эта	3	3
133	до сих	6	3
134	я не	7	2
135	на всем	2	2
136	до того	4	2
137	и другие	2	2
138	что у	4	2
139	но все	7	2
140	очевидно что	2	2
141	не дает	2	2
142	по поводу	8	2
143	на его	2	2
144	одним из	6	2
145	в ней	7	2
146	в виду	7	2
147	совершенно не	2	2
148	в котором	7	2
149	с фактической	2	2
150	в своей	7	2
151	из них	3	2
152	в отличие	2	2
153	отношений между	3	2
154	все это	11	2
155	другой стороны	3	2
156	то обстоятельство	4	2
157	и даже	3	2
158	обстоятельство что	4	2
159	и здесь	3	2
160	в истории	2	2
161	на нее	3	2
162	но они	2	2
163	о чем	5	2
164	в них	2	2
165	не до	2	2
166	что было	2	2
167	вовсе не	6	2
168	его в	2	2
169	и к	4	2
170	отличие от	2	2
171	у нас	3	2
172	что я	2	2
173	чем он	2	2
174	во внимание	2	2
175	и потому	2	2
176	только к	2	2
177	что оба	2	2
178	тому же	3	2
179	а с	3	2
180	но с	4	2
181	такое же	2	2
182	ни одного	3	2
183	чтобы сделать	2	2
184	во всяком	3	2
185	которые не	3	2
