N	2gram	Potebnia_M_1	Formalny
1	и в	39	38
2	в этом	15	27
3	может быть	27	23
4	и его	5	21
5	таким образом	13	20
6	и не	18	20
7	в самом	3	16
8	прежде всего	4	15
9	не в	15	15
10	и т	6	14
11	не может	22	14
12	в нем	20	13
13	но и	20	13
14	связи с	3	13
15	языка и	17	12
16	с тем	5	11
17	языка как	5	11
18	в том	26	11
19	вовсе не	5	11
20	в его	5	10
21	и с	3	9
22	как и	9	9
23	при этом	6	9
24	не только	21	9
25	т п	4	9
26	языка в	6	9
27	язык как	7	8
28	что и	6	8
29	все же	6	8
30	так и	13	8
31	тем что	9	8
32	точки зрения	8	8
33	что в	22	7
34	не могут	4	7
35	по себе	10	7
36	для него	4	7
37	во втором	5	7
38	слова и	4	7
39	в своей	3	7
40	язык и	5	7
41	в других	2	7
42	как мы	2	7
43	уже не	2	7
44	с точки	3	7
45	в первом	5	7
46	не было	4	6
47	то что	10	6
48	в истории	7	6
49	в ней	7	6
50	в этой	3	6
51	было бы	12	6
52	вместе с	8	6
53	в их	2	6
54	то же	6	6
55	а не	21	6
56	в языке	33	6
57	могут быть	9	6
58	он не	3	6
59	только в	25	6
60	а в	5	6
61	хотя бы	2	6
62	должна быть	3	5
63	если бы	14	5
64	же время	4	5
65	в слове	8	5
66	во всех	5	5
67	если мы	3	5
68	что же	2	5
69	с этим	7	5
70	и только	2	5
71	т д	4	5
72	и для	5	5
73	еще более	2	5
74	звука в	3	5
75	говорит он	4	5
76	в то	4	5
77	бы в	4	5
78	и должно	2	5
79	во всяком	3	5
80	языка а	3	5
81	независимо от	6	4
82	оно не	3	4
83	к тому	4	4
84	мы видели	4	4
85	в сущности	2	4
86	как бы	6	4
87	как в	10	4
88	другой стороны	5	4
89	восприятия и	3	4
90	что оно	2	4
91	в теории	2	4
92	что не	10	4
93	и даже	4	4
94	о языке	3	4
95	даже и	2	4
96	не следует	5	4
97	одним словом	2	4
98	там где	4	4
99	от нее	6	4
100	так как	21	4
101	но в	9	4
102	одного из	2	3
103	для них	2	3
104	была бы	2	3
105	и может	2	3
106	с другой	7	3
107	из этих	4	3
108	а как	2	3
109	и как	6	3
110	но все	2	3
111	значительной степени	2	3
112	его с	2	3
113	то это	5	3
114	не есть	10	3
115	в целом	2	3
116	жизни и	2	3
117	и их	3	3
118	значение и	2	3
119	только на	3	3
120	то и	7	3
121	того что	8	3
122	того чтобы	2	3
123	для того	3	3
124	языка к	2	3
125	тем же	2	3
126	мы не	10	3
127	или в	2	3
128	речи и	10	3
129	хотя и	3	3
130	слова в	2	3
131	и все	3	3
132	том смысле	4	3
133	что это	3	3
134	их к	2	3
135	так сказать	2	3
136	времени и	2	2
137	самого начала	3	2
138	и более	2	2
139	все более	3	2
140	никогда не	4	2
141	по этому	2	2
142	в этих	7	2
143	тому что	3	2
144	для этого	2	2
145	столь же	3	2
146	или даже	3	2
147	это не	7	2
148	язык в	8	2
149	в понятии	2	2
150	с нею	4	2
151	и звук	2	2
152	известных условиях	2	2
153	что именно	2	2
154	только тем	2	2
155	а только	4	2
156	с самого	3	2
157	том что	16	2
158	но это	5	2
159	то в	5	2
160	от него	4	2
161	но не	8	2
162	очевидно что	3	2
163	или же	3	2
164	но как	3	2
165	и другое	3	2
166	она не	3	2
167	при известных	3	2
168	мы в	2	2
169	что на	6	2
170	языка то	4	2
171	как увидим	2	2
172	ни одна	2	2
173	и о	2	2
174	в единстве	2	2
175	на язык	7	2
176	к другим	2	2
177	но совершенно	2	2
178	для нее	2	2
179	не так	3	2
180	и тем	3	2
181	есть только	11	2
182	этом смысле	4	2
183	не будет	2	2
184	не по	4	2
185	со стороны	8	2
186	разница между	3	2
187	как она	3	2
188	то ни	3	2
189	как предмет	2	2
190	точке зрения	2	2
191	и других	4	2
192	применении к	2	2
193	тем самым	4	2
194	не имеет	5	2
195	и по	6	2
196	должно быть	7	2
197	язык может	2	2
198	все остальные	4	2
199	что для	3	2
200	в таком	5	2
201	языка но	3	2
202	этот вопрос	2	2
203	и то	3	2
204	языка не	5	2
205	сказать что	3	2
206	между тем	5	2
207	и от	3	2
208	в применении	2	2
209	как например	2	2
210	эти явления	3	2
211	ее с	2	2
212	нужно было	3	2
213	вопроса о	2	2
214	если же	5	2
215	при помощи	2	2
216	и это	3	2
217	из этого	2	2
218	само собою	2	2
219	потому что	52	2
220	в которой	2	2
221	с ним	3	2
222	не могли	2	2
223	в виду	2	2
224	из него	2	2
