N	2gram	Vinokur_Ku_1	Vvedenie
1	и т	33	42
2	т д	14	36
3	т е	38	35
4	и в	24	32
5	в том	30	31
6	в этом	14	30
7	может быть	13	26
8	том что	21	26
9	не только	10	22
10	для того	16	21
11	того чтобы	17	20
12	таким образом	12	19
13	также и	2	18
14	то что	9	16
15	потому что	23	15
16	так как	9	15
17	но также	2	14
18	не может	7	14
19	в самом	10	13
20	в нем	4	13
21	о том	9	13
22	со стороны	4	13
23	того что	9	12
24	в общем	3	12
25	в их	3	12
26	и не	12	12
27	как на	3	12
28	в его	12	12
29	только в	11	12
30	что такое	6	11
31	ясно что	3	11
32	и именно	2	11
33	в данном	4	11
34	языка и	8	10
35	что в	17	10
36	но в	2	9
37	и как	2	9
38	в истории	3	9
39	между тем	5	9
40	этом смысле	3	9
41	этого рода	6	9
42	по себе	2	9
43	как об	2	9
44	то же	8	9
45	в той	5	9
46	не менее	7	8
47	с другой	7	8
48	это не	7	8
49	а только	8	8
50	тем не	4	8
51	не в	11	8
52	именно в	6	8
53	науки о	3	8
54	прежде всего	9	7
55	вопрос о	2	7
56	смысле этого	3	7
57	точки зрения	14	7
58	о котором	2	7
59	уже и	3	7
60	но не	5	7
61	было бы	15	7
62	все же	12	7
63	самом деле	9	7
64	можно было	6	7
65	не могут	2	6
66	из этих	4	6
67	до сих	4	6
68	же время	2	6
69	том чтобы	8	6
70	один из	4	6
71	но и	6	6
72	все это	6	6
73	и даже	3	6
74	в то	2	6
75	с тем	5	6
76	вовсе не	10	6
77	не трудно	7	6
78	как и	2	6
79	в качестве	7	6
80	истории языка	5	6
81	сих пор	4	6
82	что история	2	6
83	а именно	2	6
84	хотя бы	10	6
85	и его	5	6
86	тем что	8	6
87	уже в	3	5
88	в какой	6	5
89	иное как	2	5
90	видеть что	2	5
91	так что	4	5
92	так например	2	5
93	на этот	2	5
94	но если	2	5
95	как бы	7	5
96	и тем	2	5
97	в целом	4	5
98	другой стороны	6	5
99	одним из	2	5
100	с их	3	5
101	в которых	6	5
102	мере в	6	5
103	в них	7	5
104	как например	2	5
105	быть в	2	5
106	той мере	5	5
107	в г	3	5
108	не есть	4	5
109	вместе с	7	5
110	т п	18	5
111	а не	8	5
112	что не	5	5
113	трудно видеть	3	5
114	с этой	2	4
115	в каждом	2	4
116	при том	2	4
117	язык как	9	4
118	этом случае	2	4
119	как о	2	4
120	о чем	2	4
121	всяком случае	5	4
122	в котором	3	4
123	по мере	3	4
124	так или	2	4
125	по отношению	8	4
126	в особенности	3	4
127	этом отношении	5	4
128	еще и	5	4
129	не просто	5	4
130	и что	5	4
131	не имеет	2	4
132	а в	5	4
133	научное языковедение	2	4
134	одно из	2	4
135	даже и	3	4
136	но ведь	2	4
137	в первом	3	4
138	как это	3	4
139	мы имеем	6	4
140	е в	2	4
141	от этого	2	4
142	в разных	2	4
143	по крайней	5	4
144	что он	6	4
145	еще не	5	4
146	крайней мере	5	4
147	отношению к	9	4
148	в своей	2	4
149	внимание на	4	4
150	как раз	8	4
151	это только	3	4
152	уже не	8	4
153	и для	2	4
154	речь в	4	4
155	той же	3	4
156	или иначе	2	4
157	от истории	2	4
158	и то	3	4
159	во всяком	5	4
160	в себе	3	4
161	что это	5	3
162	и есть	2	3
163	в частности	4	3
164	в этих	4	3
165	а потому	5	3
166	в собственном	2	3
167	бы и	2	3
168	можно сказать	3	3
169	к тому	5	3
170	но все	2	3
171	в этой	3	3
172	что с	2	3
173	до конца	2	3
174	при этом	6	3
175	разумеется и	2	3
176	от себя	2	3
177	хотя и	3	3
178	в ней	6	3
179	в виду	5	3
180	то это	3	3
181	из них	4	3
182	на том	3	3
183	дело не	2	3
184	что она	3	3
185	культурной истории	2	3
186	в своем	3	3
187	все эти	6	3
188	заключается в	2	3
189	свое время	2	3
190	так же	4	3
191	русский язык	4	3
192	и на	4	3
193	в результате	5	3
194	языка в	12	3
195	тогда когда	6	3
196	культурного развития	3	3
197	нисколько не	3	3
198	если бы	9	3
199	так называемой	2	3
200	как история	2	3
201	связи с	7	3
202	в одном	3	3
203	в сущности	3	3
204	в свое	2	3
205	с историей	2	3
206	однако не	6	3
207	гораздо более	3	3
208	должен быть	4	3
209	что и	4	3
210	наука о	2	3
211	что же	6	3
212	но с	2	3
213	может служить	2	3
214	в каком	2	3
215	в области	7	3
216	до того	2	2
217	казалось бы	3	2
218	должна быть	3	2
219	никогда не	2	2
220	тому что	3	2
221	для этого	3	2
222	или иной	3	2
223	это есть	2	2
224	соответствии с	3	2
225	что если	2	2
226	обе эти	3	2
227	данном отношении	2	2
228	несмотря на	3	2
229	обратить внимание	2	2
230	в ряде	2	2
231	не говоря	2	2
232	смысле и	2	2
233	в связи	3	2
234	что можно	2	2
235	мы говорим	2	2
236	не было	3	2
237	же касается	4	2
238	с помощью	7	2
239	стоит в	4	2
240	этого термина	2	2
241	во втором	2	2
242	этих случаях	2	2
243	не мог	2	2
244	должно быть	3	2
245	а во-вторых	2	2
246	рядом с	5	2
247	не столько	2	2
248	в более	2	2
249	и с	5	2
250	с этим	4	2
251	нуждается в	3	2
252	нам не	3	2
253	и здесь	3	2
254	когда мы	2	2
255	бы в	7	2
256	и должно	2	2
257	так и	7	2
258	этого не	2	2
259	для них	2	2
260	в известных	3	2
261	следует что	4	2
262	состоит в	3	2
263	значение и	2	2
264	большей части	2	2
265	так называемая	2	2
266	не с	3	2
267	история литературы	2	2
268	у нас	10	2
269	по существу	4	2
270	в соответствии	3	2
271	его к	3	2
272	с прочими	2	2
273	и при	2	2
274	тем более	2	2
275	учение о	4	2
276	того же	4	2
277	себе и	2	2
278	история языка	7	2
279	том же	2	2
280	этого слова	3	2
281	был в	2	2
282	но уже	5	2
283	так называемые	3	2
284	и тогда	4	2
285	в языке	8	2
286	тогда как	2	2
287	того как	4	2
288	язык в	5	2
289	между ними	2	2
290	к языку	5	2
291	с точки	9	2
292	другое дело	2	2
293	языка на	2	2
294	есть лишь	3	2
295	языка не	3	2
296	которое в	2	2
297	в силу	10	2
298	знание языка	3	2
299	иной раз	2	2
300	здесь не	3	2
301	идет речь	2	2
302	а если	3	2
303	ничего не	2	2
