N	2gram	Voloshinov_2	Formalny
1	и в	19	24
2	в его	5	23
3	прежде всего	7	22
4	и не	19	20
5	так и	10	18
6	и пр	25	17
7	не может	18	16
8	точки зрения	17	16
9	в этом	15	15
10	в нем	11	14
11	может быть	28	14
12	на почве	9	13
13	с точки	13	13
14	таким образом	14	13
15	именно как	2	12
16	в своем	2	11
17	как и	9	11
18	должно быть	3	11
19	в своей	3	11
20	в их	5	11
21	вовсе не	11	10
22	и ее	4	10
23	и их	4	10
24	то же	16	10
25	в ней	3	10
26	а не	9	10
27	и его	16	10
28	и потому	2	9
29	в процессе	18	9
30	в то	8	9
31	идеологического творчества	2	9
32	в ее	3	8
33	же время	8	8
34	именно в	2	8
35	в свою	6	8
36	то что	4	8
37	лишь в	14	8
38	и на	5	8
39	не в	10	8
40	и с	2	8
41	место в	2	7
42	должна быть	4	7
43	и от	3	7
44	до конца	2	7
45	в единстве	4	7
46	не только	13	7
47	жизни и	2	7
48	но и	10	7
49	на самом	7	7
50	отнюдь не	8	6
51	и все	6	6
52	и здесь	5	6
53	было бы	4	6
54	в том	7	6
55	в идеологическом	2	6
56	социологического метода	2	6
57	в этой	3	6
58	более или	2	6
59	самом деле	9	6
60	свою очередь	5	6
61	до сих	3	6
62	в пределах	10	6
63	еще не	3	6
64	как бы	19	6
65	сих пор	3	6
66	или менее	2	6
67	а в	3	6
68	отношения к	2	6
69	все эти	3	6
70	социального общения	3	6
71	на основе	3	6
72	в живом	3	6
73	хотя бы	6	5
74	формы и	2	5
75	должен быть	2	5
76	по себе	3	5
77	у нас	3	5
78	лишь как	2	5
79	при этом	9	5
80	только на	4	5
81	со всею	3	5
82	во всех	6	5
83	в самом	6	5
84	и до	3	5
85	как мы	15	5
86	того что	4	5
87	должны быть	2	5
88	с другой	3	5
89	но в	7	5
90	мы увидим	2	4
91	с его	8	4
92	независимо от	2	4
93	никогда не	7	4
94	ближайшим образом	2	4
95	не как	3	4
96	социальной группы	6	4
97	является лишь	4	4
98	стороны и	2	4
99	с другими	3	4
100	учение о	3	4
101	одной стороны	3	4
102	если бы	11	4
103	конечно не	4	4
104	всяком случае	2	4
105	отношению к	8	4
106	быть и	6	4
107	так же	5	4
108	по отношению	8	4
109	в формах	4	4
110	в связи	7	4
111	что в	2	4
112	с одной	3	4
113	друг друга	2	4
114	как на	2	4
115	во всяком	3	4
116	в истории	3	4
117	как о	2	4
118	но не	2	3
119	в отношении	4	3
120	связи с	13	3
121	то ни	5	3
122	направление в	2	3
123	в жизни	2	3
124	бы то	4	3
125	на все	2	3
126	или иного	2	3
127	что он	4	3
128	с помощью	6	3
129	смысле этого	4	3
130	к тому	6	3
131	для него	9	3
132	и всякое	2	3
133	и как	6	3
134	зависимости от	2	3
135	и непосредственно	2	3
136	громадное значение	3	3
137	в большинстве	5	3
138	но для	2	3
139	он не	3	3
140	в основном	4	3
141	все же	5	3
142	значение в	4	3
143	бытия в	2	3
144	значение и	2	3
145	влияние на	4	3
146	в особенности	2	3
147	или же	2	3
148	не было	3	3
149	сводится к	2	3
150	мы не	2	3
151	и даже	2	3
152	между ними	2	3
153	его в	7	3
154	более того	6	3
155	нашей работы	3	3
156	в основе	9	3
157	они не	2	3
158	в себе	4	3
159	в конкретном	3	3
160	этого слова	5	3
161	так сказать	14	3
162	бы в	4	3
163	того или	2	2
164	основные линии	2	2
165	являются лишь	2	2
166	а как	4	2
167	соединении с	2	2
168	вступает в	2	2
169	в душе	4	2
170	и более	7	2
171	не прав	3	2
172	в нашем	2	2
173	в зависимости	2	2
174	его и	3	2
175	это не	4	2
176	она является	3	2
177	и особенно	2	2
178	с этим	3	2
179	в системе	2	2
180	вопрос о	2	2
181	мы ни	5	2
182	социальной среды	3	2
183	здесь в	2	2
184	все время	2	2
185	ни было	6	2
186	ни в	6	2
187	нас не	2	2
188	мы видели	4	2
189	какие оно	2	2
190	более и	2	2
191	в различных	3	2
192	одна из	7	2
193	и лишь	3	2
194	подход к	2	2
195	если мы	6	2
196	только здесь	2	2
197	из важнейших	2	2
198	только в	8	2
199	одной из	3	2
200	общения и	2	2
201	подхода к	3	2
202	все более	2	2
203	глубоко различны	2	2
204	данную эпоху	2	2
205	вполне понятно	4	2
206	нам важно	2	2
207	на языке	2	2
208	как раз	4	2
209	и является	2	2
210	за пределы	3	2
211	настоящего времени	2	2
212	не с	2	2
213	что и	3	2
214	не есть	3	2
215	вместе с	2	2
216	значения и	3	2
217	как если	4	2
218	всем этим	2	2
219	не на	2	2
220	пр и	4	2
221	конститутивным моментом	2	2
222	приводит к	2	2
223	ко всем	2	2
224	менее всего	3	2
225	науки о	2	2
226	не так	2	2
227	следовательно и	2	2
228	для других	3	2
229	процесс становления	3	2
230	между тем	6	2
231	от этого	2	2
232	чем же	3	2
233	является конечно	2	2
234	даже и	2	2
235	до настоящего	2	2
236	является для	2	2
237	отношении к	5	2
238	ничего не	4	2
239	но ведь	3	2
240	если же	2	2
241	и это	3	2
242	не внутри	2	2
243	большинстве случаев	5	2
244	мы полагаем	2	2
245	совершенно справедливо	2	2
246	фигурирует в	2	2
247	ее от	2	2
