N	2gram	Bakhtin_fo_1	Narrotol
1	не только	9	26
2	а не	3	17
3	но и	8	15
4	в том	9	14
5	при этом	3	14
6	в качестве	3	14
7	и не	14	14
8	том что	4	13
9	и в	50	13
10	в этом	25	13
11	в частности	6	11
12	только в	4	11
13	может быть	11	10
14	в данном	2	10
15	к тому	3	9
16	так и	12	9
17	а в	3	9
18	то есть	33	9
19	то что	6	8
20	в себе	3	8
21	не может	6	8
22	не в	5	8
23	к себе	4	7
24	никогда не	2	6
25	в своем	4	6
26	в жизни	6	6
27	прежде всего	15	6
28	и к	2	6
29	того что	2	6
30	в его	13	6
31	и т.п	4	6
32	жизни в	8	6
33	все же	6	6
34	у него	6	6
35	как бы	2	6
36	а также	2	6
37	ничего не	9	6
38	но в	10	6
39	место в	2	5
40	точки зрения	5	5
41	себе самому	4	5
42	одной стороны	2	5
43	хотя и	3	5
44	он не	5	5
45	в котором	4	5
46	в нем	24	5
47	отношению к	5	5
48	как в	6	5
49	в форме	3	5
50	по отношению	3	5
51	в отличие	2	5
52	таким образом	11	5
53	с одной	3	5
54	в той	4	5
55	с другой	2	5
56	отличие от	2	5
57	в то	9	5
58	далеко не	2	5
59	если бы	5	4
60	отнюдь не	5	4
61	в конце	9	4
62	в литературе	16	4
63	об этом	2	4
64	же в	3	4
65	тому же	2	4
66	как и	8	4
67	времени и	10	4
68	что в	5	4
69	для него	2	4
70	не является	2	4
71	и уже	3	4
72	не к	2	4
73	жизни и	8	4
74	в своей	2	4
75	в ее	6	4
76	то же	11	4
77	уже не	2	4
78	и у	5	4
79	все его	3	4
80	и все	6	4
81	с ним	2	4
82	мира в	3	4
83	а как	3	3
84	с его	9	3
85	человек в	3	3
86	точку зрения	2	3
87	это не	6	3
88	или иной	2	3
89	да и	3	3
90	и того	6	3
91	в соответствии	2	3
92	соответствии с	2	3
93	одна из	2	3
94	но не	5	3
95	же время	9	3
96	к ней	2	3
97	как раз	13	3
98	той или	2	3
99	только к	3	3
100	для себя	7	3
101	один из	3	3
102	в целом	2	3
103	между собой	4	3
104	как по	2	3
105	все эти	9	3
106	того чтобы	5	3
107	и даже	2	3
108	и по	2	3
109	и для	4	3
110	и его	16	3
111	в таком	3	3
112	для других	4	3
113	самим собой	2	3
114	характер и	7	3
115	этом отношении	3	3
116	сказать что	3	3
117	существенную роль	2	3
118	так сказать	7	3
119	встречи с	2	2
120	не обязательно	2	2
121	же как	2	2
122	можно назвать	2	2
123	одно из	3	2
124	в нашем	2	2
125	хотя бы	2	2
126	к другому	2	2
127	принадлежит не	2	2
128	и пространства	4	2
129	на фоне	3	2
130	вовсе не	13	2
131	вследствие этого	3	2
132	в свою	2	2
133	к своему	2	2
134	для нас	2	2
135	в строгом	2	2
136	и т	8	2
137	в начале	3	2
138	еще не	5	2
139	было бы	2	2
140	со всеми	3	2
141	себе и	3	2
142	со своей	3	2
143	в самом	8	2
144	внутренняя жизнь	2	2
145	в центре	2	2
146	имеет место	3	2
147	и иные	2	2
148	но для	2	2
149	все то	2	2
150	не являются	2	2
151	оно не	2	2
152	не могло	5	2
153	что и	3	2
154	его жизни	8	2
155	раз в	4	2
156	собственной жизни	2	2
157	в процессе	4	2
158	только на	3	2
159	в других	9	2
160	жизни на	2	2
161	именно в	3	2
162	в течение	2	2
163	те же	2	2
164	они не	3	2
165	с точки	2	2
166	не имеет	4	2
167	так же	6	2
168	своей собственной	3	2
169	той же	2	2
170	роль в	9	2
171	мы не	3	2
172	в чем	2	2
173	в результате	6	2
174	вступает в	2	2
175	в ней	4	2
176	но он	2	2
177	т п	8	2
178	как он	2	2
179	героя и	7	2
180	здесь не	4	2
181	потому что	4	2
182	началом и	2	2
