N	2gram	Ircho_Kome_2	FransuaR
1	и в	26	41
2	во всех	3	17
3	таким образом	6	17
4	в нем	6	16
5	и с	5	16
6	и его	12	13
7	но и	10	13
8	как мы	4	12
9	в этом	10	12
10	все это	3	11
11	прежде всего	4	10
12	в самом	4	10
13	не только	7	10
14	так как	4	10
15	то что	6	10
16	здесь в	3	9
17	во время	6	9
18	и на	7	9
19	и все	2	9
20	о том	6	9
21	в этой	3	8
22	но в	3	8
23	у него	4	7
24	в них	4	7
25	вовсе не	2	7
26	том что	9	7
27	как бы	2	7
28	как и	4	7
29	что в	9	7
30	в его	4	7
31	в образе	3	6
32	что он	5	6
33	например в	3	6
34	один из	5	6
35	вместе с	9	6
36	или в	3	6
37	в то	6	6
38	то же	3	5
39	с его	5	5
40	в одном	2	5
41	в ее	2	5
42	же время	3	5
43	из них	7	5
44	так и	12	5
45	до нас	4	5
46	в своем	6	5
47	рядом с	2	5
48	в той	2	5
49	и что	2	5
50	той же	3	5
51	еще в	4	5
52	тем что	3	5
53	что это	4	5
54	уже в	4	4
55	все время	2	4
56	с другой	2	4
57	нового времени	2	4
58	и от	4	4
59	роль в	2	4
60	он был	2	4
61	а затем	5	4
62	не в	2	4
63	тот же	2	4
64	одной стороны	2	4
65	в ней	3	4
66	в котором	3	4
67	даже в	2	4
68	все же	4	4
69	не может	3	4
70	с одной	2	4
71	как в	3	4
72	того чтобы	6	4
73	одним из	2	4
74	а в	3	4
75	того же	3	4
76	из этого	2	4
77	связанных с	2	3
78	с этой	3	3
79	в одной	2	3
80	с этим	5	3
81	в духе	2	3
82	одной из	4	3
83	до сих	2	3
84	было бы	8	3
85	и сам	3	3
86	в начале	4	3
87	и их	3	3
88	и особенно	3	3
89	жизни и	3	3
90	сих пор	2	3
91	и для	4	3
92	и не	14	3
93	к нему	3	3
94	только в	4	3
95	в первом	2	3
96	потому что	6	3
97	также что	2	3
98	что их	2	2
99	на сцену	3	2
100	в частности	4	2
101	в этих	4	2
102	и во	2	2
103	в конце	2	2
104	того времени	3	2
105	представление о	2	2
106	что именно	2	2
107	для нас	3	2
108	из самых	2	2
109	в том	11	2
110	так что	5	2
111	связи с	3	2
112	в античной	2	2
113	на этом	2	2
114	но не	3	2
115	а на	2	2
116	как известно	2	2
117	своего времени	2	2
118	никто не	3	2
119	может быть	11	2
120	в своей	3	2
121	хотя и	4	2
122	он не	2	2
123	но если	3	2
124	в развитии	2	2
125	себя в	3	2
126	и другие	2	2
127	еще более	2	2
128	да еще	2	2
129	как это	4	2
130	мы находим	2	2
131	в истории	5	2
132	возможно что	3	2
133	и у	2	2
134	мы не	2	2
135	от всех	2	2
136	из четырех	2	2
137	между тем	4	2
138	точки зрения	4	2
139	из этих	4	2
140	говорить о	2	2
141	в наиболее	4	2
142	второй половины	2	2
143	в iv	7	2
144	и вовсе	2	2
145	как он	3	2
146	тех же	3	2
147	бы в	2	2
148	это было	4	2
149	мира в	4	2
