N	2gram	Vygotskiy__4	Dialekti
1	не есть	2	40
2	и не	8	30
3	и в	20	18
4	может быть	12	17
5	точки зрения	24	17
6	в нем	2	16
7	ни в	3	15
8	так что	3	15
9	не имеет	2	15
10	значит что	2	14
11	а не	7	14
12	потому что	12	14
13	что в	19	13
14	то что	15	13
15	не только	15	13
16	если бы	5	12
17	было бы	8	12
18	и что	8	12
19	с точки	11	12
20	в этом	24	12
21	не может	6	12
22	что это	2	11
23	что он	6	11
24	как бы	7	11
25	это значит	2	11
26	в себе	10	11
27	так как	10	11
28	прежде всего	2	10
29	то же	16	10
30	что такое	5	10
31	сказать что	6	10
32	никогда не	5	9
33	отнюдь не	3	9
34	это не	5	9
35	в том	42	9
36	так и	5	9
37	том что	35	9
38	и то	10	9
39	ясно что	2	8
40	совершенно не	3	8
41	к нему	2	8
42	в каком	2	8
43	не просто	2	7
44	и как	9	7
45	но и	9	7
46	также и	2	7
47	с другой	12	6
48	никак не	2	6
49	не в	4	6
50	в чем	3	6
51	но в	3	6
52	в этих	3	5
53	в своем	4	5
54	на то	5	5
55	а потом	2	5
56	все же	5	5
57	в отношении	10	5
58	что оно	4	5
59	и он	2	5
60	а в	2	5
61	можно было	6	5
62	и с	4	5
63	мы должны	11	5
64	в виду	3	5
65	нисколько не	2	4
66	и более	7	4
67	к тому	6	4
68	что эта	3	4
69	во всяком	4	4
70	это мы	2	4
71	мы видим	10	4
72	но не	3	4
73	одно и	6	4
74	так же	11	4
75	другой стороны	9	4
76	как мы	13	4
77	почти всегда	3	4
78	мы можем	5	4
79	ничего общего	3	4
80	о том	5	4
81	как он	4	4
82	как это	9	4
83	содержит в	2	3
84	тому что	4	3
85	этом смысле	8	3
86	должна быть	2	3
87	стороны и	2	3
88	не является	5	3
89	что и	9	3
90	а только	3	3
91	что они	14	3
92	уже и	2	3
93	но что	3	3
94	говорит что	3	3
95	случае не	2	3
96	в его	11	3
97	даже в	2	3
98	один из	3	3
99	то как	2	3
100	указывает на	2	3
101	мысли и	2	3
102	в их	12	3
103	только на	2	3
104	в самом	6	3
105	самом деле	7	3
106	только что	4	3
107	должно быть	3	3
108	в данном	2	3
109	в основе	17	3
110	в ней	2	3
111	могут быть	7	3
112	только в	10	3
113	бы в	3	3
114	в сознании	4	3
115	как только	2	2
116	на этом	3	2
117	не менее	3	2
118	но они	2	2
119	того что	10	2
120	же как	6	2
121	по мере	4	2
122	на нем	2	2
123	именно в	3	2
124	в виде	3	2
125	в частности	5	2
126	не знает	2	2
127	в качестве	21	2
128	сравнению с	3	2
129	как в	5	2
130	но так	2	2
131	с этой	4	2
132	и от	3	2
133	из этих	2	2
134	точно так	3	2
135	в каждом	2	2
136	к этому	4	2
137	этой точки	4	2
138	со всей	2	2
139	что уже	2	2
140	как и	9	2
141	мы и	2	2
142	и при	4	2
143	с той	2	2
144	такой же	2	2
145	является не	4	2
146	что если	2	2
147	что здесь	2	2
148	тому же	6	2
149	для него	2	2
150	еще не	2	2
151	одной стороны	9	2
152	для того	5	2
153	в первую	4	2
154	вслед за	2	2
155	себе и	3	2
156	он находит	2	2
157	по сравнению	4	2
158	и является	3	2
159	в него	2	2
160	всяком случае	3	2
161	другими словами	2	2
162	из них	4	2
163	в своей	7	2
164	в современной	2	2
165	дальше и	2	2
166	со стороны	3	2
167	и тогда	2	2
168	с этим	5	2
169	а с	2	2
170	этом отношении	7	2
171	с одной	9	2
172	все эти	5	2
173	мы имеем	2	2
174	если мы	10	2
175	и у	2	2
176	и для	4	2
177	отличается от	2	2
178	предметы в	3	2
179	но как	2	2
180	во всем	3	2
181	говоря о	2	2
182	и это	2	2
183	на деле	3	2
