N	2gram	Trubetskoy_1	RusskieA
1	и в	23	36
2	не только	7	22
3	что в	8	19
4	том что	19	19
5	в том	30	17
6	но и	9	16
7	так как	7	15
8	в этом	12	12
9	это не	3	10
10	как мы	2	10
11	как и	9	10
12	вместе с	6	10
13	и на	6	10
14	потому что	9	10
15	а в	3	9
16	с тем	2	8
17	у нас	3	8
18	из них	5	8
19	может быть	16	8
20	и по	3	8
21	о том	7	8
22	что они	2	7
23	что и	7	7
24	так и	10	7
25	и других	2	7
26	между тем	12	7
27	и не	8	6
28	для нас	3	6
29	при этом	9	6
30	в них	2	6
31	таким образом	31	6
32	все это	11	6
33	в виде	4	6
34	то что	18	6
35	этом случае	4	5
36	все же	13	5
37	как будто	5	5
38	как бы	10	5
39	а и	8	5
40	в течение	4	5
41	и у	4	5
42	с ними	2	5
43	в которых	2	5
44	одно из	3	5
45	в эти	3	4
46	тому что	2	4
47	из этих	8	4
48	к этому	5	4
49	в тех	3	4
50	к тому	8	4
51	по существу	6	4
52	одна из	2	4
53	еще не	5	4
54	связи с	4	4
55	во всех	10	4
56	и их	5	4
57	в их	4	4
58	с в	3	4
59	не может	17	4
60	в связи	3	4
61	а с	4	4
62	и что	8	4
63	того что	6	4
64	только в	6	4
65	что по	3	4
66	не менее	7	3
67	что это	5	3
68	по этому	2	3
69	в этих	3	3
70	в своем	10	3
71	но все	5	3
72	таким же	3	3
73	представление о	3	3
74	в свою	2	3
75	и к	5	3
76	тем не	4	3
77	на этом	2	3
78	несмотря на	6	3
79	на каждом	2	3
80	к ним	2	3
81	в настоящее	2	3
82	и из	2	3
83	в разных	3	3
84	то же	4	3
85	по происхождению	2	3
86	к тем	2	3
87	и некоторые	2	3
88	с точки	8	3
89	к таким	2	3
90	так же	8	3
91	и те	2	3
92	их в	2	3
93	точки зрения	13	3
94	настоящее время	2	3
95	то есть	2	3
96	далеко не	5	3
97	этого слова	2	3
98	в области	4	3
99	которые не	3	3
100	борьбы с	2	2
101	не было	2	2
102	всех этих	4	2
103	и более	2	2
104	независимо от	2	2
105	в частности	2	2
106	но даже	3	2
107	в нашем	3	2
108	между собой	4	2
109	что у	2	2
110	та же	3	2
111	с этим	11	2
112	и потому	3	2
113	на все	5	2
114	в нем	3	2
115	у него	5	2
116	в в	4	2
117	в жизни	3	2
118	так что	5	2
119	в дальнейшем	2	2
120	в силу	7	2
121	такой же	2	2
122	свою очередь	2	2
123	но не	2	2
124	быть и	5	2
125	как известно	3	2
126	она не	2	2
127	чем у	8	2
128	отнюдь не	2	2
129	чем в	3	2
130	других народов	5	2
131	имеет место	2	2
132	том же	4	2
133	в ней	3	2
134	в его	5	2
135	друг к	2	2
136	и с	5	2
137	на этой	2	2
138	в целом	5	2
139	народов европы	2	2
140	как не	2	2
141	к другу	2	2
142	и до	3	2
143	для этого	7	2
144	тогда как	6	2
145	показывают что	2	2
146	между прочим	2	2
147	все эти	19	2
148	на самом	7	2
149	которого в	2	2
150	них в	2	2
151	народ и	4	2
152	и для	6	2
153	с ним	6	2
154	основаны на	3	2
155	в своих	2	2
156	этот вопрос	2	2
157	мы можем	6	2
158	хотя и	4	2
159	между двумя	5	2
160	себя и	2	2
161	но в	4	2
162	ничего общего	3	2
163	мы должны	4	2
164	в один	2	2
165	свой народ	2	2
166	и поэтому	2	2
167	сходство с	2	2
168	же не	3	2
