N	2gram	Tiupa_Narr_2	Problemy
1	и в	13	46
2	то есть	9	40
3	и не	14	27
4	может быть	10	23
5	как бы	6	19
6	не может	8	19
7	в нем	5	17
8	в этом	13	16
9	не только	26	14
10	и т.п	6	14
11	перед нами	4	12
12	но и	15	12
13	как и	4	12
14	точки зрения	5	11
15	а не	17	11
16	не в	8	10
17	прежде всего	6	9
18	в том	14	9
19	в самом	2	9
20	и все	4	9
21	вовсе не	2	9
22	и к	6	9
23	в его	6	9
24	с точки	2	9
25	еще не	2	7
26	как раз	3	7
27	в себе	8	7
28	никогда не	6	6
29	но это	2	6
30	хотя и	5	6
31	в него	2	6
32	к себе	7	6
33	о нем	3	6
34	но в	6	6
35	на фоне	2	6
36	на свой	2	6
37	что он	5	6
38	что я	3	6
39	то же	4	6
40	и он	2	6
41	и его	3	6
42	только в	11	6
43	это не	3	5
44	себе самом	2	5
45	же время	3	5
46	при этом	14	5
47	и сам	3	5
48	в котором	5	5
49	жизни и	4	5
50	по отношению	5	5
51	в то	5	5
52	в жизни	6	5
53	с его	3	5
54	у него	6	5
55	к другому	2	5
56	о том	5	5
57	отношению к	5	5
58	так сказать	3	5
59	что в	4	4
60	можно сказать	6	4
61	да и	3	4
62	таким образом	5	4
63	все эти	3	4
64	в направлении	2	4
65	потому что	2	4
66	вся жизнь	2	4
67	и здесь	2	4
68	мы не	2	4
69	превращается в	2	4
70	как в	5	4
71	том что	13	4
72	но не	3	4
73	он не	5	4
74	все же	6	4
75	то что	8	4
76	своего рода	9	4
77	в процессе	2	4
78	так и	9	4
79	себе самому	5	4
80	в себя	4	4
81	уже не	4	4
82	самом деле	3	4
83	героя и	2	4
84	здесь не	2	4
85	с другой	5	3
86	из этих	2	3
87	на то	2	3
88	к своему	2	3
89	в мире	4	3
90	в своем	6	3
91	другого человека	2	3
92	но для	2	3
93	у меня	2	3
94	себе и	2	3
95	и для	3	3
96	не к	4	3
97	так же	2	3
98	и даже	3	3
99	но он	2	3
100	в конце	4	3
101	как он	2	3
102	бы в	2	3
103	мы имеем	3	3
104	но при	4	3
105	если бы	4	3
106	по своей	3	3
107	а то	2	3
108	и что	2	3
109	было бы	2	3
110	в своей	4	3
111	никак не	3	3
112	что и	2	3
113	себя в	2	3
114	на него	5	3
115	только на	2	3
116	в центре	2	3
117	в отличие	5	3
118	в той	5	3
119	героя в	6	3
120	той же	2	3
121	в слове	3	3
122	в этой	4	3
123	и т.д	4	3
124	далеко не	5	3
125	отличие от	5	3
126	не менее	4	2
127	он сам	2	2
128	должна быть	2	2
129	достоевского и	2	2
130	или иной	3	2
131	к тому	9	2
132	для нас	2	2
133	в строгом	2	2
134	же как	2	2
135	времени и	4	2
136	для него	4	2
137	во сне	2	2
138	той или	3	2
139	и тем	5	2
140	на том	3	2
141	то и	3	2
142	в других	2	2
143	те же	2	2
144	они не	2	2
145	и по	3	2
146	а в	9	2
147	в результате	2	2
148	сказать что	3	2
149	самим собой	3	2
150	о котором	3	2
151	с ним	4	2
152	могло бы	2	2
153	между тем	3	2
154	а как	3	2
155	и другого	2	2
156	с нею	2	2
157	раз в	2	2
158	у нас	2	2
159	одна из	3	2
160	все что	4	2
161	своей природе	2	2
162	в произведениях	3	2
163	об этом	4	2
164	к ней	3	2
165	только к	3	2
166	не могло	2	2
167	хотя бы	2	2
168	главного героя	2	2
169	можно было	2	2
170	ничего не	6	2
171	в данном	10	2
172	в рассказе	4	2
173	в другом	4	2
