N	3gram	Vygotskiy__5	Problema
1	о том что	6	14
2	в этом случае	2	7
3	в конце концов	2	7
4	то что мы	2	7
5	и то что	3	7
6	и т д	3	6
7	в данном случае	2	5
8	то же самое	3	5
9	с одной стороны	12	5
10	с другой стороны	5	5
11	на то что	16	4
12	до тех пор	2	4
13	до сих пор	5	4
14	в том что	14	4
15	на первый план	2	3
16	что иное как	2	3
17	можно сказать что	2	3
18	не что иное	2	3
19	не может быть	2	3
20	мы все же	3	3
21	с самого начала	3	2
22	для того чтобы	19	2
23	по этому поводу	4	2
24	друг от друга	2	2
25	в самом деле	5	2
26	вопрос о том	2	2
27	друг к другу	4	2
28	не только в	2	2
29	можно было бы	3	2
30	сами по себе	2	2
31	само по себе	2	2
32	никак не может	3	2
33	может быть и	2	2
34	не только не	4	2
35	и той же	2	2
36	на самом деле	2	2
37	одной и той	2	2
38	заключается в том	6	2
