N	2gram	Voloshinov_1	Hudozhes
1	и в	16	28
2	том что	3	19
3	и не	4	18
4	в том	3	15
5	в этом	9	13
6	о том	2	12
7	как и	2	11
8	при этом	6	11
9	в его	4	11
10	не только	7	11
11	но и	4	9
12	в душе	2	8
13	в жизни	2	8
14	что он	2	8
15	может быть	17	8
16	так и	4	8
17	и все	4	7
18	в частности	2	7
19	с ним	2	7
20	как это	3	7
21	можно сказать	4	6
22	то что	3	6
23	жизни и	3	6
24	в своей	2	6
25	то же	2	6
26	сводится к	2	6
27	а в	3	6
28	и с	8	6
29	я и	6	6
30	с его	7	5
31	что это	2	5
32	не менее	2	5
33	у него	2	5
34	как бы	5	5
35	с ее	4	5
36	в этой	4	5
37	что в	3	5
38	в самом	2	5
39	никогда не	2	5
40	только на	3	5
41	и его	8	5
42	для него	6	5
43	своей жизни	2	4
44	и о	2	4
45	он не	2	4
46	в конечном	3	4
47	что и	2	4
48	не может	8	4
49	только в	4	4
50	конечном счете	2	3
51	в них	2	3
52	в одном	3	3
53	к себе	3	3
54	с нею	2	3
55	прежде всего	9	3
56	в нем	4	3
57	и ее	4	3
58	что на	2	3
59	для нас	2	3
60	самом деле	6	3
61	все что	4	3
62	есть и	2	3
63	еще не	5	3
64	было бы	2	3
65	во сне	2	3
66	мы уже	2	3
67	в этих	3	3
68	все это	4	3
69	едва ли	3	3
70	так же	2	3
71	с другими	3	3
72	с ними	4	3
73	и на	4	3
74	и это	6	3
75	в основе	3	2
76	только для	5	2
77	в голову	2	2
78	себя и	2	2
79	отнюдь не	4	2
80	из этих	2	2
81	как мы	4	2
82	мы знаем	3	2
83	же как	2	2
84	на этом	3	2
85	что не	2	2
86	и к	6	2
87	до сих	3	2
88	один из	2	2
89	оно не	2	2
90	не будет	2	2
91	отношение к	5	2
92	вместе с	3	2
93	сих пор	3	2
94	мысли и	4	2
95	те же	3	2
96	между ними	3	2
97	хотя бы	4	2
98	и для	2	2
99	с точки	6	2
100	сказать что	7	2
101	нуждается в	5	2
102	точки зрения	8	2
103	говорить о	2	2
104	и только	9	2
105	его в	4	2
106	но в	4	2
