N	2gram	Vygotskiy__7	Dialekti
1	не есть	4	54
2	и не	18	27
3	а не	6	26
4	точки зрения	28	25
5	и в	26	24
6	не только	24	23
7	по себе	3	20
8	не может	11	19
9	ничего не	2	17
10	и есть	2	16
11	и что	6	15
12	что все	2	14
13	то что	24	14
14	с точки	21	14
15	может быть	7	13
16	таким образом	23	13
17	что он	8	13
18	вовсе не	2	13
19	что это	6	12
20	того что	14	12
21	есть только	2	12
22	не менее	4	11
23	не имеет	2	11
24	что же	2	11
25	тем не	3	10
26	только не	11	10
27	в сущности	9	10
28	ни в	2	9
29	но и	11	9
30	что она	8	9
31	есть не	3	9
32	учение о	3	8
33	прежде всего	7	8
34	так что	4	8
35	это есть	4	8
36	отличается от	3	8
37	что мы	9	8
38	том что	17	8
39	в этом	29	8
40	если же	2	8
41	что в	12	7
42	никогда не	4	7
43	в самом	9	7
44	что оно	4	7
45	потому что	16	7
46	в виду	5	7
47	это и	4	7
48	как и	15	7
49	только на	3	7
50	как раз	3	7
51	я не	3	6
52	есть то	3	6
53	но если	2	6
54	все это	3	6
55	и только	4	6
56	и с	5	6
57	о том	4	6
58	так как	14	6
59	возможно только	2	6
60	если бы	5	6
61	об этом	3	6
62	что и	3	6
63	то же	8	6
64	самом деле	6	6
65	можно ли	2	5
66	с этой	5	5
67	в том	18	5
68	что его	2	5
69	но это	3	5
70	и его	12	5
71	как на	6	5
72	что для	2	5
73	одно из	5	5
74	в то	3	5
75	как это	5	5
76	вопрос о	6	5
77	тогда когда	5	5
78	и к	7	5
79	одно и	3	5
80	было бы	6	5
81	он не	3	5
82	так и	3	5
83	что не	2	5
84	мы не	7	5
85	только в	8	5
86	тому что	9	4
87	с другой	4	4
88	это не	3	4
89	не могут	4	4
90	то время	2	4
91	к тому	7	4
92	но только	3	4
93	и больше	2	4
94	так же	14	4
95	время как	2	4
96	сказать что	8	4
97	нет и	3	4
98	и ничего	2	4
99	у нас	2	4
100	только что	5	4
101	в чем	3	4
102	и то	7	4
103	мы и	2	4
104	для него	3	4
105	перед нами	2	3
106	все же	6	3
107	в одной	3	3
108	и от	4	3
109	мы знаем	2	3
110	не в	4	3
111	есть в	3	3
112	она не	5	3
113	одной стороны	5	3
114	случае не	2	3
115	в основе	3	3
116	из двух	3	3
117	в нем	2	3
118	то и	4	3
119	с одной	5	3
120	все эти	6	3
121	должно быть	2	3
122	друг друга	4	3
123	мере в	2	3
124	с этим	2	3
125	мы уже	3	3
126	во всем	3	3
127	тем что	9	3
128	в силу	5	3
129	только о	2	3
130	на то	4	3
131	все что	6	3
132	и о	3	3
133	как бы	6	3
134	тем самым	8	3
135	для того	18	3
136	из которых	2	3
137	должны быть	4	3
138	к нему	3	3
139	той же	8	3
140	в слове	11	3
141	и ее	2	3
142	же как	8	2
143	что если	2	2
144	в одинаковой	3	2
145	она должна	2	2
146	что у	4	2
147	из этих	3	2
148	точно так	2	2
149	следовательно не	2	2
150	этой точки	4	2
151	показывает что	2	2
152	из того	3	2
153	в смысле	6	2
154	оно есть	5	2
155	для нас	2	2
156	еще не	4	2
157	а из	2	2
158	не можем	4	2
159	несмотря на	2	2
160	нас к	6	2
161	но для	2	2
162	и следовательно	5	2
163	и является	3	2
164	себя и	2	2
165	совершенно не	2	2
166	и тем	6	2
167	только одно	2	2
168	то как	2	2
169	целый ряд	4	2
170	для этого	3	2
171	того и	2	2
172	мы говорим	2	2
173	именно в	6	2
174	только и	3	2
175	обе стороны	2	2
176	и по	3	2
177	а в	2	2
178	в своих	2	2
179	в мысли	3	2
180	также и	2	2
181	ее от	2	2
182	никак не	5	2
183	в ней	3	2
184	для себя	24	2
185	и здесь	2	2
186	в первом	3	2
187	и потому	3	2
188	бы в	5	2
189	к этой	2	2
190	но в	4	2
191	на котором	3	2
192	и во	4	2
193	в их	2	2
194	только потому	3	2
195	то в	2	2
196	но не	3	2
197	ведь это	2	2
198	со всеми	2	2
199	никто не	2	2
200	этого мы	3	2
201	только к	2	2
202	ее в	8	2
203	на основании	2	2
204	даже если	2	2
205	но то	2	2
206	как мы	14	2
207	это привело	2	2
208	и она	2	2
209	и он	2	2
210	и для	5	2
211	или в	2	2
212	что этот	5	2
213	нас в	2	2
214	в данном	5	2
215	во всяком	2	2
216	могут быть	2	2
217	в себе	9	2
218	из этого	2	2
219	учения о	4	2
220	в его	4	2
221	может и	2	2
