N	2gram	Voloshinov_1	Dialekti
1	и не	14	30
2	а не	6	18
3	может быть	13	17
4	ничего не	8	17
5	то что	8	16
6	и в	38	15
7	как бы	28	14
8	так как	7	14
9	точки зрения	10	14
10	что это	4	13
11	того что	4	13
12	это не	3	12
13	прежде всего	21	11
14	и вот	3	11
15	в том	2	11
16	не может	12	11
17	ясно что	2	11
18	и все	4	11
19	в этом	10	11
20	в основе	2	10
21	потому что	5	10
22	том что	3	10
23	было бы	7	9
24	в виду	3	9
25	все это	4	9
26	мы не	9	9
27	то же	14	9
28	уже не	4	9
29	и пр	4	9
30	с точки	5	9
31	не в	6	8
32	что иное	2	8
33	иное как	2	8
34	не что	4	8
35	в себе	9	8
36	не только	27	8
37	и это	7	8
38	что именно	3	7
39	что оно	3	7
40	не просто	2	7
41	что мы	11	7
42	что он	2	7
43	как и	10	7
44	и его	7	7
45	или в	2	7
46	и вообще	2	7
47	только в	6	7
48	перед нами	3	6
49	же время	7	6
50	хотя и	3	6
51	и тем	6	6
52	и даже	3	6
53	сказать что	3	6
54	вовсе не	2	6
55	ни на	3	6
56	если бы	4	6
57	в то	9	6
58	что и	3	6
59	нет ничего	2	6
60	как только	4	5
61	так и	6	5
62	можно сказать	4	5
63	как таковой	3	5
64	но что	3	5
65	того чтобы	7	5
66	в ней	8	5
67	в нем	4	5
68	другими словами	7	5
69	таким образом	7	5
70	и на	6	5
71	о том	4	5
72	мы имеем	2	5
73	с его	7	5
74	в жизни	2	5
75	есть не	2	5
76	только тогда	2	5
77	если мы	4	5
78	для того	9	5
79	что такое	4	5
80	и для	3	5
81	той же	5	5
82	в каком	2	5
83	и как	9	4
84	но это	2	4
85	в этой	6	4
86	один из	4	4
87	и уже	3	4
88	жизни и	3	4
89	но и	13	4
90	тех или	4	4
91	так же	4	4
92	также и	2	4
93	и с	5	4
94	той или	3	4
95	мы должны	10	4
96	в одном	3	4
97	с тем	8	4
98	отнюдь не	10	4
99	видим что	2	4
100	мы видим	3	4
101	еще не	3	4
102	бы в	5	4
103	хотя бы	18	4
104	в его	6	4
105	или иное	4	3
106	та же	3	3
107	не всегда	2	3
108	и нет	2	3
109	тем самым	7	3
110	в свою	6	3
111	и той	5	3
112	для всех	2	3
113	и следовательно	5	3
114	совершенно не	3	3
115	не говоря	2	3
116	в словах	3	3
117	отношения к	3	3
118	все эти	2	3
119	и наконец	5	3
120	с этим	2	3
121	даже и	2	3
122	с ним	2	3
123	но в	5	3
124	к этому	2	3
125	об этом	3	3
126	у нас	4	3
127	только потому	2	3
128	мы имели	2	3
129	мы уже	10	3
130	в своей	2	3
131	как таковое	2	3
132	и потому	2	3
133	бы и	2	3
134	как в	2	3
135	одной и	2	3
136	из которых	3	3
137	то или	4	3
138	и то	3	3
139	то мы	3	3
140	мы можем	7	3
141	в области	5	3
142	прежде чем	2	2
143	мы будем	6	2
144	в частности	3	2
145	и без	4	2
146	в отношении	2	2
147	главным образом	3	2
148	как одно	2	2
149	вопрос о	2	2
150	и само	3	2
151	к своему	4	2
152	да и	4	2
153	но все	4	2
154	свою очередь	4	2
155	кроме того	2	2
156	при этом	9	2
157	в самом	4	2
158	себе и	2	2
159	никогда не	7	2
160	в котором	3	2
161	но мы	2	2
162	из них	3	2
163	и их	5	2
164	природы и	2	2
165	в разных	3	2
166	не было	2	2
167	от того	3	2
168	лишь в	4	2
169	не мог	3	2
170	должно быть	2	2
171	и так	6	2
172	попробуем теперь	2	2
173	и когда	2	2
174	но как	2	2
175	ведь и	2	2
176	необходимо чтобы	3	2
177	того или	5	2
178	будет иметь	2	2
179	и ни	2	2
180	как это	5	2
181	нашего исследования	2	2
182	однако в	2	2
183	от чего	2	2
184	что было	3	2
185	при условии	2	2
186	в ее	3	2
187	все же	7	2
188	или иную	3	2
189	не будет	3	2
190	в качестве	4	2
191	равно как	2	2
192	не нужно	2	2
193	ту или	3	2
194	одной из	2	2
195	конечно не	3	2
196	нет и	3	2
197	себя в	4	2
198	как не	2	2
199	во всех	6	2
200	вместе с	5	2
201	что же	8	2
202	и тогда	2	2
203	как нечто	2	2
204	бы не	2	2
205	допустим что	2	2
206	и слово	3	2
207	да еще	2	2
208	тем что	2	2
209	но для	3	2
210	и при	2	2
211	в которой	7	2
212	не имеем	3	2
213	ни один	2	2
