N	2gram	Bakhtin_Pr_1	Narrotol
1	не только	13	31
2	но и	11	27
3	и не	34	23
4	при этом	3	19
5	может быть	21	15
6	как и	8	13
7	а не	20	13
8	а в	7	13
9	только в	8	12
10	в этом	25	12
11	и в	23	11
12	в данном	2	11
13	и его	13	10
14	то что	18	9
15	во времени	3	9
16	то есть	24	9
17	то же	10	8
18	в том	11	8
19	данном случае	2	8
20	со стороны	2	8
21	и т.п	3	8
22	не может	11	8
23	уже не	8	8
24	если бы	10	7
25	у него	6	7
26	том что	9	7
27	но в	4	7
28	не в	6	6
29	в самом	8	6
30	как бы	28	6
31	один из	2	6
32	жизни и	6	6
33	как раз	4	6
34	в себе	5	6
35	в его	24	6
36	в этой	4	6
37	перед нами	4	5
38	можно сказать	2	5
39	точка зрения	7	5
40	в своей	11	5
41	так и	10	5
42	и на	10	5
43	потому что	12	5
44	точки зрения	21	5
45	с его	6	4
46	никогда не	5	4
47	из этих	2	4
48	к себе	2	4
49	в литературе	3	4
50	все же	5	4
51	для него	15	4
52	но не	8	4
53	же время	7	4
54	прежде всего	7	4
55	еще не	5	4
56	к нему	3	4
57	и тем	2	4
58	в нем	20	4
59	в мире	7	4
60	в первом	2	4
61	из них	2	4
62	по себе	7	4
63	как в	6	4
64	того что	2	4
65	того чтобы	4	4
66	на себя	3	4
67	в то	10	4
68	о том	2	4
69	одна из	2	4
70	в одном	9	4
71	в сознании	2	4
72	мира в	6	4
73	тому как	3	3
74	он сам	3	3
75	но они	4	3
76	что в	8	3
77	однако в	2	3
78	в своем	8	3
79	это не	10	3
80	в пространстве	3	3
81	в жизни	6	3
82	что он	10	3
83	идет о	3	3
84	и как	8	3
85	в целом	4	3
86	самом деле	5	3
87	но как	3	3
88	но именно	4	3
89	для того	2	3
90	жизни а	2	3
91	и о	3	3
92	но для	2	3
93	он не	4	3
94	о нем	11	3
95	отношению к	11	3
96	по отношению	11	3
97	не было	3	3
98	этом отношении	5	3
99	именно в	6	3
100	лишь в	3	3
101	героя в	4	3
102	мы не	2	3
103	их в	2	3
104	и с	4	3
105	подобно тому	3	3
106	как будто	3	3
107	и все	3	3
108	между тем	5	3
109	в едином	4	2
110	в зависимости	3	2
111	в этих	2	2
112	в конце	5	2
113	в сущности	5	2
114	что может	2	2
115	по своим	2	2
116	как мы	5	2
117	же в	2	2
118	да и	2	2
119	в романе	11	2
120	с ее	2	2
121	зависимости от	3	2
122	все что	3	2
123	между ними	2	2
124	до конца	5	2
125	до сих	2	2
126	в пределах	9	2
127	она не	5	2
128	а его	3	2
129	в первой	2	2
130	как у	2	2
131	никак не	2	2
132	и самого	4	2
133	всяком случае	3	2
134	точек зрения	3	2
135	оно не	2	2
136	хотя бы	2	2
137	себя в	3	2
138	вместе с	2	2
139	героя и	5	2
140	сих пор	2	2
141	в сфере	2	2
142	в е	2	2
143	в форме	6	2
144	человеческой жизни	2	2
145	другой стороны	2	2
146	у себя	3	2
147	в отличие	2	2
148	входит в	2	2
149	все равно	2	2
150	человека в	5	2
151	сознания в	2	2
152	и вот	2	2
153	в той	6	2
154	и даже	3	2
155	и притом	2	2
156	с другой	2	2
157	и для	3	2
158	друг друга	3	2
159	отличие от	2	2
160	роль в	2	2
161	ничего не	6	2
162	сами по	3	2
163	в результате	4	2
164	сказать что	5	2
165	во всяком	4	2
166	он и	5	2
167	так сказать	3	2
168	с ним	6	2
169	в области	3	2
