N	2gram	Vygotskiy__2	Istorich
1	и в	32	25
2	что он	13	22
3	вместе с	2	22
4	и т	10	20
5	т д	2	18
6	представление о	3	17
7	может быть	18	17
8	мы имеем	4	14
9	не только	12	13
10	но и	10	13
11	в его	2	12
12	и не	10	11
13	так как	12	11
14	все же	4	10
15	в этом	13	10
16	тем что	9	10
17	с другой	3	9
18	и его	7	9
19	таким образом	21	9
20	с тем	11	8
21	что в	20	8
22	мы знаем	7	8
23	том что	21	8
24	мы видим	4	8
25	еще не	2	8
26	на него	2	8
27	другой стороны	2	8
28	все эти	7	8
29	и что	22	8
30	и на	5	8
31	в частности	3	7
32	как и	10	7
33	но это	2	7
34	то что	21	7
35	в нем	4	7
36	при помощи	10	7
37	потому что	21	7
38	и здесь	2	7
39	только в	7	7
40	о том	6	7
41	знаем что	4	6
42	в этих	2	6
43	это не	2	6
44	что и	17	6
45	как в	9	6
46	не может	17	6
47	и он	3	6
48	не в	8	6
49	могут быть	4	6
50	в том	37	6
51	там где	2	6
52	что это	8	5
53	ясно что	7	5
54	с этим	4	5
55	показывает что	3	5
56	видим что	3	5
57	для нас	2	5
58	здесь мы	2	5
59	но не	2	5
60	например в	3	5
61	в ней	5	5
62	в него	2	5
63	так же	18	5
64	мы не	3	5
65	не менее	8	4
66	что у	5	4
67	не как	3	4
68	что все	9	4
69	и тем	4	4
70	с другими	2	4
71	тем не	4	4
72	в ее	2	4
73	наряду с	4	4
74	же как	4	4
75	из себя	2	4
76	все это	5	4
77	то же	13	4
78	совершенно ясно	7	4
79	это делается	2	4
80	он не	6	4
81	мы должны	3	4
82	и это	4	4
83	в которой	2	4
84	того как	4	4
85	никогда не	9	3
86	мы опять	2	3
87	и как	7	3
88	но когда	2	3
89	и все	4	3
90	состоит из	2	3
91	в целом	4	3
92	в свою	3	3
93	после того	2	3
94	что его	5	3
95	в этой	6	3
96	в то	5	3
97	того чтобы	14	3
98	и из	6	3
99	на том	2	3
100	если в	2	3
101	то это	3	3
102	показывают что	2	3
103	что при	9	3
104	в свете	2	3
105	на этом	3	3
106	в особенности	2	3
107	для того	13	3
108	к нему	2	3
109	а в	4	3
110	в которых	3	3
111	в данном	4	3
112	их в	2	3
113	и с	4	3
114	и вообще	2	3
115	или же	3	3
116	через реку	2	3
117	можно показать	2	2
118	ли он	2	2
119	к которым	3	2
120	но так	2	2
121	формы и	6	2
122	тогда когда	3	2
123	вовсе не	2	2
124	по себе	12	2
125	на то	11	2
126	так что	3	2
127	указывают на	2	2
128	об этом	3	2
129	с этой	4	2
130	по существу	3	2
131	такое же	2	2
132	и при	2	2
133	такой же	7	2
134	это происходит	2	2
135	очевидно что	2	2
136	а на	4	2
137	того же	2	2
138	на тех	3	2
139	это значит	3	2
140	до сих	5	2
141	она не	2	2
142	и сам	4	2
143	жизни и	4	2
144	несмотря на	4	2
145	и мы	6	2
146	если бы	6	2
147	из которых	2	2
148	во сне	2	2
149	превращение в	2	2
150	как бы	6	2
151	один из	3	2
152	как можно	2	2
153	сих пор	5	2
154	в своей	3	2
155	когда он	10	2
156	во всех	3	2
157	том чтобы	3	2
158	данном случае	4	2
159	говорит о	2	2
160	совершенно не	4	2
161	и таким	2	2
162	и для	4	2
163	и других	3	2
164	самом деле	16	2
165	именно на	2	2
166	а не	7	2
167	того что	8	2
168	и по	4	2
169	в других	2	2
170	роль в	2	2
171	что этот	2	2
172	так в	2	2
173	сказать что	7	2
174	образом в	3	2
175	но он	3	2
176	точки зрения	17	2
177	во всем	3	2
178	ту же	4	2
179	из них	4	2
180	в свое	2	2
181	не потому	2	2
182	ничего не	4	2
183	значит что	3	2
184	это было	3	2
185	том как	2	2
186	мы можем	3	2
