N	2gram	Voloshinov_1	Problemy
1	и в	16	43
2	и не	4	29
3	может быть	17	23
4	как бы	5	22
5	не может	8	18
6	в пределах	2	16
7	но и	4	14
8	как и	2	14
9	точки зрения	8	13
10	в этом	9	13
11	что он	2	13
12	в нем	4	12
13	в одном	3	12
14	не только	7	11
15	прежде всего	9	10
16	и на	4	10
17	но в	4	10
18	в его	4	10
19	как мы	4	10
20	никогда не	2	9
21	в большинстве	3	9
22	еще не	5	9
23	он не	2	9
24	для него	6	8
25	большинстве случаев	3	8
26	то же	2	8
27	с точки	6	8
28	и его	8	8
29	до сих	3	7
30	в него	5	7
31	в самом	2	7
32	к себе	3	7
33	то что	3	7
34	сих пор	3	7
35	в этих	3	6
36	в том	3	6
37	при этом	6	6
38	и наконец	4	6
39	и все	4	6
40	у него	2	6
41	нам кажется	2	5
42	все это	4	5
43	таким образом	9	5
44	все эти	5	5
45	а в	3	5
46	и с	8	5
47	но ведь	2	5
48	о том	2	5
49	было бы	2	5
50	самом деле	6	5
51	не могут	2	4
52	что в	3	4
53	но это	2	4
54	между собою	2	4
55	их в	3	4
56	во время	3	4
57	так как	4	4
58	с его	7	4
59	в них	2	4
60	совершенно не	8	4
61	в своей	2	4
62	во всех	3	4
63	не на	2	4
64	между ними	3	4
65	мы не	2	4
66	только в	4	4
67	и это	6	4
68	не менее	2	3
69	себя и	2	3
70	есть и	2	3
71	но зато	2	3
72	есть в	2	3
73	и их	4	3
74	и только	9	3
75	в одно	2	3
76	и даже	4	3
77	его в	4	3
78	с ним	2	3
79	в жизни	2	3
80	сознания и	2	3
81	не знает	2	3
82	на два	2	3
83	и к	6	3
84	того же	2	3
85	со всеми	2	3
86	кажется что	2	3
87	мы уже	2	3
88	за пределы	2	3
89	этих трех	2	3
90	что и	2	3
91	так и	4	3
92	только на	3	3
93	и для	2	3
94	могут быть	3	3
95	и ее	4	3
96	и этим	2	3
97	из этих	2	2
98	мысли и	4	2
99	что на	2	2
100	для нас	2	2
101	ни в	5	2
102	и как	3	2
103	своей жизни	2	2
104	художественного творчества	4	2
105	что это	2	2
106	что такое	5	2
107	ту же	2	2
108	и др	3	2
109	отношение к	5	2
110	для этого	2	2
111	отношения к	3	2
112	так же	2	2
113	с ними	4	2
114	друг на	2	2
115	сказать что	7	2
116	и так	2	2
117	на друга	2	2
118	почти не	2	2
119	во всяком	3	2
120	я и	6	2
121	ни было	2	2
122	между собой	2	2
123	с этим	2	2
124	этом смысле	3	2
125	по своему	2	2
126	и говорить	2	2
127	с их	3	2
128	конечно не	6	2
129	и о	2	2
130	не есть	2	2
131	и пр	12	2
132	ее в	2	2
133	если мы	2	2
134	том что	3	2
135	что не	2	2
136	хотя бы	4	2
137	мы можем	9	2
138	сознание и	5	2
