N	2gram	Tiupa_Narr_1	FransuaR
1	и в	11	41
2	то есть	9	20
3	в этом	12	15
4	и все	3	14
5	как и	13	14
6	в этой	6	13
7	то же	8	13
8	в его	6	12
9	прежде всего	4	11
10	в том	8	11
11	как мы	2	11
12	в себе	6	11
13	так и	5	10
14	в то	4	10
15	в качестве	14	9
16	и его	10	9
17	не в	6	9
18	же время	4	9
19	но и	27	9
20	и т.п	8	9
21	в своем	3	9
22	что в	3	9
23	в конце	2	8
24	и от	2	8
25	то что	9	8
26	но в	7	8
27	в романе	2	7
28	как бы	6	7
29	в нем	4	7
30	и не	23	7
31	у него	7	6
32	это не	3	6
33	для него	4	6
34	только в	12	6
35	о том	4	6
36	не только	31	5
37	в ней	4	5
38	вместе с	2	5
39	как в	4	5
40	в году	2	5
41	а в	13	5
42	к нему	4	5
43	и для	2	5
44	точки зрения	5	5
45	в эпизоде	4	5
46	потому что	5	5
47	хотя и	4	4
48	том что	7	4
49	одна из	4	4
50	все что	2	4
51	картины мира	3	4
52	в сущности	2	4
53	может быть	15	4
54	он не	3	4
55	к жизни	2	4
56	и на	5	4
57	та же	2	4
58	и с	3	4
59	ничего не	2	4
60	мира в	4	4
61	что у	4	3
62	в одном	4	3
63	в мире	4	3
64	это была	2	3
65	свою очередь	2	3
66	в своей	5	3
67	в свою	2	3
68	при этом	19	3
69	но именно	3	3
70	из них	4	3
71	о нем	3	3
72	лица и	2	3
73	что он	3	3
74	с ее	2	3
75	жизни и	6	3
76	в форме	2	3
77	не может	8	3
78	не было	3	3
79	в той	2	3
80	тем самым	5	3
81	не имеет	2	3
82	не подлежит	2	3
83	с ними	2	3
84	нас в	2	3
85	так сказать	2	3
86	перед нами	5	2
87	с его	4	2
88	именно в	3	2
89	а на	2	2
90	никогда не	4	2
91	в этих	2	2
92	человека в	2	2
93	и ее	3	2
94	к тому	6	2
95	было как	4	2
96	и еще	2	2
97	отношению к	3	2
98	слово это	2	2
99	и как	3	2
100	по своему	2	2
101	они и	2	2
102	на другой	5	2
103	точка зрения	5	2
104	до конца	2	2
105	одно и	2	2
106	еще не	4	2
107	того что	4	2
108	своего рода	10	2
109	одного из	6	2
110	и самого	2	2
111	а также	6	2
112	глядя на	2	2
113	дело не	2	2
114	оно не	2	2
115	же в	2	2
116	начала и	3	2
117	в первой	2	2
118	во времени	9	2
119	по отношению	3	2
120	в связи	2	2
121	в особенности	2	2
122	этом отношении	3	2
123	и сама	2	2
124	и вот	2	2
125	только на	2	2
126	не мог	6	2
127	а не	13	2
128	уже не	8	2
129	особенно в	2	2
130	роль в	2	2
131	мы не	3	2
132	или в	6	2
133	в данном	11	2
134	и то	3	2
135	в результате	2	2
136	их в	3	2
137	во всяком	2	2
138	в литературе	4	2
139	и т.д	6	2
140	также и	3	2
141	дело в	2	2
142	в чем	2	2
143	с ним	2	2
144	в области	2	2
145	мы имеем	3	2
146	это было	2	2
