N	3gram	Vygotskiy__1	Problema
1	тем не менее	2	18
2	и т д	8	10
3	то же самое	2	9
4	на то что	8	8
5	для того чтобы	5	8
6	в этом смысле	2	6
7	в таком случае	2	6
8	о том что	7	5
9	в том что	9	5
10	точно так же	3	4
11	в конце концов	3	4
12	сама по себе	2	4
13	то есть в	2	4
14	на самом деле	2	4
15	по этому поводу	2	3
16	более или менее	2	3
17	с точки зрения	2	3
18	мы никогда не	4	3
19	указывает на то	3	3
20	до сих пор	3	3
21	в настоящее время	2	3
22	с другой стороны	5	3
23	не только не	3	3
24	и если мы	2	3
25	во всяком случае	6	3
26	так же как	4	2
27	в самом деле	7	2
28	хотя и не	2	2
29	никогда не может	2	2
30	подобно тому как	5	2
31	случае не может	2	2
32	и в самом	2	2
33	так как они	2	2
34	не может быть	8	2
35	тех или иных	2	2
