N	2gram	Losev_Vlad_3	Myshleni
1	и в	40	25
2	в том	18	23
3	том что	18	20
4	и речи	2	20
5	что в	17	17
6	так же	8	17
7	таким образом	11	17
8	с тем	7	16
9	как и	7	15
10	то что	28	15
11	в его	14	15
12	в этом	16	14
13	вместе с	7	14
14	может быть	8	13
15	в целом	2	13
16	так как	7	12
17	в качестве	3	12
18	перед нами	3	10
19	как бы	3	10
20	и не	25	10
21	и что	8	10
22	того что	7	10
23	было бы	4	10
24	что и	7	10
25	только в	13	10
26	связи с	2	9
27	мы не	2	9
28	ни в	10	9
29	того чтобы	3	8
30	не является	2	8
31	тем что	5	8
32	как мы	8	8
33	уже в	3	7
34	все эти	5	7
35	что мы	2	7
36	как это	4	7
37	по себе	6	7
38	по своей	2	7
39	для того	2	7
40	не менее	9	6
41	с другой	5	6
42	не в	3	6
43	же как	3	6
44	и у	3	6
45	мы видели	3	6
46	не может	14	6
47	в связи	3	6
48	и на	6	6
49	потому что	11	6
50	в основном	4	6
51	мы должны	4	6
52	от этого	2	6
53	что он	5	6
54	в отношении	5	6
55	в силу	2	6
56	но не	4	6
57	того же	2	6
58	не только	25	6
59	все же	4	6
60	в отличие	3	6
61	точки зрения	13	6
62	можно было	5	6
63	отличие от	3	6
64	так и	6	5
65	именно в	3	5
66	что это	9	5
67	тем не	10	5
68	и как	7	5
69	но это	6	5
70	для него	8	5
71	одной стороны	3	5
72	при этом	3	5
73	что она	2	5
74	с одной	3	5
75	и по	2	5
76	человека и	3	5
77	если бы	3	5
78	мы уже	5	5
79	и к	2	5
80	о том	11	5
81	как говорит	2	5
82	в этой	8	5
83	не могут	2	4
84	независимо от	3	4
85	никогда не	11	4
86	в своем	8	4
87	в какой	2	4
88	из этих	3	4
89	прежде всего	10	4
90	на то	4	4
91	в смысле	6	4
92	к тому	7	4
93	мы знаем	3	4
94	мог бы	4	4
95	не мог	6	4
96	всяком случае	3	4
97	время как	2	4
98	отнюдь не	5	4
99	из них	2	4
100	но и	18	4
101	от того	4	4
102	не столько	3	4
103	то и	2	4
104	друг друга	2	4
105	а в	7	4
106	сказать что	12	4
107	в то	7	4
108	мы имеем	3	4
109	с этим	2	4
110	и все	4	4
111	то время	4	4
112	еще не	4	4
113	он не	8	4
114	которые не	2	4
115	это значит	6	4
116	во всяком	3	4
117	могло бы	2	4
118	и это	6	4
119	как с	2	4
120	значит что	6	4
121	можно считать	5	3
122	но на	2	3
123	с этой	2	3
124	в самом	4	3
125	не можем	2	3
126	в котором	4	3
127	который в	2	3
128	другой стороны	2	3
129	отличается от	3	3
130	но только	2	3
131	путь к	2	3
132	этом отношении	2	3
133	в результате	4	3
134	во всем	6	3
135	его в	2	3
136	по этому	3	3
137	не как	2	3
138	в жизни	2	3
139	к этому	2	3
140	остановиться на	2	3
141	но как	2	3
142	то в	6	3
143	наряду с	2	3
144	не есть	10	3
145	или менее	5	3
146	а с	4	3
147	если мы	4	3
148	является в	2	3
149	в виде	13	3
150	ничего общего	5	3
151	то же	4	2
152	мы будем	2	2
153	можно ли	2	2
154	в этих	2	2
155	все они	2	2
156	тому что	4	2
157	и от	6	2
158	что является	2	2
159	первый план	2	2
160	и вместе	2	2
161	является для	2	2
162	для нас	5	2
163	так что	14	2
164	но все	3	2
165	мы и	2	2
166	является не	3	2
167	смысле слова	6	2
168	об отношении	2	2
169	в нашей	2	2
170	такого рода	4	2
171	хотя и	7	2
172	той или	2	2
173	в нем	3	2
174	и только	3	2
175	которых мы	2	2
176	должно быть	5	2
177	как на	3	2
178	на себя	2	2
179	в своих	7	2
180	и здесь	6	2
181	в начале	2	2
182	ни на	2	2
183	совершенно так	2	2
184	бы в	2	2
185	вообще говоря	2	2
186	с его	2	2
187	само по	3	2
188	только при	4	2
189	в одном	5	2
190	этом смысле	3	2
191	на первый	2	2
192	об этом	6	2
193	же в	3	2
194	которых он	2	2
195	в таком	3	2
196	что каждый	2	2
197	очень легко	2	2
198	есть и	4	2
199	с их	3	2
200	и потому	10	2
201	а также	8	2
202	еще в	5	2
203	оно не	3	2
204	не будет	6	2
205	в мире	2	2
206	в своей	9	2
207	находится в	3	2
208	только что	2	2
209	в течение	4	2
210	уже не	9	2
211	признаков но	2	2
212	тем самым	2	2
213	и эта	3	2
214	едва ли	11	2
215	и для	3	2
216	и его	10	2
217	или иначе	2	2
218	и то	9	2
219	в каком	4	2
220	в себе	9	2
221	в чем	3	2
