N	2gram	Propp_Russ_1	Problema
1	то есть	3	39
2	то что	6	38
3	и не	6	37
4	и в	36	35
5	не только	22	24
6	том что	19	19
7	о том	8	18
8	может быть	8	18
9	у нас	8	18
10	в этом	12	17
11	в настоящее	3	16
12	но и	16	16
13	настоящее время	3	16
14	только в	4	14
15	не менее	3	13
16	и что	4	13
17	потому что	10	13
18	не может	4	13
19	тем не	3	12
20	в том	17	12
21	того что	4	12
22	что в	19	11
23	так что	2	11
24	значения и	2	11
25	не просто	2	11
26	и с	2	10
27	еще не	4	10
28	а не	2	10
29	ничего не	3	10
30	для нас	6	9
31	только на	3	9
32	уже не	6	8
33	значение и	2	8
34	все же	5	8
35	тут же	2	8
36	этом случае	5	7
37	все эти	2	7
38	не имеет	6	7
39	в его	2	7
40	так и	7	7
41	так как	15	7
42	мы не	6	7
43	но это	4	6
44	о чем	3	6
45	и т	10	6
46	а а	25	6
47	т д	9	6
48	и для	2	6
49	мы можем	2	6
50	в виде	6	6
51	но в	2	6
52	как будто	5	6
53	в области	3	6
54	в частности	2	5
55	представление о	3	5
56	отнюдь не	2	5
57	в связи	4	5
58	с этим	2	5
59	так же	3	5
60	и на	10	5
61	и более	2	5
62	между собой	2	5
63	как и	10	5
64	связи с	4	5
65	то же	3	5
66	как мы	10	5
67	будто бы	6	5
68	в этих	3	4
69	в своем	3	4
70	н г	2	4
71	что на	4	4
72	и как	2	4
73	не можем	3	4
74	как бы	5	4
75	что она	2	4
76	все это	6	4
77	таким образом	6	4
78	всякого рода	3	4
79	а в	9	4
80	их в	3	4
81	и здесь	2	4
82	тем что	4	4
83	всех этих	2	4
84	или другие	2	4
85	но не	2	4
86	не будем	3	4
87	на самом	2	4
88	далеко не	3	4
89	значит что	2	4
90	но даже	2	3
91	в нашем	2	3
92	тому что	4	3
93	из этих	4	3
94	к тому	4	3
95	нас не	2	3
96	что они	7	3
97	несмотря на	3	3
98	хотя и	2	3
99	один из	8	3
100	в целом	2	3
101	и их	4	3
102	в их	4	3
103	для этого	2	3
104	не было	2	3
105	относятся к	2	3
106	при этом	6	3
107	и по	8	3
108	в своих	2	3
109	иное как	2	3
110	что иное	2	3
111	мы должны	2	3
112	с тем	8	3
113	для них	3	3
114	по этому	3	3
115	не что	2	3
116	и к	3	3
117	одна из	4	3
118	она не	2	3
119	должны были	2	3
120	можно говорить	2	3
121	в свете	2	3
122	ничего общего	2	3
123	и многие	2	2
124	его от	2	2
125	только по	2	2
126	но все	3	2
127	независимо от	2	2
128	в и	17	2
129	как они	2	2
130	и др	4	2
131	друг к	2	2
132	на этой	2	2
133	многие другие	2	2
134	или в	2	2
135	в ней	2	2
136	точки зрения	3	2
137	если угодно	2	2
138	то на	3	2
139	говорится о	2	2
140	по содержанию	3	2
141	в разные	2	2
142	в них	6	2
143	об этом	9	2
144	представляет собой	4	2
145	в тех	4	2
146	в качестве	3	2
147	и а	4	2
148	не значит	2	2
149	а также	3	2
150	еще в	4	2
151	что и	7	2
152	во всех	4	2
153	к другу	2	2
154	вместе с	10	2
155	быть и	2	2
156	входит в	4	2
157	этому поводу	2	2
158	в в	2	2
159	во многих	5	2
160	которые не	3	2
161	и поэтому	2	2
