N	3gram	Voloshinov_1	Problemy
1	в то же	5	12
2	то же время	5	12
3	на самом деле	2	10
4	с самого начала	5	8
5	не может быть	3	6
6	во всяком случае	3	5
7	по отношению к	9	5
8	с точки зрения	10	4
9	его отношение к	2	4
10	и прежде всего	5	4
11	в самом деле	5	3
12	в высшей степени	2	3
13	но в то	3	3
14	мы увидим что	4	2
15	не в силах	2	2
16	ни в чем	2	2
17	по ту сторону	3	2
18	так и в	2	2
19	в большинстве случаев	4	2
20	тем не менее	2	2
21	хотя бы и	2	2
22	как мы видели	4	2
23	в чем не	2	2
24	к тому чтобы	3	2
