N	2gram	Vygotskiy__5	Psycholo
1	и в	16	38
2	то что	26	35
3	в том	18	25
4	в самом	4	25
5	самом деле	3	21
6	что в	16	20
7	может быть	9	19
8	и что	12	18
9	что она	2	16
10	точки зрения	18	16
11	в ней	2	15
12	если бы	8	14
13	том что	15	14
14	как бы	5	14
15	потому что	21	14
16	в этой	6	13
17	совершенно ясно	2	13
18	в этом	25	13
19	мы видим	4	12
20	было бы	10	12
21	не только	16	12
22	таким образом	19	12
23	не в	6	12
24	что он	25	11
25	в сущности	13	10
26	то же	8	10
27	же самое	4	10
28	и не	12	10
29	с точки	9	9
30	того чтобы	17	9
31	все же	3	8
32	с тем	3	8
33	с этим	3	8
34	в одном	3	8
35	вовсе не	2	8
36	как и	8	8
37	так что	4	8
38	и как	3	8
39	говорит что	5	8
40	видим что	2	8
41	из этого	2	8
42	но только	2	8
43	для того	14	8
44	и то	4	8
45	с другой	4	7
46	а не	10	7
47	мы можем	6	7
48	никак не	3	7
49	не может	18	7
50	показать что	3	7
51	что у	2	7
52	сущности говоря	4	7
53	как мы	10	7
54	а в	3	7
55	заключается в	5	7
56	между тем	3	7
57	из них	2	6
58	и здесь	2	6
59	к тому	6	6
60	мы видели	3	6
61	с самого	5	6
62	до сих	3	6
63	в котором	2	6
64	не имеет	4	6
65	указывает на	2	6
66	тому что	5	6
67	он не	8	6
68	с одной	3	6
69	так как	16	6
70	если мы	7	6
71	как это	8	6
72	и его	3	6
73	и на	6	6
74	самого начала	5	6
75	о том	8	6
76	я не	2	5
77	казалось бы	4	5
78	должна быть	5	5
79	в своем	5	5
80	в какой	6	5
81	на этом	3	5
82	одной стороны	3	5
83	совершенно не	2	5
84	в своей	2	5
85	вместе с	4	5
86	но и	6	5
87	сих пор	3	5
88	другой стороны	2	5
89	в той	6	5
90	к которым	2	5
91	мы не	3	5
92	в другом	6	5
93	в его	11	5
94	могли бы	6	5
95	в которой	5	5
96	которую мы	2	4
97	что если	4	4
98	никогда не	5	4
99	что эта	3	4
100	если он	2	4
101	мы могли	7	4
102	обратиться к	2	4
103	мысль что	4	4
104	что они	5	4
105	в свою	4	4
106	по своему	3	4
107	при этом	4	4
108	что с	5	4
109	когда он	2	4
110	во всех	2	4
111	но если	6	4
112	в нем	7	4
113	что и	3	4
114	ее в	3	4
115	в целом	4	4
116	как в	5	4
117	все эти	4	4
118	того что	16	4
119	из которых	3	4
120	и даже	2	4
121	время как	4	4
122	в своих	2	4
123	сказать что	13	4
124	больше чем	3	4
125	и между	2	4
126	у него	6	4
127	только в	10	4
128	и другое	4	4
129	что эти	2	4
130	как будто	2	4
131	не то	4	4
132	в виду	2	4
133	как на	3	3
134	в них	2	3
135	оба эти	4	3
136	только для	2	3
137	что все	6	3
138	к этому	3	3
139	в такой	5	3
140	и к	2	3
141	но это	3	3
142	без всяких	2	3
143	того же	7	3
144	тот же	5	3
145	стоит только	2	3
146	мы говорили	2	3
147	в основе	8	3
148	все это	2	3
149	то и	2	3
150	такое же	2	3
151	который мы	2	3
152	именно это	2	3
153	к ним	2	3
154	и тем	3	3
155	того как	5	3
156	тем что	5	3
157	состоит в	6	3
158	из области	2	3
159	в то	5	3
160	бы в	4	3
161	его в	2	3
162	но в	6	3
163	но они	2	2
164	не могут	4	2
165	и более	3	2
166	и другие	2	2
167	в этих	3	2
168	между собой	13	2
169	из нее	5	2
170	к самой	2	2
171	хотя бы	5	2
172	столь же	2	2
173	с этой	4	2
174	лежит в	2	2
175	во всяком	2	2
176	друг другу	2	2
177	на всю	2	2
178	же мере	5	2
179	показывает что	5	2
180	что оно	6	2
181	но что	3	2
182	иначе как	2	2
183	только что	5	2
184	и эти	2	2
185	или не	2	2
186	же в	2	2
187	до конца	3	2
188	у нас	2	2
189	по существу	3	2
190	находятся в	2	2
191	это есть	4	2
192	в силу	10	2
193	такой же	4	2
194	свою очередь	3	2
195	очевидно что	2	2
196	то время	4	2
197	лучшем случае	4	2
198	к совершенно	2	2
199	для него	5	2
200	слов и	2	2
201	и может	3	2
202	со всеми	2	2
203	том как	2	2
204	они не	3	2
205	в первой	2	2
206	но он	7	2
207	эта фраза	2	2
208	совершенно в	2	2
209	совпадает с	2	2
210	развития и	11	2
211	то как	3	2
212	на их	2	2
213	но мы	5	2
214	то это	2	2
215	же самого	3	2
216	не совпадает	2	2
217	он может	3	2
218	не иначе	2	2
219	благодаря этому	2	2
220	говорит о	3	2
221	имеет место	2	2
222	так точно	4	2
223	и другими	2	2
224	вытекает из	3	2
225	так же	15	2
226	нами в	2	2
227	отношения к	2	2
228	в совершенно	2	2
229	а с	2	2
230	должны были	2	2
231	еще и	3	2
232	и по	4	2
233	той же	4	2
234	в лучшем	3	2
235	в качестве	4	2
236	не имеют	2	2
237	их в	2	2
238	он в	3	2
239	говорит он	2	2
240	что только	2	2
241	и следовательно	6	2
242	мы нашли	2	2
243	к его	3	2
244	представляет собой	7	2
245	но как	3	2
246	в истории	2	2
247	представляют собой	2	2
248	на примере	3	2
249	этими двумя	2	2
250	к этой	3	2
251	с ним	5	2
252	ничего не	5	2
253	же самый	2	2
254	это будет	2	2
