N	3gram	Losev_Vlad_3	Problema
1	в настоящее время	3	16
2	о том что	8	14
3	тем не менее	9	12
4	в таком случае	2	10
5	вовсе не есть	2	10
6	во всяком случае	3	10
7	в конце концов	5	7
8	и то что	4	7
9	так или иначе	2	6
10	в этом смысле	3	5
11	в данном случае	2	5
12	с одной стороны	3	5
13	с другой стороны	2	5
14	в связи с	2	5
15	необходимо сказать что	5	5
16	на то что	2	4
17	более или менее	5	4
18	только в том	3	4
19	как раз и	5	4
20	в то же	3	4
21	в том что	10	4
22	ни в каком	2	4
23	есть прежде всего	2	4
24	те или иные	2	3
25	на первый план	2	3
26	и в этом	5	3
27	даже и в	2	3
28	одной стороны и	2	3
29	точно так же	4	3
30	хотя бы и	3	3
31	не может быть	6	3
32	это значит что	6	3
33	не так уж	2	2
34	не имеет ничего	2	2
35	том что в	3	2
36	даже и не	2	2
37	бы то ни	3	2
38	ничего общего с	2	2
39	само по себе	3	2
40	то это значит	4	2
41	содержит в себе	4	2
42	имеет ничего общего	2	2
43	в том случае	3	2
44	также и то	3	2
