N	2gram	Bakhtin_Fr_8	StatiiOP
1	и в	56	25
2	в этом	14	24
3	в том	13	20
4	что в	5	19
5	что он	2	19
6	может быть	3	19
7	что это	4	16
8	том что	8	15
9	в этой	6	14
10	в его	18	12
11	то что	3	12
12	не только	8	12
13	в этих	11	11
14	так что	3	11
15	прежде всего	6	10
16	таким образом	17	10
17	и не	9	10
18	у него	7	9
19	но и	9	9
20	все это	8	8
21	как например	3	8
22	в своих	4	8
23	о том	4	8
24	это не	2	7
25	было бы	2	7
26	не может	2	7
27	точки зрения	6	7
28	в то	12	7
29	не в	3	6
30	только в	9	6
31	как бы	11	6
32	а в	2	6
33	и на	7	6
34	в области	5	6
35	между тем	3	6
36	то же	11	5
37	в них	11	5
38	потому что	6	5
39	с другой	2	5
40	ни в	2	5
41	в котором	2	5
42	в году	3	5
43	а не	2	5
44	другой стороны	2	5
45	он не	5	5
46	отметить что	2	5
47	так и	13	5
48	но в	6	5
49	с тем	2	4
50	и др	8	4
51	точка зрения	2	4
52	это в	2	4
53	как и	5	4
54	мы видим	6	4
55	но это	2	4
56	в качестве	4	4
57	можно сказать	2	4
58	если бы	2	4
59	например в	4	4
60	и к	4	4
61	на его	6	4
62	он говорит	2	4
63	в ней	4	4
64	а также	3	4
65	в своей	2	4
66	в речи	2	4
67	связь с	3	4
68	в центре	2	4
69	в особенности	4	4
70	не было	5	4
71	из которых	2	4
72	с точки	2	4
73	к нему	2	4
74	и для	2	4
75	и с	8	4
76	сказать что	3	4
77	действующих лиц	2	4
78	в каком	2	4
79	все же	2	4
80	в которой	4	4
81	что эти	2	4
82	то время	2	4
83	в эту	2	4
84	что все	4	3
85	уже в	2	3
86	с его	5	3
87	и более	4	3
88	все они	6	3
89	во время	5	3
90	к этому	2	3
91	того времени	4	3
92	же время	10	3
93	и здесь	3	3
94	всех этих	3	3
95	его как	2	3
96	он был	12	3
97	с этой	2	3
98	для него	2	3
99	кроме того	3	3
100	до конца	11	3
101	одной стороны	2	3
102	несмотря на	2	3
103	и наконец	3	3
104	все эти	15	3
105	своего рода	5	3
106	в некоторых	3	3
107	в их	3	3
108	как раз	2	3
109	в связи	3	3
110	уже не	3	3
111	и его	12	3
112	что для	3	3
113	связан с	2	3
114	в виде	2	3
115	но он	3	3
116	в другом	3	3
117	связи с	6	3
118	так как	4	3
119	в творчестве	5	3
120	к которому	3	3
121	во многом	2	2
122	не был	4	2
123	никогда не	5	2
124	и во	2	2
125	в духе	4	2
126	вовсе не	6	2
127	его к	3	2
128	и ее	4	2
129	как мы	7	2
130	на котором	2	2
131	не как	2	2
132	такой же	5	2
133	что они	2	2
134	но не	5	2
135	времени и	4	2
136	до сих	8	2
137	своего времени	6	2
138	еще не	10	2
139	одной из	3	2
140	в самом	9	2
141	в сущности	8	2
142	во всех	8	2
143	одна из	4	2
144	и такие	2	2
145	один из	5	2
146	здесь нет	3	2
147	в развитии	2	2
148	вместе с	2	2
149	дело не	2	2
150	сих пор	8	2
151	в форме	3	2
152	не на	3	2
153	в отношении	5	2
154	с ее	5	2
155	начиная с	2	2
156	с одной	4	2
157	и других	4	2
158	не просто	3	2
159	которые были	2	2
160	мы находим	3	2
161	не мог	3	2
162	здесь есть	3	2
163	самом деле	2	2
164	для того	2	2
165	языка к	2	2
166	этот язык	2	2
167	той же	6	2
168	мы не	2	2
169	между собою	2	2
170	в которых	2	2
171	в результате	5	2
172	было у	2	2
173	он и	2	2
174	так сказать	5	2
175	не потому	2	2
176	и которые	4	2
177	то есть	24	2
