N	2gram	Tiupa_Narr_1	FransuaR
1	и в	11	40
2	то есть	9	18
3	и его	10	17
4	прежде всего	4	16
5	в романе	2	15
6	в этом	12	15
7	не только	31	13
8	и не	23	13
9	в его	6	13
10	что в	3	12
11	как и	13	11
12	но и	27	11
13	и т.п	8	10
14	как мы	2	10
15	и все	3	9
16	в сущности	2	9
17	может быть	15	9
18	он не	3	9
19	в том	8	8
20	у него	7	8
21	и с	3	8
22	и на	5	8
23	но в	7	8
24	в своем	3	7
25	в одном	4	7
26	то же	8	7
27	он и	2	7
28	в этих	2	6
29	же время	4	6
30	в самом	6	6
31	в своей	5	6
32	в той	2	6
33	связи с	2	6
34	в то	4	6
35	до конца	2	6
36	в литературе	4	5
37	в году	2	5
38	как раз	6	5
39	в нем	4	5
40	то что	9	5
41	начала и	3	5
42	в связи	2	5
43	не было	3	5
44	а не	13	5
45	и для	2	5
46	так сказать	2	5
47	в особенности	2	5
48	для него	4	5
49	в нашем	3	4
50	у нас	3	4
51	том что	7	4
52	до сих	2	4
53	в ней	4	4
54	из них	4	4
55	а также	6	4
56	один из	6	4
57	в мире	4	4
58	жизни и	6	4
59	сих пор	2	4
60	так в	4	4
61	роль в	2	4
62	только на	2	4
63	о том	4	4
64	и о	3	4
65	в данном	11	4
66	того чтобы	4	4
67	особенно в	2	4
68	и даже	2	4
69	также и	3	4
70	в области	2	4
71	с его	4	3
72	если бы	7	3
73	в частности	14	3
74	не подлежит	2	3
75	и от	2	3
76	об этом	6	3
77	в начале	3	3
78	в этой	6	3
79	одна из	4	3
80	большей или	2	3
81	еще не	4	3
82	но именно	3	3
83	такого рода	10	3
84	вплоть до	4	3
85	никак не	2	3
86	как бы	6	3
87	о нем	3	3
88	еще в	3	3
89	вместе с	2	3
90	дело не	2	3
91	так и	5	3
92	как в	4	3
93	по отношению	3	3
94	не может	8	3
95	а в	13	3
96	начиная с	3	3
97	самом деле	3	3
98	для того	3	3
99	между ними	2	3
100	и как	3	3
101	сказать что	2	3
102	между тем	3	3
103	при этом	19	3
104	в отличие	2	3
105	в себе	6	3
106	только в	12	3
107	на протяжении	7	3
108	в конце	2	3
109	здесь не	2	3
110	их в	3	3
111	отличие от	2	3
112	слова в	4	2
113	не менее	3	2
114	времени и	9	2
115	о чем	4	2
116	чем он	2	2
117	хотя бы	2	2
118	с другой	2	2
119	это не	3	2
120	из этих	4	2
121	одного из	6	2
122	что он	3	2
123	и вот	2	2
124	или иной	4	2
125	можно сказать	5	2
126	все же	4	2
127	не слышит	2	2
128	но не	4	2
129	переход от	2	2
130	все что	2	2
131	как известно	3	2
132	в первой	2	2
133	к нему	4	2
134	меньшей степени	2	2
135	той или	5	2
136	к жизни	2	2
137	раз в	2	2
138	отношению к	3	2
139	дело в	2	2
140	в целом	3	2
141	своего рода	10	2
142	они и	2	2
143	данном случае	8	2
144	в форме	2	2
145	который в	2	2
146	вот я	2	2
147	этом отношении	3	2
148	именно в	3	2
149	лишь в	3	2
150	тем же	2	2
151	нас в	2	2
152	потому что	5	2
153	точки зрения	5	2
154	и ее	3	2
155	и еще	2	2
156	но как	3	2
157	ни от	2	2
158	мы не	3	2
159	и сама	2	2
