N	2gram	Nazirov_Tv_2	Myshleni
1	в том	8	42
2	том что	4	35
3	в процессе	2	27
4	таким образом	10	25
5	в этом	8	24
6	и в	20	20
7	что в	7	19
8	в основе	2	17
9	то же	7	16
10	то что	3	15
11	не только	13	15
12	что они	4	14
13	с другой	2	12
14	при этом	8	12
15	в их	3	12
16	потому что	7	12
17	может быть	8	12
18	в целом	6	11
19	так же	5	11
20	в его	10	11
21	в истории	2	10
22	так как	3	10
23	мы видим	4	10
24	в себе	3	10
25	только в	2	10
26	но и	8	9
27	другой стороны	2	9
28	между тем	3	9
29	как и	6	9
30	и не	9	8
31	и что	2	8
32	вместе с	3	8
33	как бы	11	7
34	в своей	6	7
35	самом деле	2	7
36	тем самым	4	7
37	а не	6	7
38	тем что	3	7
39	могут быть	2	7
40	уже в	2	6
41	тому же	2	6
42	же как	3	6
43	в самом	3	6
44	не может	7	6
45	и на	5	6
46	его в	3	6
47	что он	6	6
48	в частности	2	5
49	никогда не	11	5
50	это не	7	5
51	не является	3	5
52	если бы	4	5
53	и его	9	5
54	все же	5	5
55	о том	5	5
56	так и	6	5
57	как в	4	5
58	все эти	4	5
59	все время	2	4
60	из них	2	4
61	и только	2	4
62	роль в	2	4
63	друг друга	2	4
64	с этой	3	4
65	и с	8	4
66	к этому	3	4
67	не в	4	4
68	во всяком	2	4
69	не менее	2	3
70	и от	4	3
71	так что	2	3
72	в этой	5	3
73	одной из	3	3
74	всяком случае	2	3
75	один из	3	3
76	именно в	6	3
77	и других	2	3
78	на его	4	3
79	к которому	2	3
80	но в	4	3
81	отнюдь не	4	3
82	не означает	2	3
83	но не	5	3
84	как известно	2	3
85	наряду с	7	3
86	себя в	2	3
87	когда он	4	3
88	приводит к	2	3
89	на этот	2	3
90	в виде	2	3
91	в чем	4	3
92	в которой	2	3
93	и поэтому	2	3
94	место в	3	2
95	такой же	2	2
96	по нашему	4	2
97	прежде всего	8	2
98	что на	2	2
99	для него	3	2
100	мы узнаем	2	2
101	и у	2	2
102	одним из	3	2
103	в нем	3	2
104	с полным	2	2
105	в отличие	2	2
106	по мнению	3	2
107	нашему мнению	4	2
108	а в	4	2
109	во многих	2	2
110	в начале	3	2
111	их в	2	2
112	у него	6	2
113	показывает что	4	2
114	а затем	3	2
115	еще не	5	2
116	видим в	2	2
117	том же	2	2
118	ли не	2	2
119	и тогда	2	2
120	тогда как	3	2
121	а с	3	2
122	если не	4	2
123	целом и	2	2
124	может служить	2	2
125	и он	2	2
126	в таком	3	2
127	что этот	2	2
128	и это	3	2
129	едва ли	2	2
130	отличие от	2	2
131	же не	2	2
