N	2gram	Vygotskiy__5	Mirosoze
1	и в	30	46
2	в нем	7	22
3	у него	3	22
4	может быть	11	21
5	в этом	14	20
6	никогда не	9	18
7	для него	3	18
8	и не	6	18
9	не только	16	18
10	но и	6	15
11	не может	9	15
12	человека в	3	14
13	как и	6	13
14	не есть	4	13
15	а не	8	13
16	прежде всего	4	12
17	потому что	23	12
18	в ней	4	11
19	но он	3	11
20	у нас	4	11
21	и он	2	11
22	но в	5	10
23	он не	3	10
24	в себе	5	10
25	он был	2	9
26	не в	8	9
27	не знает	2	9
28	и есть	5	8
29	как бы	19	8
30	в своем	6	8
31	так как	9	8
32	в этой	5	7
33	в нашем	2	7
34	что он	17	7
35	и к	4	7
36	и потому	5	7
37	как в	3	7
38	хотя бы	3	7
39	и для	6	7
40	вопрос о	3	6
41	что это	8	6
42	так же	13	6
43	того что	8	6
44	и здесь	6	6
45	жизни и	6	6
46	то же	7	5
47	в отношении	2	5
48	что все	6	5
49	и вот	2	5
50	совсем не	2	5
51	в самом	14	5
52	один из	5	5
53	что она	6	5
54	это не	3	5
55	в конце	4	5
56	друг к	4	5
57	и все	4	5
58	есть не	4	5
59	во всем	2	5
60	к тому	8	5
61	по преимуществу	2	5
62	к другу	4	5
63	то что	37	5
64	в своей	4	5
65	для того	20	5
66	и его	6	5
67	в его	4	5
68	и это	8	5
69	что в	24	4
70	тому что	8	4
71	для этого	9	4
72	до конца	2	4
73	нет в	2	4
74	что у	3	4
75	с его	2	4
76	чем у	3	4
77	в свою	3	4
78	том что	21	4
79	должен быть	2	4
80	что и	3	4
81	на поверхности	2	4
82	так и	3	4
83	того чтобы	20	4
84	вопроса о	2	4
85	его на	2	4
86	на деле	8	4
87	же как	2	3
88	себя и	2	3
89	в каждом	2	3
90	и можно	2	3
91	ни в	3	3
92	в том	27	3
93	что они	5	3
94	любви и	2	3
95	для чего	2	3
96	в своих	5	3
97	и на	3	3
98	сказать что	9	3
99	и с	2	3
100	что иное	2	3
101	о том	10	3
102	как он	2	3
103	иное как	2	3
104	не существует	3	3
105	если бы	11	3
106	в них	4	3
107	этого необходимо	2	3
108	к другому	2	3
109	не что	2	3
110	с которым	3	3
111	это и	2	3
112	в трагедии	15	3
113	до сих	5	3
114	в строении	3	3
115	сих пор	5	3
116	от того	4	3
117	того как	2	3
118	все равно	2	3
119	той же	3	3
120	тем что	6	3
121	он в	2	3
122	только в	5	3
123	уже в	6	2
124	в этих	3	2
125	это означает	2	2
126	или иной	2	2
127	все время	20	2
128	нас не	2	2
129	так что	3	2
130	это есть	3	2
131	и если	6	2
132	со своим	2	2
133	на его	3	2
134	и той	2	2
135	от этой	2	2
136	но она	2	2
137	по отношению	2	2
138	что есть	2	2
139	отношения к	2	2
140	чем не	2	2
141	должно быть	2	2
142	а в	4	2
143	увидим что	9	2
144	в основе	7	2
145	точки зрения	7	2
146	бы в	5	2
147	нет ни	2	2
148	на этом	6	2
149	и та	2	2
150	его с	2	2
151	бы его	2	2
152	по себе	7	2
153	для нашей	2	2
154	мы видим	8	2
155	связи с	2	2
156	чем в	2	2
157	и что	23	2
158	тот же	3	2
159	мы увидим	9	2
160	мысль о	4	2
161	себе и	2	2
162	в сущности	12	2
163	во всех	2	2
164	еще в	2	2
165	с таким	2	2
166	вместе с	12	2
167	быть и	2	2
168	к самому	2	2
169	если я	2	2
170	в центре	2	2
171	одной и	2	2
172	говорит что	6	2
173	и эта	2	2
174	ни одного	2	2
175	можно было	3	2
176	сам по	3	2
177	как будто	6	2
178	любовь в	2	2
179	в которой	3	2
180	ничего не	2	2
181	и поэтому	3	2
