N	2gram	Berdyaev_M_2	FransuaR
1	и в	46	65
2	как бы	8	22
3	и не	18	22
4	в сущности	2	16
5	в том	3	16
6	в этом	20	15
7	но в	10	14
8	в нем	22	13
9	прежде всего	12	11
10	и на	3	11
11	и его	5	10
12	и потому	7	10
13	не только	18	10
14	но и	15	10
15	так и	4	10
16	в его	5	9
17	во всех	2	9
18	в своем	8	8
19	в основе	2	8
20	в духе	5	8
21	его в	3	7
22	жизни и	6	7
23	точки зрения	2	7
24	только в	3	7
25	никогда не	18	6
26	не знает	9	6
27	том что	4	6
28	может быть	21	6
29	в ней	11	6
30	в отношении	5	6
31	сказать что	3	6
32	они были	3	6
33	так как	8	6
34	связана с	7	5
35	с его	4	5
36	еще более	2	5
37	жизни в	3	5
38	в них	3	5
39	превращается в	2	5
40	потому что	12	5
41	есть в	3	5
42	или иной	2	5
43	для него	18	5
44	в своей	5	5
45	как в	7	5
46	как и	13	5
47	в своих	3	5
48	между тем	2	5
49	и все	5	5
50	связи с	2	4
51	и к	7	4
52	не в	9	4
53	в этой	7	4
54	отношение к	8	4
55	в самом	5	4
56	сих пор	3	4
57	до сих	3	4
58	начала в	3	4
59	в жизни	4	4
60	но на	2	3
61	мир и	2	3
62	что в	4	3
63	это не	5	3
64	и во	3	3
65	что он	7	3
66	но это	8	3
67	в обычном	2	3
68	и эта	2	3
69	но для	2	3
70	по своей	3	3
71	к нему	2	3
72	то что	5	3
73	не может	15	3
74	и других	2	3
75	уже не	4	3
76	менее всего	3	3
77	друг друга	12	3
78	в более	2	3
79	в себе	10	3
80	нет ничего	3	3
81	и здесь	6	3
82	с ним	3	3
83	ничего не	2	3
84	и с	3	3
85	к тому	5	2
86	и от	3	2
87	на все	3	2
88	он был	9	2
89	да и	2	2
90	мы видим	2	2
91	до конца	4	2
92	и он	11	2
93	на его	2	2
94	интерес к	2	2
95	от того	3	2
96	хотя и	2	2
97	он не	10	2
98	его на	4	2
99	и для	7	2
100	не к	2	2
101	отношения к	2	2
102	не для	3	2
103	и этим	2	2
104	и вот	5	2
105	но эта	2	2
106	того что	6	2
107	что не	2	2
108	к себе	2	2
109	который был	2	2
110	он так	2	2
111	в этих	2	2
112	но с	2	2
113	во всем	5	2
114	о том	3	2
115	и это	5	2
116	в чем	3	2
