N	2gram	Vygotskiy__1	Komedia
1	и в	23	26
2	и не	9	14
3	едва ли	2	14
4	к тому	4	12
5	так и	5	12
6	и его	6	12
7	в том	24	11
8	может быть	14	11
9	но и	14	10
10	в этом	17	10
11	что в	14	9
12	столь же	6	9
13	том что	21	9
14	если бы	5	9
15	вместе с	9	9
16	ясно что	2	8
17	было бы	4	8
18	и на	8	7
19	не только	16	7
20	в своем	3	6
21	то что	17	6
22	в двух	2	6
23	того чтобы	17	6
24	потому что	6	6
25	в то	7	6
26	о том	6	6
27	таким образом	26	6
28	с его	4	5
29	с тем	7	5
30	независимо от	6	5
31	в которой	3	5
32	к этому	4	5
33	что он	7	5
34	а затем	5	5
35	в качестве	9	5
36	один из	2	5
37	ни в	4	5
38	на основании	5	5
39	с этим	6	5
40	для того	15	5
41	и с	9	5
42	уже в	3	4
43	в частности	2	4
44	больше того	2	4
45	в этих	2	4
46	тому что	5	4
47	в них	2	4
48	что у	2	4
49	и от	3	4
50	прежде всего	10	4
51	из этих	3	4
52	как мы	5	4
53	как и	14	4
54	в целом	20	4
55	хотя и	2	4
56	в его	14	4
57	все же	3	4
58	в самом	7	4
59	что для	5	4
60	можно было	3	4
61	точки зрения	26	4
62	только в	6	4
63	что это	3	4
64	так как	7	4
65	на этот	3	4
66	как это	2	4
67	между тем	9	4
68	о чем	2	3
69	для всех	4	3
70	представить себе	5	3
71	с этой	6	3
72	вопрос о	7	3
73	то время	5	3
74	жизни и	2	3
75	что его	2	3
76	отношению к	7	3
77	но все	2	3
78	связи с	3	3
79	но не	4	3
80	во всех	3	3
81	же время	2	3
82	первую очередь	3	3
83	из которых	3	3
84	в первую	3	3
85	в котором	4	3
86	речь идет	2	3
87	не имеет	2	3
88	друг другу	3	3
89	в своей	4	3
90	в их	3	3
91	все это	6	3
92	по отношению	7	3
93	того как	2	3
94	той же	2	3
95	то же	8	3
96	ответ на	3	3
97	как в	4	3
98	а в	2	3
99	тем что	6	3
100	не может	12	3
101	как он	3	3
102	в этой	7	3
103	тех же	2	3
104	но в	5	3
105	и поэтому	2	3
106	мы можем	6	3
107	за собой	2	2
108	все время	6	2
109	как видим	2	2
110	в нашем	2	2
111	в какой	5	2
112	с другой	10	2
113	в одной	3	2
114	в конце	2	2
115	силу этого	3	2
116	в одном	4	2
117	представление о	2	2
118	с собой	2	2
119	вовсе не	3	2
120	и я	2	2
121	что именно	3	2
122	и к	4	2
123	в пользу	4	2
124	об этом	3	2
125	в ее	2	2
126	идет о	2	2
127	не в	4	2
128	до сих	4	2
129	в силу	6	2
130	на этом	2	2
131	как известно	3	2
132	одной стороны	9	2
133	и если	3	2
134	вслед за	2	2
135	наконец в	2	2
136	от того	6	2
137	он не	5	2
138	друг с	4	2
139	как бы	11	2
140	всяком случае	3	2
141	время как	4	2
142	даже в	2	2
143	не является	9	2
144	хотя бы	4	2
145	в развитии	12	2
146	с той	2	2
147	и это	3	2
148	сих пор	4	2
149	всех остальных	3	2
150	всего в	2	2
151	что она	4	2
152	целый ряд	4	2
153	под именем	2	2
154	если не	3	2
155	с одной	8	2
156	в течение	2	2
157	мы находим	3	2
158	и что	5	2
159	с самого	8	2
160	от всех	3	2
161	бы и	2	2
162	мы не	7	2
163	во всяком	3	2
164	от этого	2	2
165	одно из	2	2
166	и ее	7	2
167	к его	2	2
168	говорить о	2	2
169	с другом	4	2
170	в один	2	2
171	в жизнь	2	2
172	и все	5	2
173	в первом	2	2
174	к середине	2	2
175	из этого	5	2
176	бы в	5	2
