N	2gram	Voloshinov_1	FransuaR
1	и в	38	65
2	то есть	4	45
3	как бы	28	22
4	и не	14	22
5	вовсе не	2	18
6	и т.п	21	17
7	в том	2	16
8	в этом	10	15
9	но в	5	14
10	в нем	4	13
11	мы уже	10	12
12	прежде всего	21	11
13	и на	6	11
14	и его	7	10
15	и потому	2	10
16	не только	27	10
17	но и	13	10
18	так и	6	10
19	все эти	2	10
20	в его	6	9
21	во всех	6	9
22	все это	4	9
23	по своему	3	8
24	в основе	2	8
25	в дальнейшем	2	8
26	и даже	3	8
27	его в	4	7
28	в области	5	7
29	жизни и	3	7
30	влияние на	4	7
31	точки зрения	10	7
32	только в	6	7
33	главным образом	3	6
34	никогда не	7	6
35	не знает	3	6
36	том что	3	6
37	все же	7	6
38	как мы	9	6
39	времени и	2	6
40	в значительной	2	6
41	еще не	3	6
42	при этом	9	6
43	может быть	13	6
44	в ней	8	6
45	в отношении	2	6
46	на самом	3	6
47	сказать что	3	6
48	так как	7	6
49	с его	7	5
50	в одном	3	5
51	в частности	3	5
52	еще более	2	5
53	потому что	5	5
54	или иной	4	5
55	для него	3	5
56	и пр	4	5
57	в своей	2	5
58	той или	3	5
59	связь с	2	5
60	еще и	2	5
61	как в	2	5
62	как и	10	5
63	в той	5	5
64	в своих	2	5
65	между тем	3	5
66	и все	4	5
67	связи с	3	4
68	и к	4	4
69	не в	6	4
70	в этой	6	4
71	отношение к	2	4
72	совершенно не	3	4
73	в самом	4	4
74	из них	3	4
75	сих пор	2	4
76	для нас	3	4
77	между ними	3	4
78	так сказать	4	4
79	в жизни	2	4
80	и ни	2	3
81	мы будем	6	3
82	не является	5	3
83	это не	3	3
84	связанный с	2	3
85	не просто	2	3
86	в тех	3	3
87	что он	2	3
88	в ее	3	3
89	но все	4	3
90	но это	2	3
91	связаны с	4	3
92	самом деле	4	3
93	понимания и	2	3
94	речевого общения	8	3
95	и эта	3	3
96	но для	3	3
97	по своей	2	3
98	к нему	2	3
99	с точки	5	3
100	то что	8	3
101	и их	5	3
102	не может	12	3
103	этом отношении	2	3
104	в форме	6	3
105	уже не	4	3
106	друг друга	2	3
107	даже и	2	3
108	в себе	9	3
109	и вообще	2	3
110	нет ничего	2	3
111	но как	2	3
112	и здесь	3	3
113	с ним	2	3
114	ничего не	8	3
115	и с	5	3
116	в виду	3	3
117	ни к	2	2
118	но не	2	2
119	к тому	4	2
120	и без	4	2
121	или даже	2	2
122	и от	7	2
123	всех его	2	2
124	но при	3	2
125	можно сказать	4	2
126	и так	6	2
127	нам придется	2	2
128	да и	4	2
129	мы видим	3	2
130	мы найдем	2	2
131	и само	3	2
132	кроме того	2	2
133	и он	2	2
134	несмотря на	2	2
135	на его	5	2
136	значительной степени	2	2
137	от того	3	2
138	хотя и	3	2
139	он не	2	2
140	форме и	2	2
141	нет и	3	2
142	и для	3	2
143	так называемые	4	2
144	в целом	4	2
145	не к	3	2
146	во второй	3	2
147	на него	4	2
148	в процессе	6	2
149	только на	3	2
150	отношения к	3	2
151	и вот	3	2
152	но эта	2	2
153	на отдельные	2	2
154	того что	4	2
155	что мы	11	2
156	и наконец	5	2
157	роль в	3	2
158	или в	2	2
159	этот вопрос	2	2
160	их в	3	2
161	в этих	2	2
162	речи и	6	2
163	ни на	3	2
164	о том	4	2
165	и это	7	2
