N	2gram	Tiupa_Hudo_1	StatiiOP
1	и в	19	25
2	в этом	11	24
3	в том	18	20
4	что в	6	19
5	что он	3	19
6	может быть	14	19
7	том что	8	15
8	в этой	2	14
9	в его	9	12
10	то что	4	12
11	не только	16	12
12	в этих	3	11
13	прежде всего	4	10
14	таким образом	3	10
15	и не	15	10
16	но и	10	9
17	все это	2	8
18	о том	2	8
19	это не	2	7
20	не может	7	7
21	точки зрения	10	7
22	в то	6	7
23	место в	4	6
24	из этих	3	6
25	не в	7	6
26	только в	5	6
27	как бы	9	6
28	как в	2	6
29	а в	12	6
30	и на	2	6
31	в русской	3	6
32	в области	6	6
33	между тем	4	6
34	то же	10	5
35	в них	2	5
36	потому что	3	5
37	с другой	7	5
38	ни в	5	5
39	об этом	2	5
40	говорит что	2	5
41	такого рода	10	5
42	на почве	3	5
43	и это	2	5
44	в году	2	5
45	а не	9	5
46	того что	4	5
47	другой стороны	5	5
48	он не	4	5
49	так и	11	5
50	мы имеем	6	5
51	но в	7	5
52	состоит в	16	4
53	пушкина что	2	4
54	и др	2	4
55	в жизни	2	4
56	этом смысле	3	4
57	была бы	3	4
58	как и	2	4
59	то в	2	4
60	в качестве	24	4
61	можно сказать	5	4
62	если бы	3	4
63	например в	3	4
64	и к	3	4
65	а также	5	4
66	и тем	2	4
67	в своей	5	4
68	в целом	3	4
69	отношение к	5	4
70	из этого	2	4
71	отличается от	2	4
72	лишь в	4	4
73	с точки	3	4
74	в чем	2	4
75	к нему	3	4
76	и для	2	4
77	сказать что	4	4
78	в каком	2	4
79	в которой	2	4
80	с его	6	3
81	и более	2	3
82	тому что	2	3
83	каждая из	2	3
84	в какой	2	3
85	же время	5	3
86	в стихотворении	3	3
87	для него	4	3
88	и что	3	3
89	одной стороны	2	3
90	все эти	2	3
91	не является	4	3
92	своего рода	5	3
93	со стороны	2	3
94	в их	5	3
95	как раз	3	3
96	уже не	4	3
97	в системе	2	3
98	и его	12	3
99	в рассказе	3	3
100	но он	3	3
101	говорить о	3	3
102	в другом	3	3
103	к которому	4	3
104	я и	7	3
105	а с	2	2
106	говорит и	3	2
107	не менее	3	2
108	никогда не	2	2
109	себя и	2	2
110	в словаре	2	2
111	не столько	3	2
112	в рамках	8	2
113	этих двух	2	2
114	вовсе не	2	2
115	и ее	3	2
116	или иной	7	2
117	к тому	4	2
118	не как	2	2
119	есть в	2	2
120	но не	11	2
121	времени и	2	2
122	того же	2	2
123	в свою	3	2
124	еще не	3	2
125	одной из	2	2
126	в самом	5	2
127	во всех	3	2
128	одна из	2	2
129	слова как	5	2
130	в виду	5	2
131	один из	2	2
132	тем не	3	2
133	я думаю	2	2
134	дело не	2	2
135	ее в	2	2
136	в форме	4	2
137	не на	3	2
138	в отношении	3	2
139	с ее	5	2
140	начиная с	2	2
141	с одной	2	2
142	этого термина	2	2
143	заключается в	2	2
144	во втором	4	2
145	для того	2	2
146	и по	2	2
147	для искусства	2	2
148	на основе	2	2
149	или в	2	2
150	одно из	2	2
151	могут быть	4	2
152	имеем в	3	2
153	но как	2	2
154	этого слова	2	2
155	жизни но	2	2
156	то есть	18	2
157	произведения как	3	2
