N	2gram	Vinokur_Ku_1	FransuaR
1	и в	24	65
2	как бы	7	22
3	и не	12	22
4	вовсе не	10	18
5	в сущности	3	16
6	в том	30	16
7	в этом	14	15
8	но в	2	14
9	в нем	4	13
10	прежде всего	9	11
11	и на	4	11
12	и его	5	10
13	и потому	4	10
14	не только	10	10
15	но и	6	10
16	так и	7	10
17	все эти	6	10
18	в его	12	9
19	все это	6	9
20	в своем	3	8
21	в духе	3	8
22	и даже	3	8
23	в области	7	7
24	точки зрения	14	7
25	только в	11	7
26	никогда не	2	6
27	том что	21	6
28	все же	12	6
29	еще не	5	6
30	при этом	6	6
31	может быть	13	6
32	в ней	6	6
33	на самом	2	6
34	одно из	2	6
35	так как	9	6
36	с его	4	5
37	в одном	3	5
38	в частности	4	5
39	в них	7	5
40	превращается в	2	5
41	потому что	23	5
42	есть в	4	5
43	или иной	3	5
44	рядом с	5	5
45	и пр	15	5
46	в своей	2	5
47	еще и	5	5
48	как в	4	5
49	как и	2	5
50	в той	5	5
51	с их	3	5
52	между тем	5	5
53	xix века	5	5
54	и все	2	5
55	в общем	3	4
56	связи с	7	4
57	не в	11	4
58	в этой	3	4
59	в самом	10	4
60	из них	4	4
61	сих пор	4	4
62	до сих	4	4
63	в их	3	4
64	для нас	2	4
65	между ними	2	4
66	и еще	2	4
67	так сказать	5	4
68	не могут	2	3
69	что в	17	3
70	не является	2	3
71	в состоянии	2	3
72	это не	7	3
73	не просто	5	3
74	в тех	4	3
75	что он	6	3
76	но все	2	3
77	в самой	4	3
78	самом деле	9	3
79	о нем	2	3
80	даже в	3	3
81	с точки	9	3
82	то что	9	3
83	как раз	8	3
84	не может	7	3
85	этом отношении	5	3
86	уже не	8	3
87	можно говорить	2	3
88	в системе	3	3
89	с другой	7	3
90	в более	2	3
91	даже и	3	3
92	в себе	3	3
93	и вовсе	5	3
94	и здесь	3	3
95	с ним	5	3
96	ничего не	2	3
97	и с	5	3
98	в виду	5	3
99	но не	5	2
100	к тому	5	2
101	прав он	2	2
102	из этих	4	2
103	форм в	2	2
104	во многих	2	2
105	значение и	2	2
106	его к	3	2
107	можно сказать	3	2
108	так например	2	2
109	же в	4	2
110	до конца	2	2
111	в это	2	2
112	и он	3	2
113	несмотря на	3	2
114	слов о	2	2
115	например в	5	2
116	на его	3	2
117	между прочим	2	2
118	свое время	2	2
119	хотя и	3	2
120	он не	2	2
121	в свое	2	2
122	в таких	4	2
123	и для	2	2
124	так называемые	3	2
125	в целом	4	2
126	в большинстве	2	2
127	и именно	2	2
128	к жизни	2	2
129	того что	9	2
130	что не	5	2
131	литературе и	2	2
132	на этот	2	2
133	одним из	2	2
134	роль в	4	2
135	в таком	3	2
136	или в	2	2
137	к себе	4	2
138	которое в	2	2
139	в этих	4	2
140	речи и	5	2
141	но с	2	2
142	связанная с	2	2
143	о том	9	2
144	здесь только	2	2
145	в особенности	3	2
146	это было	2	2
