N	2gram	Propp_Morf_1	Dialekti
1	т е	21	46
2	и не	12	30
3	и есть	2	19
4	а не	11	18
5	может быть	52	17
6	и т	41	17
7	ничего не	4	17
8	то что	8	16
9	и в	13	15
10	т д	39	15
11	как бы	3	14
12	не имеет	2	14
13	так как	16	14
14	точки зрения	2	14
15	того что	3	13
16	это не	6	12
17	прежде всего	9	11
18	в том	6	11
19	не может	14	11
20	говорить о	3	11
21	ясно что	5	11
22	в этом	14	11
23	потому что	3	10
24	том что	4	10
25	было бы	3	9
26	мы не	8	9
27	и что	2	9
28	это и	2	9
29	то же	7	9
30	уже не	2	9
31	и пр	37	9
32	с точки	2	9
33	значит что	3	9
34	не в	3	8
35	не только	4	8
36	и ее	3	8
37	что в	8	7
38	что мы	2	7
39	что он	4	7
40	как и	3	7
41	или в	4	7
42	только в	2	7
43	перед нами	10	6
44	хотя и	3	6
45	и тем	2	6
46	в результате	7	6
47	сказать что	2	6
48	вовсе не	4	6
49	если бы	2	6
50	в то	3	6
51	что и	7	6
52	так и	6	5
53	на то	2	5
54	можно сказать	2	5
55	как таковой	2	5
56	как же	2	5
57	того чтобы	3	5
58	но если	7	5
59	что она	2	5
60	таким образом	21	5
61	о том	2	5
62	мы имеем	9	5
63	с его	2	5
64	то в	3	5
65	учение о	3	5
66	в сущности	3	5
67	если мы	5	5
68	для того	2	5
69	что такое	3	5
70	и для	2	5
71	в каком	2	5
72	и как	5	4
73	но это	6	4
74	в этой	2	4
75	что они	2	4
76	один из	5	4
77	но и	4	4
78	так же	3	4
79	или не	3	4
80	также и	4	4
81	мы должны	3	4
82	с тем	2	4
83	видим что	10	4
84	мы видим	13	4
85	то ни	3	4
86	или по	2	4
87	она не	2	4
88	еще не	3	4
89	хотя бы	4	4
90	тому как	5	4
91	подобно тому	6	4
92	та же	2	3
93	не всегда	9	3
94	в собственном	3	3
95	имеется в	3	3
96	на этом	3	3
97	себя и	2	3
98	все эти	2	3
99	с этим	11	3
100	но в	2	3
101	можно назвать	3	3
102	в один	3	3
103	к этому	3	3
104	об этом	4	3
105	у нас	2	3
106	этот момент	3	3
107	есть и	4	3
108	как таковое	2	3
109	со стороны	3	3
110	при помощи	9	3
111	быть и	2	3
112	как в	3	3
113	она в	2	3
114	из которых	3	3
115	то мы	4	3
116	мы можем	2	3
117	в виде	2	3
118	могут быть	16	3
119	или нет	2	3
120	а если	4	3
121	не менее	5	2
122	не могут	4	2
123	прежде чем	3	2
124	мы будем	3	2
125	в частности	2	2
126	главным образом	4	2
127	вопрос о	7	2
128	собственном смысле	3	2
129	без всякого	2	2
130	но все	3	2
131	как таковых	2	2
132	случае не	3	2
133	но мы	3	2
134	из них	3	2
135	и их	2	2
136	не по	2	2
137	есть нечто	3	2
138	другой стороны	4	2
139	как таковая	2	2
140	от того	3	2
141	и по	2	2
142	между собою	2	2
143	но как	2	2
144	как это	3	2
145	если она	2	2
146	однако в	2	2
147	все же	7	2
148	в качестве	5	2
149	никто не	3	2
150	ни одна	4	2
151	в свое	2	2
152	не значит	2	2
153	оно не	2	2
154	тем не	5	2
155	во всех	4	2
156	что же	2	2
157	даже не	3	2
158	тех же	4	2
159	того как	2	2
160	только что	2	2
161	во всяком	2	2
162	тем что	4	2
163	но для	2	2
164	мы получаем	2	2
165	как будто	2	2
166	и вне	3	2
167	что эта	2	2
168	в которой	3	2
169	д все	2	2
170	это было	3	2
