N	2gram	Bakhtin_Pr_3	Analitik
1	не только	10	22
2	и в	34	18
3	как и	18	14
4	так и	6	14
5	в этом	16	14
6	но и	12	13
7	и его	16	13
8	том что	3	12
9	и не	29	12
10	при этом	4	11
11	а в	5	10
12	как бы	27	10
13	может быть	19	9
14	что в	7	9
15	а не	9	9
16	в том	3	9
17	с его	6	8
18	своего рода	2	8
19	и даже	7	8
20	с другой	4	7
21	но не	4	7
22	в его	22	7
23	отношению к	6	7
24	как раз	4	7
25	по отношению	5	7
26	к тому	5	6
27	не в	9	6
28	в начале	4	6
29	для него	13	6
30	еще не	4	6
31	он не	15	6
32	о том	2	6
33	никогда не	8	5
34	однако в	2	5
35	не является	2	5
36	в конце	5	5
37	прежде всего	15	5
38	или иной	2	5
39	того же	2	5
40	в самом	8	5
41	что и	5	5
42	в мире	4	5
43	другой стороны	3	5
44	в сущности	11	5
45	лишь в	5	5
46	уже не	2	5
47	той же	2	5
48	в слове	5	5
49	между тем	3	5
50	я в	4	5
51	не менее	3	4
52	о чем	2	4
53	отнюдь не	2	4
54	в своем	2	4
55	столь же	2	4
56	по крайней	3	4
57	в одном	5	4
58	по себе	3	4
59	что он	23	4
60	и к	12	4
61	и как	3	4
62	в пределах	6	4
63	и сам	5	4
64	крайней мере	3	4
65	все же	7	4
66	таким образом	5	4
67	и на	6	4
68	далеко не	3	4
69	героя и	9	4
70	уже в	3	3
71	в каждом	3	3
72	были бы	2	3
73	и без	2	3
74	в ее	3	3
75	тому же	2	3
76	и того	2	3
77	что они	6	3
78	было бы	2	3
79	же время	12	3
80	той или	2	3
81	лишь на	2	3
82	с ее	3	3
83	в целом	5	3
84	как в	4	3
85	все это	16	3
86	так в	2	3
87	то же	14	3
88	не было	2	3
89	что не	7	3
90	без исключения	3	3
91	ничего не	4	3
92	здесь и	2	3
93	пока еще	2	3
94	вступает в	2	3
95	с этим	2	3
96	точки зрения	8	3
97	подобно тому	2	3
98	он и	5	3
99	но как	4	3
100	говорить о	3	3
101	во всем	3	3
102	в то	12	3
103	жизнь и	2	3
104	его в	4	3
105	я и	2	3
106	сама по	2	2
107	бы и	4	2
108	к третьему	2	2
109	все эти	4	2
110	в них	2	2
111	это не	5	2
112	не как	3	2
113	и от	5	2
114	о себе	18	2
115	в жизни	2	2
116	себе самому	18	2
117	в нем	19	2
118	и ее	2	2
119	тем не	2	2
120	да и	4	2
121	говорит о	2	2
122	то в	2	2
123	с самим	14	2
124	с тем	5	2
125	по своему	3	2
126	его за	3	2
127	в глаза	3	2
128	в большинстве	2	2
129	слове о	2	2
130	это и	2	2
131	со всеми	2	2
132	в общем	4	2
133	например в	2	2
134	на его	4	2
135	хотя и	3	2
136	в ней	3	2
137	и потому	2	2
138	всяком случае	5	2
139	даже в	5	2
140	один из	2	2
141	которого он	3	2
142	не с	2	2
143	то что	11	2
144	когда он	2	2
145	во всех	2	2
146	вместе с	4	2
147	в форме	2	2
148	не может	19	2
149	в отличие	2	2
150	как к	4	2
151	входит в	2	2
152	не для	2	2
153	но с	2	2
154	те же	2	2
155	и вот	5	2
156	сводится к	3	2
157	в той	2	2
158	самом деле	13	2
159	не мог	5	2
160	с точки	4	2
161	и он	2	2
162	и для	8	2
163	и прежде	4	2
164	тому как	2	2
165	сказать что	2	2
166	во всяком	5	2
167	тем что	4	2
168	нуждается в	3	2
169	на меня	4	2
170	в себе	6	2
171	только в	6	2
172	этого слова	7	2
173	и все	19	2
174	так сказать	2	2
175	там где	7	2
176	отличие от	2	2
177	но в	16	2
178	о своей	2	2
