N	2gram	Tiupa_Lite_3	Myshleni
1	в том	12	42
2	том что	8	35
3	точки зрения	7	24
4	в этом	14	24
5	в качестве	5	21
6	и в	16	20
7	что в	2	19
8	в основе	5	17
9	то же	9	16
10	то что	12	15
11	не только	14	15
12	как мы	2	13
13	с другой	6	12
14	при этом	15	12
15	потому что	3	12
16	может быть	12	12
17	в целом	5	11
18	так же	2	11
19	в его	6	11
20	с точки	3	11
21	того что	9	10
22	в себе	6	10
23	только в	7	10
24	и как	3	9
25	одной стороны	4	9
26	но и	14	9
27	другой стороны	2	9
28	с одной	4	9
29	между тем	3	9
30	могли бы	2	9
31	как это	3	9
32	как и	5	9
33	того же	2	9
34	что и	2	9
35	и не	22	8
36	и тем	3	8
37	было бы	2	8
38	вместе с	5	8
39	как бы	8	7
40	этом отношении	5	7
41	же самое	2	7
42	в своей	7	7
43	самом деле	3	7
44	тем самым	7	7
45	а не	12	7
46	того чтобы	2	7
47	тем что	2	7
48	к тому	6	6
49	тому же	5	6
50	такого рода	10	6
51	в самом	3	6
52	не может	8	6
53	и на	2	6
54	по своей	3	6
55	его в	2	6
56	что он	5	6
57	той же	3	6
58	в частности	11	5
59	никогда не	4	5
60	это не	5	5
61	на то	2	5
62	если бы	2	5
63	и его	6	5
64	и к	3	5
65	все же	2	5
66	о том	6	5
67	так и	9	5
68	как в	5	5
69	для того	2	5
70	все время	3	4
71	из них	4	4
72	и только	2	4
73	с этой	2	4
74	и с	2	4
75	состоит в	6	4
76	к этому	2	4
77	и при	2	4
78	во всей	2	4
79	не в	10	4
80	и для	4	4
81	в области	3	4
82	не менее	2	3
83	в этой	8	3
84	знает что	2	3
85	один из	2	3
86	со стороны	7	3
87	в совершенно	2	3
88	именно в	5	3
89	должно быть	4	3
90	на его	3	3
91	но в	3	3
92	отнюдь не	3	3
93	не означает	2	3
94	по существу	4	3
95	представляет собой	2	3
96	но не	4	3
97	со всеми	2	3
98	себя в	7	3
99	когда он	2	3
100	внимание на	2	3
101	совершенно не	3	3
102	нас к	2	3
103	связи с	2	3
104	место в	4	2
105	том числе	3	2
106	все более	2	2
107	числе и	2	2
108	свое место	3	2
109	прежде всего	3	2
110	со всей	2	2
111	мы и	2	2
112	в свою	2	2
113	для него	2	2
114	вслед за	3	2
115	том чтобы	2	2
116	одним из	4	2
117	в нем	2	2
118	данном случае	4	2
119	в отличие	5	2
120	действительности в	2	2
121	а в	5	2
122	не знает	2	2
123	в данном	4	2
124	в начале	4	2
125	стороны и	2	2
126	на слово	2	2
127	а затем	3	2
128	еще не	6	2
129	далеко не	2	2
130	а также	4	2
131	даже в	4	2
132	раз в	2	2
133	и т.п	6	2
134	и тогда	2	2
135	входит в	4	2
136	тогда как	17	2
137	если не	2	2
138	слова из	2	2
139	целом и	2	2
140	в слове	3	2
141	тому как	3	2
142	подобно тому	2	2
143	здесь не	2	2
144	едва ли	3	2
145	отличие от	5	2
