N	2gram	Tiupa_Narr_1	Myslijsy
1	то есть	19	34
2	то что	11	29
3	может быть	25	26
4	в том	18	23
5	и в	19	23
6	в этом	17	23
7	и не	20	18
8	что в	3	17
9	при этом	9	15
10	только в	4	15
11	как и	7	14
12	в себе	8	14
13	то же	4	14
14	том что	14	12
15	не было	2	12
16	а не	12	12
17	по себе	5	11
18	но и	23	11
19	не в	14	11
20	не может	10	11
21	и потому	2	10
22	что мы	2	10
23	по отношению	7	10
24	не только	32	10
25	тем что	3	10
26	не есть	3	9
27	между тем	3	9
28	в своем	2	8
29	было бы	4	8
30	отношению к	6	8
31	сказать что	4	8
32	о том	6	8
33	но в	6	8
34	что это	3	7
35	это не	2	7
36	в нем	4	7
37	в силу	4	7
38	могут быть	3	7
39	как в	7	7
40	этого слова	2	7
41	независимо от	2	6
42	что не	4	6
43	когда мы	2	6
44	так и	9	6
45	уже в	3	5
46	для него	2	5
47	хотя и	3	5
48	в его	9	5
49	как бы	4	5
50	к нему	5	5
51	не менее	3	5
52	а в	11	5
53	тем более	2	5
54	говорить о	2	5
55	есть в	2	5
56	не имеет	2	5
57	не то	2	5
58	и все	2	4
59	быть может	2	4
60	что он	6	4
61	тем не	3	4
62	тогда как	12	4
63	можно сказать	5	4
64	и тем	4	4
65	между ними	2	4
66	а именно	3	4
67	да и	4	4
68	в той	6	4
69	тем самым	6	4
70	хотя бы	4	4
71	так же	2	4
72	в таком	2	4
73	точки зрения	10	4
74	в данном	5	4
75	в то	3	4
76	его в	2	4
77	мы имеем	2	4
78	и с	4	4
79	никогда не	3	3
80	связи с	4	3
81	не всегда	2	3
82	именно в	6	3
83	не будет	3	3
84	переход от	4	3
85	же время	4	3
86	еще не	7	3
87	было в	2	3
88	не от	2	3
89	к тому	7	3
90	например в	2	3
91	лица и	2	3
92	со стороны	9	3
93	есть всегда	2	3
94	языка и	2	3
95	и только	2	3
96	бы не	2	3
97	все эти	2	3
98	что у	2	3
99	те же	4	3
100	уже не	5	3
101	самом деле	2	3
102	и на	3	3
103	и до	2	3
104	то в	6	3
105	от одного	2	3
106	с точки	2	3
107	в первом	3	3
108	и тот	2	3
109	не существует	3	2
110	тому как	2	2
111	иное как	2	2
112	состоит в	13	2
113	в двух	2	2
114	и как	5	2
115	говоря словами	2	2
116	сами по	2	2
117	столь же	3	2
118	с другой	8	2
119	как ни	2	2
120	оно не	2	2
121	не как	2	2
122	из этих	3	2
123	точно так	2	2
124	отношение к	2	2
125	что на	2	2
126	кто говорит	2	2
127	в ее	3	2
128	только о	2	2
129	имеем дело	2	2
130	в свою	3	2
131	что по	2	2
132	не что	2	2
133	она не	2	2
134	в сущности	3	2
135	значительной степени	2	2
136	в ней	3	2
137	он не	3	2
138	и когда	2	2
139	и др	2	2
140	так или	2	2
141	даже в	2	2
142	один из	3	2
143	не с	3	2
144	в мире	9	2
145	на том	3	2
146	данном случае	4	2
147	даже не	3	2
148	но сама	2	2
149	и для	2	2
150	хотя в	2	2
151	человека в	2	2
152	как мы	3	2
153	из которых	4	2
154	и даже	3	2
155	и его	5	2
156	можно было	2	2
157	или иначе	3	2
158	подобно тому	2	2
159	что иное	2	2
160	таком случае	2	2
161	а если	2	2
162	в области	2	2
