N	2gram	Voloshinov_1	Psycholo
1	то что	10	37
2	и в	15	30
3	в том	4	27
4	что в	6	24
5	и что	3	23
6	потому что	4	23
7	том что	5	21
8	все время	4	20
9	таким образом	21	20
10	того чтобы	2	20
11	как бы	11	19
12	что он	8	17
13	если мы	5	16
14	не только	5	16
15	в самом	6	14
16	в этом	13	14
17	как раз	2	13
18	в нас	2	13
19	вместе с	4	12
20	если бы	3	11
21	может быть	13	11
22	как на	3	11
23	что мы	2	11
24	никогда не	7	9
25	для этого	4	9
26	мы увидим	4	9
27	не может	13	9
28	увидим что	4	9
29	и то	2	9
30	сказать что	6	9
31	так как	9	9
32	что это	3	8
33	тому что	3	8
34	он должен	2	8
35	к тому	4	8
36	не в	4	8
37	сейчас же	2	8
38	а не	2	8
39	при этом	7	8
40	того что	2	8
41	самом деле	7	8
42	могут быть	6	8
43	этих двух	2	7
44	по себе	2	7
45	в нем	4	7
46	зависимости от	2	7
47	но не	5	7
48	мы можем	12	7
49	все же	5	7
50	то же	7	7
51	точки зрения	13	7
52	в основе	3	7
53	в зависимости	2	6
54	в своем	2	6
55	что она	2	6
56	именно в	3	6
57	как и	6	6
58	совершенно не	2	6
59	в искусстве	3	6
60	и для	2	6
61	но и	4	6
62	по мнению	6	6
63	в совершенно	2	6
64	что все	5	6
65	что оно	2	6
66	и не	16	6
67	жизни и	5	6
68	и его	15	6
69	мы уже	5	6
70	на этом	5	6
71	и есть	2	5
72	в целом	2	5
73	как мы	10	5
74	и потому	8	5
75	в этой	5	5
76	еще не	7	5
77	до сих	3	5
78	было бы	6	5
79	эмоций и	2	5
80	один из	4	5
81	сих пор	3	5
82	сводится к	3	5
83	рядом с	2	5
84	в своих	4	5
85	в себе	4	5
86	но в	9	5
87	только в	6	5
88	ответ на	2	5
89	бы в	2	5
90	в основу	2	4
91	и все	4	4
92	прежде всего	11	4
93	чувств и	6	4
94	у нас	3	4
95	и к	7	4
96	в своей	9	4
97	от того	3	4
98	в ней	5	4
99	в его	9	4
100	в него	2	4
101	только на	2	4
102	а в	6	4
103	не можем	3	4
104	художественной формы	2	3
105	не существует	3	3
106	не могут	3	3
107	и другие	2	3
108	у него	3	3
109	в состоянии	2	3
110	хотя бы	7	3
111	это не	2	3
112	формы и	2	3
113	из этих	4	3
114	к этому	7	3
115	вовсе не	2	3
116	самого начала	5	3
117	об этом	4	3
118	с самого	7	3
119	одна из	3	3
120	в свою	2	3
121	для него	5	3
122	тот же	5	3
123	бессознательное чувство	2	3
124	он не	4	3
125	в ее	4	3
126	что и	2	3
127	ни в	6	3
128	данном случае	3	3
129	так и	10	3
130	со стороны	2	3
131	что при	2	3
132	как в	3	3
133	это только	2	3
134	и только	4	3
135	этом отношении	2	3
136	по поводу	2	3
137	из того	2	3
138	и о	3	3
139	и наконец	10	3
140	в таком	3	3
141	той же	2	3
142	мы не	4	3
143	человека в	3	3
144	сам по	2	3
145	в психологии	2	3
146	и на	3	3
147	в каком	3	3
148	в данном	3	3
149	мы должны	7	3
150	в этих	2	3
151	в отношении	2	2
152	с его	8	2
153	ни один	2	2
154	в душе	13	2
155	знаем что	3	2
156	себя и	3	2
157	между собой	4	2
158	не является	3	2
159	чем не	2	2
160	в одной	2	2
161	с этим	6	2
162	в одном	3	2
163	с помощью	9	2
164	можно сказать	4	2
165	материал для	2	2
166	мы знаем	7	2
167	он был	3	2
168	до конца	5	2
169	но все	2	2
170	и при	3	2
171	во внешнем	8	2
172	в центре	3	2
173	в качестве	2	2
174	объективной психологии	5	2
175	страх и	2	2
176	должен быть	2	2
177	но мы	2	2
178	во всех	8	2
179	быть и	2	2
180	и до	3	2
181	отношения к	2	2
182	находится в	3	2
183	все это	5	2
184	по отношению	11	2
185	и таким	2	2
186	в течение	2	2
187	в себя	5	2
188	и вот	6	2
189	приводит к	2	2
190	с точки	10	2
191	и даже	2	2
192	между ними	2	2
193	должно быть	2	2
194	к этим	2	2
195	ничего не	2	2
196	и с	7	2
197	в нашем	3	2
198	совсем не	5	2
199	в то	6	2
200	не знает	3	2
201	все то	2	2
202	все эти	9	2
203	дело в	2	2
204	из этого	2	2
205	на самом	2	2
