N	2gram	Losev_Prob_3	Myslijsy
1	потому что	25	52
2	то есть	34	42
3	и в	44	39
4	может быть	28	27
5	в том	21	26
6	только в	19	25
7	что в	8	22
8	не может	7	22
9	а не	18	21
10	так как	9	21
11	не только	14	21
12	в нем	9	20
13	но и	10	20
14	и не	35	18
15	языка и	4	17
16	том что	12	16
17	так что	12	16
18	не в	13	15
19	в этом	17	15
20	если бы	3	14
21	так и	10	13
22	в себе	8	13
23	таким образом	9	13
24	было бы	8	12
25	точно так	3	11
26	есть только	4	11
27	мы не	7	10
28	по себе	25	10
29	не есть	35	10
30	то что	23	10
31	как в	5	10
32	и что	7	10
33	могут быть	2	9
34	для нас	16	9
35	как и	10	9
36	тем что	4	9
37	но в	12	9
38	но не	3	8
39	вместе с	2	8
40	того что	8	8
41	в слове	2	8
42	точки зрения	5	8
43	с другой	7	7
44	в ней	5	7
45	с этим	2	7
46	это не	9	7
47	то и	5	7
48	в этих	2	7
49	не менее	10	6
50	тем не	10	6
51	и как	3	6
52	еще не	5	6
53	как бы	9	6
54	что и	9	6
55	все же	6	6
56	и т	13	6
57	в природе	2	6
58	то же	13	6
59	при этом	4	6
60	и по	2	6
61	между собою	2	6
62	в каком	4	6
63	с тем	5	5
64	из себя	3	5
65	вовсе не	37	5
66	но это	8	5
67	то в	3	5
68	и потому	7	5
69	что при	2	5
70	только тогда	2	5
71	которые мы	3	5
72	в его	9	5
73	то это	10	5
74	другой стороны	5	5
75	во всех	2	5
76	не имеют	4	5
77	так же	5	5
78	а в	5	5
79	и для	2	5
80	не имеет	9	5
81	друг друга	2	5
82	и его	5	5
83	в таком	5	5
84	если же	3	5
85	никогда не	6	4
86	однако в	2	4
87	при таком	2	4
88	тем самым	5	4
89	с нею	2	4
90	прежде всего	3	4
91	а только	5	4
92	мы видели	2	4
93	самого себя	3	4
94	от него	2	4
95	для него	3	4
96	каждый раз	3	4
97	к тому	3	4
98	от того	2	4
99	остается только	2	4
100	бы быть	3	4
101	есть нечто	8	4
102	том смысле	3	4
103	т д	13	4
104	не было	5	4
105	и притом	4	4
106	и даже	14	4
107	само по	3	4
108	в то	9	4
109	что мы	8	4
110	слова и	3	4
111	бы в	2	4
112	в самой	2	3
113	сама по	8	3
114	есть общее	2	3
115	находятся в	3	3
116	что это	3	3
117	к одной	2	3
118	тому что	4	3
119	что слово	2	3
120	и во	2	3
121	и от	9	3
122	и это	9	3
123	что все	2	3
124	есть уже	3	3
125	как она	2	3
126	только потому	2	3
127	когда в	3	3
128	в этой	3	3
129	в своем	5	3
130	того же	2	3
131	если мы	16	3
132	она не	3	3
133	по поводу	2	3
134	только на	5	3
135	в своей	5	3
136	но оно	3	3
137	никто не	2	3
138	для себя	2	3
139	и тем	9	3
140	связи с	8	3
141	в самом	3	3
142	были бы	2	3
143	и без	4	3
144	столько же	2	3
145	по мнению	2	3
146	то ни	6	3
147	с одной	2	3
148	в сравнении	2	3
149	заключается в	4	3
150	не так	3	3
151	как на	2	3
152	что для	3	3
153	или даже	5	3
154	с ним	7	3
155	и то	14	3
156	во внимание	2	3
157	сказать что	16	3
158	во всяком	9	3
159	хотя и	5	3
160	он не	8	3
161	и при	2	3
162	и вообще	8	3
163	с точки	2	3
164	мы должны	7	3
165	могло бы	3	3
166	и все	3	3
167	она может	2	3
168	том как	2	3
169	и с	9	3
170	но как	4	3
171	мы будем	2	2
172	нисколько не	2	2
173	и более	2	2
174	от нас	2	2
175	и есть	5	2
176	все они	2	2
177	его только	2	2
178	с этой	3	2
179	по крайней	5	2
180	но тогда	3	2
181	но с	2	2
182	в понятии	2	2
183	бы то	4	2
184	значение и	5	2
185	на то	3	2
186	а как	2	2
187	не что	4	2
188	в некотором	2	2
189	но если	6	2
190	о его	2	2
191	как мы	8	2
192	о которых	3	2
193	же в	3	2
194	ни было	3	2
195	жизни и	6	2
196	уже не	7	2
197	у нас	10	2
198	но все	3	2
199	есть не	5	2
200	если не	3	2
201	только то	2	2
202	то чего	2	2
203	с понятием	3	2
204	для них	2	2
205	и может	2	2
206	мы в	4	2
207	на себе	3	2
208	от друга	2	2
209	могли бы	4	2
210	между прочим	2	2
211	за пределы	5	2
212	и о	5	2
213	и если	6	2
214	никак не	9	2
215	и следовательно	2	2
216	в виду	10	2
217	для нее	2	2
218	крайней мере	5	2
219	указания на	3	2
220	с ее	2	2
221	но уже	3	2
222	в целом	6	2
223	друг от	2	2
224	из этого	3	2
225	образом и	2	2
226	что же	8	2
227	на основании	2	2
228	только при	4	2
229	в их	2	2
230	только что	2	2
231	тем более	3	2
232	для этого	6	2
233	ничего общего	7	2
234	и только	6	2
235	теории языка	3	2
236	что оно	2	2
237	этот вопрос	3	2
238	из того	3	2
239	чего бы	2	2
240	на этот	4	2
241	тем же	2	2
242	или в	4	2
243	хотя бы	3	2
244	на которую	3	2
245	сравнении с	2	2
246	в таких	3	2
247	иное как	4	2
248	даже и	16	2
249	заставляет нас	2	2
250	то он	2	2
251	он есть	2	2
252	что иное	4	2
253	в начале	2	2
254	что даже	4	2
255	как будто	3	2
256	о том	6	2
257	при помощи	8	2
258	дело в	4	2
259	и всегда	2	2
260	нет ничего	6	2
261	таком случае	4	2
262	есть в	3	2
263	бы только	2	2
264	которое мы	5	2
265	когда мы	15	2
266	в которой	2	2
267	это будет	4	2
268	из него	2	2
269	мы можем	6	2
