N	2gram	Bakhtin_Pr_3	Dialekti
1	и не	15	27
2	а не	11	26
3	точки зрения	4	25
4	и в	53	24
5	не только	4	23
6	не может	2	19
7	ничего не	6	17
8	в таком	2	14
9	то что	9	14
10	с точки	2	14
11	может быть	12	13
12	таким образом	6	13
13	и даже	2	13
14	что он	4	13
15	вовсе не	3	13
16	что это	2	12
17	есть и	2	12
18	не менее	3	11
19	тем не	2	10
20	в сущности	10	10
21	но и	7	9
22	нет ничего	2	9
23	прежде всего	15	8
24	том что	5	8
25	в этом	8	8
26	что в	2	7
27	никогда не	2	7
28	в самом	2	7
29	в особенности	2	7
30	потому что	5	7
31	даже и	2	7
32	как и	11	7
33	я не	4	6
34	кроме того	3	6
35	все это	8	6
36	и с	6	6
37	о том	2	6
38	так как	7	6
39	и все	10	6
40	что и	3	6
41	то же	6	6
42	и жизни	2	6
43	в том	14	5
44	но это	3	5
45	хотя и	4	5
46	жизни и	9	5
47	и его	10	5
48	в то	5	5
49	как это	2	5
50	в них	2	5
51	и к	5	5
52	было бы	5	5
53	он не	3	5
54	так и	6	5
55	мы не	4	5
56	только в	4	5
57	с другой	2	4
58	это не	6	4
59	хотя бы	2	4
60	сказать что	10	4
61	говорить о	2	4
62	в истории	3	4
63	истории и	2	4
64	конечно не	4	4
65	говорит о	2	4
66	мы и	2	4
67	и это	3	4
68	из самых	2	3
69	перед нами	5	3
70	не было	4	3
71	и без	3	3
72	в одной	2	3
73	и от	3	3
74	что именно	2	3
75	не в	2	3
76	есть в	3	3
77	же время	5	3
78	в основе	5	3
79	тем более	2	3
80	в нем	10	3
81	это было	3	3
82	из них	4	3
83	все эти	9	3
84	на свете	2	3
85	и на	18	3
86	с этим	2	3
87	мы уже	5	3
88	во всем	2	3
89	тем что	2	3
90	мира и	2	3
91	зависимости от	2	3
92	одна из	7	3
93	как бы	14	3
94	быть и	2	3
95	и прежде	6	3
96	той же	5	3
97	и ее	6	3
98	не знает	4	3
99	о себе	2	2
100	а я	2	2
101	в смысле	2	2
102	тому же	2	2
103	еще не	5	2
104	при этом	3	2
105	несмотря на	2	2
106	и если	3	2
107	например в	5	2
108	не о	2	2
109	себя и	2	2
110	и тем	2	2
111	и уже	2	2
112	себя самого	3	2
113	именно в	2	2
114	они не	3	2
115	и по	3	2
116	а в	2	2
117	быть только	2	2
118	в своих	2	2
119	также и	4	2
120	их в	2	2
121	в ней	7	2
122	и потому	5	2
123	в чисто	2	2
124	слово в	2	2
125	нет ни	2	2
126	но в	5	2
127	а для	2	2
128	но они	4	2
129	с его	2	2
130	в зависимости	2	2
131	нового времени	8	2
132	и во	4	2
133	бытия и	2	2
134	в их	2	2
135	все еще	3	2
136	в условиях	4	2
137	по существу	5	2
138	но не	5	2
139	со всеми	8	2
140	отличен от	2	2
141	ее в	3	2
142	ну а	2	2
143	или нет?	2	2
144	все равно	4	2
145	и они	2	2
146	как мы	5	2
147	и у	7	2
148	и для	4	2
149	могут быть	4	2
150	в себе	5	2
151	и вообще	3	2
152	в его	8	2
