N	2gram	Bakhtin_Fr_1	Problemy
1	и в	65	35
2	как бы	22	31
3	и не	22	27
4	что он	3	24
5	в его	9	21
6	но в	14	19
7	не может	3	18
8	к себе	2	18
9	как и	5	18
10	себе самому	2	18
11	в нем	13	16
12	то есть	45	16
13	и все	5	15
14	но и	10	14
15	для него	5	14
16	может быть	6	14
17	все это	9	14
18	в сущности	16	14
19	и его	10	14
20	в этом	15	14
21	к нему	3	13
22	он не	2	13
23	прежде всего	11	12
24	и с	3	12
25	и к	4	12
26	не в	4	10
27	самом деле	3	10
28	не только	10	10
29	то что	3	10
30	в отношении	6	9
31	на самом	6	9
32	так и	10	8
33	потому что	5	8
34	мы уже	12	8
35	все же	6	8
36	как мы	6	8
37	и для	2	8
38	на них	2	7
39	и наконец	2	7
40	точки зрения	7	7
41	с ним	3	7
42	с его	5	7
43	вовсе не	18	7
44	еще не	6	7
45	что в	3	6
46	к тому	2	6
47	но это	3	6
48	отношение к	4	6
49	в самом	4	6
50	и на	11	6
51	не знает	6	6
52	в одном	5	6
53	от него	2	6
54	но не	2	6
55	и т.п	17	6
56	только в	7	6
57	в том	16	5
58	да и	2	5
59	знает и	2	5
60	уже говорили	7	5
61	и даже	8	5
62	во время	4	5
63	он и	3	5
64	даже в	3	5
65	на него	2	5
66	как в	5	5
67	в себе	3	5
68	на протяжении	5	5
69	и это	2	5
70	но на	3	4
71	никогда не	6	4
72	с другой	3	4
73	или иной	5	4
74	но все	3	4
75	до конца	2	4
76	на его	2	4
77	и вот	2	4
78	рядом с	5	4
79	между тем	5	4
80	и так	2	4
81	той или	5	4
82	но как	3	4
83	его в	7	4
84	так как	6	4
85	как раз	3	4
86	в них	5	4
87	во всем	2	4
88	по своему	8	4
89	нет и	2	4
90	протяжении всего	2	4
91	в своей	5	4
92	только на	2	4
93	и прежде	3	4
94	в той	5	4
95	что не	2	4
96	и у	6	4
97	и без	2	4
98	говорили что	2	4
99	в чем	2	4
100	и от	2	3
101	его к	2	3
102	в общем	4	3
103	в виду	3	3
104	в целом	2	3
105	из них	4	3
106	в форме	3	3
107	все эти	10	3
108	это как	4	3
109	того что	2	3
110	это не	3	3
111	сказать что	6	3
112	и во	3	3
113	даже и	3	3
114	с миром	3	3
115	раз и	2	3
116	в ее	3	3
117	почти на	3	3
118	том что	6	3
119	мы остановимся	4	3
120	за пределы	8	3
121	во всех	9	3
122	уже не	3	3
123	ничего не	3	3
124	так сказать	4	2
125	времени и	6	2
126	это уже	4	2
127	в этих	2	2
128	это в	4	2
129	на всю	4	2
130	в дальнейшем	8	2
131	прекрасного и	2	2
132	в большинстве	2	2
133	при этом	6	2
134	например в	2	2
135	хотя и	2	2
136	понятно что	2	2
137	в своем	8	2
138	иной форме	4	2
139	не просто	3	2
140	но эта	2	2
141	и по	2	2
142	есть только	2	2
143	особенно в	2	2
144	но для	3	2
145	их в	2	2
146	он так	2	2
147	в ней	6	2
148	здесь еще	2	2
149	по своей	3	2
150	ни на	2	2
151	о том	2	2
152	и ни	3	2
153	большинстве случаев	2	2
154	всех этих	8	2
155	он дает	3	2
156	в жизни	4	2
157	этих двух	2	2
158	конечно в	2	2
159	а затем	2	2
160	здесь в	8	2
161	вполне понятно	2	2
162	о нем	3	2
163	друг друга	3	2
164	приводит к	2	2
165	в отличие	4	2
166	на этот	2	2
167	и он	2	2
168	с точки	3	2
169	или в	2	2
170	связан с	3	2
171	и вообще	3	2
172	отличие от	5	2
173	в обычном	3	2
174	это было	2	2
