N	2gram	Losev_Dial_4	Problema
1	то что	16	42
2	вовсе не	6	35
3	и в	15	32
4	и не	30	31
5	не есть	40	29
6	не просто	7	23
7	не менее	2	19
8	в этом	11	19
9	тем не	2	18
10	не только	8	17
11	потому что	10	16
12	по себе	13	15
13	а не	18	15
14	в виде	3	15
15	в себе	8	15
16	как бы	14	14
17	может быть	17	14
18	есть символ	5	14
19	у нас	3	14
20	но в	3	14
21	и тем	6	13
22	в нем	5	13
23	сказать что	6	13
24	что мы	7	13
25	при помощи	3	13
26	как раз	4	13
27	что в	7	12
28	а именно	6	12
29	вещи и	2	12
30	том что	10	12
31	так и	5	12
32	и т	17	11
33	есть нечто	2	11
34	и даже	6	11
35	также и	4	11
36	о том	5	11
37	так как	14	11
38	если мы	5	11
39	ничего общего	4	11
40	то же	9	10
41	прежде всего	11	10
42	в этой	4	10
43	т д	15	10
44	отнюдь не	4	10
45	об этом	3	10
46	нет ничего	6	10
47	символ есть	4	10
48	ничего не	17	10
49	в том	11	9
50	это есть	13	9
51	но и	4	9
52	и что	9	9
53	так же	4	9
54	еще не	4	9
55	что же	2	9
56	того чтобы	5	9
57	в данном	3	9
58	и это	8	9
59	на то	5	8
60	есть только	3	8
61	не может	11	8
62	все эти	3	8
63	и о	8	8
64	и на	5	8
65	даже и	3	8
66	было бы	9	8
67	общего с	3	8
68	в своей	3	8
69	как нечто	2	8
70	для того	5	8
71	но это	4	8
72	и ее	8	8
73	тоже не	2	7
74	никогда не	2	7
75	ни в	8	7
76	между собою	2	7
77	все это	9	7
78	того что	13	7
79	в них	2	7
80	и все	11	7
81	что он	7	7
82	символ в	6	7
83	во всех	2	7
84	во всяком	2	7
85	сам по	2	7
86	тем что	2	7
87	только в	7	7
88	и есть	19	6
89	так что	6	6
90	и как	4	6
91	при этом	2	6
92	в самом	2	6
93	и если	3	6
94	хотя и	6	6
95	в виду	9	6
96	то и	2	6
97	таким образом	5	6
98	это не	12	6
99	всегда есть	2	6
100	есть обязательно	2	6
101	но как	2	6
102	говорить о	11	6
103	и то	3	6
104	как это	2	6
105	этом смысле	4	6
106	есть не	5	6
107	в то	6	6
108	совершенно не	3	6
109	за пределы	3	6
110	в его	4	6
111	что такое	5	6
112	перед нами	6	5
113	в своем	5	5
114	можно сказать	5	5
115	есть в	4	5
116	мы уже	3	5
117	той или	4	5
118	в котором	2	5
119	она есть	10	5
120	что она	5	5
121	мы должны	4	5
122	с тем	4	5
