N	2gram	Bakhtin_Fr_1	Tvorches
1	и в	65	20
2	в году	6	16
3	в романе	2	15
4	не только	10	13
5	никогда не	6	11
6	как бы	22	11
7	в его	9	10
8	и его	10	9
9	и не	22	9
10	прежде всего	11	8
11	в том	16	8
12	при этом	6	8
13	но и	10	8
14	может быть	6	8
15	в этом	15	8
16	и с	3	8
17	это не	3	7
18	наряду с	2	7
19	что в	3	7
20	не может	3	7
21	потому что	5	7
22	xix века	5	7
23	что он	3	6
24	как и	5	6
25	в целом	2	6
26	в своей	5	6
27	так и	10	6
28	все это	9	6
29	в основном	2	6
30	но это	3	5
31	еще не	6	5
32	но не	2	5
33	например в	2	5
34	все же	6	5
35	и даже	8	5
36	и на	11	5
37	в этой	4	5
38	о том	2	5
39	то есть	45	5
40	и от	2	4
41	в духе	8	4
42	том что	6	4
43	в дальнейшем	8	4
44	мы видим	2	4
45	на его	2	4
46	хотя и	2	4
47	но у	2	4
48	как в	5	4
49	в известной	3	4
50	все эти	10	4
51	не в	4	4
52	в чем	2	4
53	и потому	10	4
54	ничего не	3	4
55	но в	14	4
56	жизни в	5	3
57	превращается в	5	3
58	с ним	3	3
59	а затем	2	3
60	так например	2	3
61	для него	5	3
62	что не	2	3
63	в самом	4	3
64	он не	2	3
65	это определение	2	3
66	и др	24	3
67	не является	3	3
68	в нем	13	3
69	то что	3	3
70	и это	2	3
71	сих пор	4	3
72	в их	4	3
73	так как	6	3
74	в свете	2	3
75	уже не	3	3
76	одним из	2	3
77	в таком	2	3
78	этот вопрос	2	3
79	в своих	5	3
80	в себе	3	3
81	его в	7	3
82	нет ничего	3	3
83	между тем	5	3
84	до сих	4	3
85	ни к	2	2
86	это уже	4	2
87	и без	2	2
88	с другой	3	2
89	или даже	2	2
90	в одном	5	2
91	вовсе не	18	2
92	в литературе	6	2
93	в ее	3	2
94	в искусстве	3	2
95	более того	2	2
96	между людьми	5	2
97	известной мере	3	2
98	xviii века	2	2
99	в частности	5	2
100	к жизни	2	2
101	нет и	2	2
102	в свой	2	2
103	в процессе	2	2
104	на землю	3	2
105	на него	2	2
106	приводит к	2	2
107	в отличие	4	2
108	это его	2	2
109	начиная с	2	2
110	и других	3	2
111	но эта	2	2
112	самом деле	3	2
113	связь с	5	2
114	и у	6	2
115	и наконец	2	2
116	на этот	2	2
117	и он	2	2
118	и по	2	2
119	во многом	2	2
120	друг друга	3	2
121	особенно в	2	2
122	рядом с	5	2
123	во многих	2	2
124	роль в	2	2
125	на ранних	2	2
126	в основе	8	2
127	из них	4	2
128	могут быть	2	2
129	и еще	4	2
130	и вообще	3	2
131	только в	7	2
132	так сказать	4	2
133	их в	2	2
134	отличие от	5	2
