N	2gram	Bakhtin_Pr_5	Hudozhes
1	и в	35	28
2	в рассказе	2	21
3	том что	3	19
4	в ее	3	18
5	и не	27	18
6	своего рода	2	16
7	в том	5	15
8	а не	4	14
9	не в	10	13
10	в этом	14	13
11	о том	2	12
12	как и	18	11
13	при этом	2	11
14	в его	21	11
15	не только	10	11
16	уже не	3	10
17	не случайно	2	10
18	но и	14	9
19	в себе	5	9
20	в душе	2	8
21	в жизни	2	8
22	что он	24	8
23	может быть	14	8
24	себя в	2	8
25	так и	8	8
26	между тем	4	8
27	я не	8	7
28	и все	15	7
29	к тому	6	7
30	в мире	4	7
31	отношению к	7	7
32	по отношению	6	7
33	с ним	7	7
34	это не	3	6
35	в котором	3	6
36	то что	10	6
37	в своей	4	6
38	то же	15	6
39	сводится к	3	6
40	а в	7	6
41	и с	12	6
42	тем что	4	6
43	для себя	7	6
44	в то	11	6
45	я и	2	6
46	с его	7	5
47	что это	4	5
48	не менее	2	5
49	у него	4	5
50	в своем	2	5
51	как бы	31	5
52	как в	5	5
53	да и	5	5
54	с ее	3	5
55	что в	6	5
56	и сам	7	5
57	в самом	6	5
58	никогда не	4	5
59	только на	4	5
60	и его	14	5
61	рядом с	4	5
62	для него	14	5
63	ничего не	3	5
64	бы и	2	4
65	тому что	2	4
66	внутренней жизни	2	4
67	говорит о	2	4
68	то в	2	4
69	но не	6	4
70	что они	6	4
71	же время	10	4
72	он не	13	4
73	что и	3	4
74	рассказа в	10	4
75	как раз	4	4
76	не может	18	4
77	подобно тому	2	4
78	как будто	4	4
79	только в	6	4
80	тому как	2	4
81	а между	3	4
82	бы не	2	3
83	все время	4	3
84	в них	4	3
85	о них	2	3
86	столь же	2	3
87	с другой	4	3
88	о себе	17	3
89	в одном	6	3
90	к себе	18	3
91	что все	2	3
92	прежде всего	12	3
93	в нем	16	3
94	что на	2	3
95	самом деле	10	3
96	еще не	7	3
97	было бы	3	3
98	одной из	2	3
99	раз в	2	3
100	со своим	2	3
101	среди других	2	3
102	в ней	2	3
103	мы уже	8	3
104	в этих	2	3
105	на него	5	3
106	все это	14	3
107	не могу	3	3
108	а с	3	3
109	чтобы не	2	3
110	и он	2	3
111	так же	7	3
112	или в	2	3
113	можно было	2	3
114	с другими	2	3
115	для других	3	3
116	с ними	5	3
117	и на	6	3
118	пока еще	2	3
119	теперь же	2	3
120	к чужому	4	3
121	что у	6	3
122	будто бы	2	3
123	как он	2	3
124	и это	5	3
125	героя и	10	3
126	к нему	13	3
127	мы с	2	3
128	все его	4	3
129	он знает	3	2
130	он сам	6	2
131	себя и	8	2
132	однако в	2	2
133	его и	3	2
134	не как	3	2
135	и от	3	2
136	с собой	2	2
137	вовсе не	7	2
138	а как	2	2
139	или иной	4	2
140	знает и	5	2
141	как мы	8	2
142	она в	2	2
143	мы знаем	2	2
144	тому же	3	2
145	что я	13	2
146	на этом	2	2
147	была и	2	2
148	ибо в	3	2
149	это уже	2	2
150	но именно	2	2
151	бы с	2	2
152	что не	4	2
153	и к	12	2
154	он уже	3	2
155	же и	4	2
156	к ней	2	2
157	о нем	2	2
158	сам не	3	2
159	это было	2	2
160	тогда в	2	2
161	все же	8	2
162	в первом	2	2
163	отношение к	6	2
164	одного слова	2	2
165	из них	3	2
166	вместе с	2	2
167	что же	7	2
168	приводит к	2	2
169	и внутренне	2	2
170	те же	2	2
171	лишь в	7	2
172	и у	4	2
173	ни одного	9	2
174	хотя бы	2	2
175	и для	8	2
176	с точки	2	2
177	себе но	2	2
178	той же	2	2
179	же я	2	2
180	характер и	2	2
181	и то	5	2
182	сказать что	3	2
183	потому что	8	2
184	другого и	3	2
185	теперь в	4	2
186	в виде	7	2
187	и об	2	2
188	нуждается в	3	2
189	точки зрения	7	2
190	самим собою	9	2
191	с самим	15	2
192	говорить о	3	2
193	в другом	12	2
194	что даже	2	2
195	и т.д	3	2
196	его в	4	2
197	та же	4	2
198	но в	19	2
199	же не	4	2
