N	2gram	Voloshinov_2	PoTuStor
1	может быть	28	17
2	и в	19	16
3	и пр	25	12
4	прежде всего	7	9
5	таким образом	14	9
6	в этом	15	9
7	мы можем	6	9
8	совершенно не	5	8
9	и его	16	8
10	и с	2	8
11	точки зрения	17	8
12	не может	18	8
13	с его	8	7
14	сказать что	4	7
15	не только	13	7
16	и это	3	6
17	с точки	13	6
18	самом деле	9	6
19	для него	9	6
20	при этом	9	6
21	конечно не	4	6
22	все эти	3	5
23	ни в	6	5
24	еще не	3	5
25	как бы	19	5
26	с самого	5	4
27	самого начала	5	4
28	в нем	11	4
29	и их	4	4
30	отнюдь не	8	4
31	но и	10	4
32	так и	10	4
33	хотя бы	6	4
34	и все	6	4
35	мысли и	3	4
36	так как	3	4
37	и не	19	4
38	на самом	7	4
39	как мы	15	4
40	и ее	4	4
41	и даже	2	4
42	с ними	4	4
43	и на	5	4
44	в этой	3	4
45	только в	8	4
46	его в	7	4
47	но в	7	4
48	в его	5	4
49	мы знаем	2	3
50	на этой	5	3
51	и значение	6	3
52	в этих	3	3
53	что в	2	3
54	жизни и	2	3
55	во всех	6	3
56	могут быть	3	3
57	вместе с	2	3
58	сих пор	3	3
59	в большинстве	5	3
60	отношения к	2	3
61	пр и	4	3
62	большинстве случаев	5	3
63	учение о	3	3
64	крайней мере	2	3
65	в том	7	3
66	мы полагаем	2	3
67	а в	3	3
68	том что	10	3
69	и как	6	3
70	с другими	3	3
71	то что	4	3
72	в основе	9	3
73	по крайней	2	3
74	только на	4	3
75	если б	3	3
76	во всяком	3	3
77	в основном	4	3
78	и потому	2	3
79	до сих	3	3
80	между ними	2	3
81	всяком случае	2	3
82	не существует	3	2
83	и лишь	3	2
84	что и	3	2
85	не есть	3	2
86	ни было	6	2
87	в душе	4	2
88	не будет	3	2
89	нем нет	2	2
90	сознания и	3	2
91	другими словами	2	2
92	на границе	2	2
93	никогда не	7	2
94	что не	2	2
95	если мы	6	2
96	того же	5	2
97	с этим	3	2
98	в жизни	2	2
99	то же	16	2
100	что оно	3	2
101	к этому	5	2
102	не знает	2	2
103	с помощью	6	2
104	сводится к	2	2
105	что он	4	2
106	мы не	2	2
107	и т.п	10	2
108	у него	2	2
109	можем сказать	2	2
110	и для	7	2
111	они-то и	2	2
112	как и	9	2
113	на основе	3	2
114	они не	2	2
115	так же	5	2
116	мы уже	6	2
117	не на	2	2
118	он не	3	2
119	в каком	3	2
120	в начале	2	2
121	на протяжении	2	2
122	в пределах	10	2
123	было бы	4	2
124	что это	2	2
125	все то	2	2
126	но ведь	3	2
127	о том	3	2
128	в самом	6	2
129	но как	2	2
130	за пределы	3	2
131	в своей	3	2
132	т.е не	2	2
133	и о	2	2
