N	2gram	Vinokur_Ku_2	Formalny
1	т е	22	34
2	и в	23	24
3	в его	5	23
4	прежде всего	8	22
5	и не	16	20
6	так и	4	18
7	и пр	8	17
8	не может	9	16
9	точки зрения	14	16
10	в этом	18	15
11	в нем	4	14
12	может быть	15	14
13	с точки	8	13
14	таким образом	5	13
15	и т	39	12
16	в своем	2	11
17	не менее	7	11
18	как и	2	11
19	должно быть	4	11
20	в своей	2	11
21	в их	2	11
22	вовсе не	9	10
23	то же	6	10
24	в ней	3	10
25	а не	10	10
26	и его	3	10
27	и потому	2	9
28	в процессе	3	9
29	все это	5	9
30	в то	4	9
31	же время	3	8
32	именно в	3	8
33	в свою	2	8
34	то что	9	8
35	как в	3	8
36	т д	14	8
37	лишь в	5	8
38	и на	6	8
39	не в	8	8
40	и с	7	8
41	должна быть	5	7
42	и от	2	7
43	до конца	3	7
44	не только	20	7
45	но и	7	7
46	на самом	2	7
47	отнюдь не	4	6
48	и все	2	6
49	и здесь	5	6
50	было бы	15	6
51	в том	19	6
52	в этой	6	6
53	самом деле	9	6
54	свою очередь	2	6
55	в пределах	4	6
56	она не	2	6
57	еще не	5	6
58	как бы	4	6
59	а в	3	6
60	отношения к	2	6
61	все эти	12	6
62	в живом	2	6
63	как это	5	6
64	хотя бы	9	5
65	должен быть	5	5
66	по себе	10	5
67	у нас	12	5
68	при этом	2	5
69	в самом	12	5
70	и до	2	5
71	со стороны	4	5
72	как мы	3	5
73	того что	3	5
74	должны быть	2	5
75	с другой	8	5
76	но в	11	5
77	главным образом	3	4
78	в частности	2	4
79	никогда не	2	4
80	не как	2	4
81	для этого	3	4
82	если бы	12	4
83	конечно не	2	4
84	всяком случае	5	4
85	оно не	2	4
86	так же	4	4
87	т п	24	4
88	в связи	4	4
89	что в	10	4
90	с одной	2	4
91	с этой	2	4
92	во всяком	5	4
93	к этой	3	4
94	но не	6	3
95	в отношении	2	3
96	всех этих	3	3
97	связи с	3	3
98	в них	4	3
99	на все	2	3
100	ясно что	5	3
101	или иного	2	3
102	что он	5	3
103	с помощью	7	3
104	смысле этого	2	3
105	к тому	4	3
106	в широком	2	3
107	это и	3	3
108	но это	3	3
109	зависимости от	5	3
110	аналогии с	3	3
111	ни на	2	3
112	но для	3	3
113	он не	3	3
114	лучшем случае	3	3
115	один из	5	3
116	все же	7	3
117	же в	3	3
118	отличается от	3	3
119	всего в	3	3
120	на фоне	3	3
121	в особенности	4	3
122	или же	2	3
123	не было	4	3
124	сводится к	3	3
125	тем самым	2	3
126	и даже	2	3
127	целый ряд	5	3
128	в лучшем	3	3
129	этого слова	5	3
130	здесь не	3	3
131	в области	11	3
132	того или	2	2
133	нисколько не	3	2
134	ни были	3	2
135	и более	2	2
136	же как	2	2
137	с тем	2	2
138	в нашем	7	2
139	в зависимости	4	2
140	это не	6	2
141	с этим	3	2
142	вопрос о	9	2
143	в году	2	2
144	а только	3	2
145	таким же	2	2
146	ни в	4	2
147	в самой	2	2
148	уже не	8	2
149	по существу	5	2
150	мы видели	2	2
151	но все	4	2
152	если мы	4	2
153	в современном	2	2
154	только в	5	2
155	только как	2	2
156	но есть	2	2
157	и если	2	2
158	от того	4	2
159	как раз	3	2
160	была бы	4	2
161	однако не	4	2
162	что и	3	2
163	вместе с	5	2
164	не на	2	2
165	и вот	5	2
166	чтобы не	2	2
167	и что	8	2
168	приводит к	5	2
169	для этой	2	2
170	следовательно и	2	2
171	или иначе	3	2
172	в результате	4	2
173	между тем	6	2
174	от этого	2	2
175	даже и	2	2
176	в своих	2	2
177	могла бы	2	2
178	ничего не	4	2
179	и это	3	2
180	тех же	2	2
181	большинстве случаев	2	2
182	что такое	3	2
