N	2gram	Losev_Vlad_1	VrazhdaK
1	в году	30	18
2	не только	24	9
3	в этом	14	8
4	и что	6	8
5	и в	31	8
6	года в	3	7
7	но и	19	7
8	что в	14	7
9	то что	18	7
10	и все	4	7
11	в котором	6	6
12	в нем	4	6
13	все же	3	6
14	и даже	15	6
15	как и	4	6
16	в начале	3	6
17	но в	12	6
18	и с	14	6
19	о нем	7	6
20	то же	6	5
21	не было	5	5
22	и не	17	5
23	у него	15	5
24	об этом	7	5
25	в письме	8	5
26	в то	8	5
27	же время	4	5
28	в россии	4	5
29	во многом	2	4
30	уже в	7	4
31	в россию	5	4
32	для нас	4	4
33	все это	5	4
34	что он	12	4
35	с ним	5	4
36	в своих	5	4
37	может быть	6	4
38	при этом	2	4
39	письме к	10	4
40	в истории	4	4
41	несмотря на	4	4
42	о том	11	4
43	в этот	4	3
44	я не	4	3
45	с его	11	3
46	в петербург	3	3
47	который был	2	3
48	в своем	4	3
49	что у	4	3
50	относился к	4	3
51	в связи	3	3
52	в конце	9	3
53	к этому	6	3
54	на то	5	3
55	в те	8	3
56	и у	4	3
57	он был	14	3
58	в том	11	3
59	и его	7	3
60	том что	14	3
61	и как	4	3
62	чтобы он	2	3
63	тем что	2	3
64	марта года	3	3
65	в его	12	3
66	но он	5	3
67	года он	6	3
68	в париже	2	3
69	и о	2	3
70	в чем	2	3
71	одним из	2	3
72	он не	10	3
73	в эти	7	2
74	место в	2	2
75	после смерти	4	2
76	а с	5	2
77	он сам	2	2
78	в своей	4	2
79	и а	2	2
80	и это	2	2
81	время и	2	2
82	из них	2	2
83	не менее	2	2
84	никогда не	9	2
85	вместе с	3	2
86	отнюдь не	3	2
87	в них	2	2
88	он пишет	3	2
89	как раз	7	2
90	что к	3	2
91	не может	6	2
92	а в	9	2
93	таким образом	3	2
94	в ноябре	2	2
95	он писал	4	2
96	начиная с	2	2
97	эти годы	3	2
98	в период	5	2
99	но это	3	2
100	там же	13	2
101	о которой	3	2
102	в в	3	2
103	уже не	3	2
104	году в	2	2
105	к себе	2	2
106	на первый	2	2
107	с которым	2	2
108	не мог	3	2
109	и он	3	2
110	мы знаем	2	2
111	этот момент	2	2
112	тем более	2	2
113	в этой	4	2
114	что я	2	2
115	и то	10	2
116	году и	2	2
117	в момент	2	2
118	за границей	2	2
119	но как	5	2
120	а н	2	2
121	точки зрения	2	2
122	и стал	3	2
123	в себе	4	2
124	отношение к	3	2
125	для него	7	2
126	еще не	2	2
127	во время	3	2
128	в это	2	2
129	ноября года	2	2
130	м м	15	2
131	на это	2	2
132	его на	2	2
133	время он	3	2
134	ответ на	2	2
135	те годы	3	2
136	а также	5	2
