N	2gram	Losev_Dial_2	Problema
1	и не	30	28
2	не только	19	24
3	только в	5	23
4	в виде	2	22
5	вовсе не	13	21
6	в том	14	20
7	и в	19	20
8	ни в	10	17
9	не просто	12	16
10	все эти	2	16
11	то что	14	15
12	потому что	14	15
13	было бы	3	14
14	той или	4	14
15	но и	12	14
16	точки зрения	12	14
17	перед нами	2	13
18	не в	8	13
19	также и	2	13
20	не есть	47	12
21	в себе	15	12
22	том что	10	12
23	прежде всего	8	11
24	по себе	18	11
25	с точки	8	11
26	как будто	7	11
27	не менее	3	10
28	тем не	2	10
29	отнюдь не	6	10
30	так и	10	10
31	и его	5	10
32	это значит	8	10
33	может быть	20	9
34	есть нечто	8	9
35	все это	4	9
36	и даже	14	9
37	в этом	8	9
38	содержит в	4	8
39	что он	6	8
40	символ и	3	8
41	таким образом	4	8
42	в той	3	8
43	в результате	2	8
44	во всяком	2	8
45	и все	12	8
46	но в	2	8
47	значит что	12	8
48	с другой	5	7
49	это не	10	7
50	ясно что	4	7
51	есть в	2	7
52	еще не	4	7
53	и потому	5	7
54	то же	12	7
55	именно в	2	7
56	а не	16	7
57	сказать что	10	7
58	и с	5	7
59	в ней	2	7
60	хотя бы	4	7
61	об этом	3	6
62	всех этих	3	6
63	и от	3	6
64	по крайней	9	6
65	а только	3	6
66	так что	7	6
67	как и	10	6
68	но это	7	6
69	есть не	7	6
70	что здесь	2	6
71	по своему	5	6
72	при этом	4	6
73	крайней мере	9	6
74	в виду	5	6
75	другой стороны	4	6
76	в одно	5	6
77	в таком	4	6
78	в данном	3	6
79	сам по	3	6
80	в каком	4	6
81	и вообще	6	6
82	же самое	2	6
83	мы имеем	3	6
84	но не	6	5
85	на самом	2	5
86	в нем	10	5
87	в смысле	5	5
88	можно сказать	5	5
89	в целях	3	5
90	и можно	2	5
91	в ее	4	5
92	да и	6	5
93	и если	4	5
94	миф есть	6	5
95	человеческой жизни	2	5
96	жизни и	6	5
97	вместе с	2	5
98	данном случае	2	5
99	как в	2	5
100	так же	2	5
101	не может	9	5
102	только и	2	5
103	так как	14	5
104	если мы	2	5
105	уже не	3	5
106	когда мы	3	5
107	или в	2	5
108	в этих	3	5
109	о том	5	5
110	уже в	4	4
111	времени и	9	4
112	в вечном	2	4
113	нет никакой	4	4
114	с тем	2	4
115	и есть	4	4
116	в какой	2	4
117	в одном	4	4
118	это и	3	4
119	всегда есть	2	4
120	в этой	3	4
121	только не	2	4
122	кроме того	3	4
123	ни о	2	4
124	несмотря на	2	4
125	в своей	8	4
126	что она	14	4
127	тех или	2	4
128	как бы	14	4
129	всяком случае	2	4
130	и т	17	4
131	же в	2	4
132	во всех	2	4
133	ни с	4	4
134	без всякого	4	4
135	и только	4	4
136	с этим	3	4
137	в разных	3	4
138	а в	4	4
139	что не	6	4
140	жизнь и	5	4
141	живое существо	2	4
142	как раз	5	4
143	в то	6	4
144	с ним	4	4
145	нет ни	3	4
146	в связи	4	3
147	к тому	2	3
148	и более	3	3
149	уже и	2	3
150	независимо от	4	3
151	в мифе	16	3
152	это уже	2	3
153	не мешает	5	3
154	можно ли	3	3
155	сливаются в	2	3
156	у пушкина	2	3
157	в жизни	2	3
158	ни на	2	3
159	и к	7	3
160	как мы	3	3
161	все в	2	3
162	не всякий	2	3
163	идея и	2	3
164	и как	10	3
165	но все	2	3
166	это есть	8	3
167	связи с	4	3
168	в истории	2	3
169	сознания и	5	3
170	себе и	3	3
171	есть миф	4	3
172	совершенно не	7	3
173	конечно не	6	3
174	же и	9	3
175	каком случае	2	3
176	только к	2	3
177	нет никакого	2	3
178	то это	2	3
179	что и	5	3
180	в зависимости	2	3
181	что в	7	3
182	не говоря	2	3
183	дело не	2	3
184	бы и	2	3
185	в своем	4	3
186	т д	15	3
187	не было	3	3
188	все равно	5	3
189	самом деле	4	3
190	что мы	2	3
191	к нему	4	3
192	или другой	3	3
193	тут же	4	3
194	тем что	2	3
195	из них	3	3
196	но как	5	3
197	в другом	4	3
198	мы должны	2	3
199	зависимости от	2	3
200	того или	2	3
201	явлений и	2	3
202	без этого	4	3
203	как это	7	3
204	в области	2	3
205	в меру	4	2
206	не обязательно	5	2
207	все время	3	2
208	миф может	2	2
209	в частности	2	2
210	мифа в	4	2
211	нельзя ли	2	2
212	или других	2	2
213	об ее	2	2
214	в конце	2	2
215	не раз	2	2
216	была бы	3	2
217	на все	2	2
218	и жизнь	2	2
219	сама по	7	2
220	как же	3	2
221	и прочих	2	2
222	что они	6	2
223	так чтобы	2	2
224	заключается в	4	2
225	не очень	2	2
226	то время	4	2
227	не что	3	2
228	по одному	4	2
229	есть ни	6	2
230	и может	6	2
231	том как	2	2
232	в это	3	2
233	что это	10	2
234	на его	2	2
235	в самом	5	2
236	за пределы	4	2
237	может существовать	3	2
238	между собою	3	2
239	он не	4	2
240	чтобы все	3	2
241	время как	7	2
242	сами по	3	2
243	говоря уже	2	2
244	все же	4	2
245	с ее	2	2
246	себя в	2	2
247	не будет	2	2
248	был в	2	2
249	или менее	2	2
250	но только	3	2
251	мы только	2	2
252	с мифологией	2	2
253	а именно	5	2
254	и тогда	3	2
255	и прежде	2	2
256	и притом	7	2
257	можно только	2	2
258	мы находим	3	2
259	чтобы не	6	2
260	и что	5	2
261	мифа и	4	2
262	только что	5	2
263	сразу и	2	2
264	и по	4	2
