N	2gram	Bakhtin_Fr_4	Formalny
1	и в	29	38
2	в этом	11	27
3	может быть	2	23
4	и его	8	21
5	таким образом	20	20
6	и не	16	20
7	прежде всего	8	15
8	не может	2	14
9	в нем	5	13
10	но и	9	13
11	связи с	2	13
12	с его	4	11
13	в том	7	11
14	вовсе не	9	11
15	в его	8	10
16	с помощью	4	10
17	и с	9	9
18	как и	12	9
19	при этом	3	9
20	не только	10	9
21	все же	3	8
22	так и	11	8
23	тем что	4	8
24	точки зрения	4	8
25	в своей	5	7
26	в других	2	7
27	как мы	10	7
28	уже не	2	7
29	с точки	2	7
30	все время	3	6
31	в результате	4	6
32	то что	4	6
33	в ней	3	6
34	в этой	13	6
35	в их	2	6
36	то же	10	6
37	все эти	9	6
38	как раз	2	6
39	он не	3	6
40	только в	2	6
41	что он	4	5
42	именно в	2	5
43	это и	5	5
44	же время	8	5
45	в слове	2	5
46	по преимуществу	3	5
47	и для	2	5
48	в основе	2	5
49	в то	10	5
50	не столько	2	4
51	к этому	2	4
52	к тому	2	4
53	мы видели	7	4
54	в дальнейшем	3	4
55	что они	2	4
56	в большинстве	6	4
57	здесь и	3	4
58	в сущности	6	4
59	как бы	8	4
60	и к	2	4
61	из них	6	4
62	вот как	2	4
63	как в	2	4
64	другой стороны	3	4
65	за счет	3	4
66	в особенности	2	4
67	и наконец	2	4
68	и даже	3	4
69	даже и	2	4
70	там где	3	4
71	здесь не	3	4
72	они не	2	4
73	так как	7	4
74	но в	12	4
75	всех этих	3	3
76	если в	2	3
77	место в	2	3
78	и др	4	3
79	с другой	4	3
80	а как	2	3
81	и здесь	3	3
82	и как	3	3
83	он становится	2	3
84	время и	2	3
85	жизни и	4	3
86	и их	3	3
87	и до	5	3
88	все это	4	3
89	на самом	4	3
90	большинстве случаев	5	3
91	к нему	3	3
92	такой же	3	3
93	того что	3	3
94	того чтобы	3	3
95	для того	3	3
96	особенно в	3	3
97	роль в	3	3
98	или в	2	3
99	и на	11	3
100	хотя и	2	3
101	он и	5	3
102	как к	3	3
103	и все	13	3
104	его в	9	3
105	что это	5	3
106	так сказать	2	3
107	времени и	2	2
108	уже в	2	2
109	сам он	2	2
110	самого начала	3	2
111	и другие	2	2
112	никогда не	2	2
113	в этих	2	2
114	в качестве	3	2
115	перед нами	4	2
116	это не	5	2
117	в одной	2	2
118	в конце	9	2
119	в основу	2	2
120	между ними	2	2
121	на котором	2	2
122	в ее	3	2
123	до конца	5	2
124	с самого	3	2
125	том что	3	2
126	но это	4	2
127	то в	3	2
128	но не	2	2
129	на нем	2	2
130	но как	3	2
131	кроме того	2	2
132	было в	2	2
133	на первый	2	2
134	и о	5	2
135	же и	3	2
136	конце концов	4	2
137	в котором	2	2
138	он был	2	2
139	один из	4	2
140	от всех	2	2
141	во второй	2	2
142	ни в	2	2
143	со стороны	2	2
144	в известной	3	2
145	на этом	2	2
146	и других	3	2
147	превращается в	3	2
148	в той	2	2
149	в эпоху	15	2
150	и по	5	2
151	все остальные	3	2
152	здесь с	2	2
153	с ними	3	2
154	и то	2	2
155	формы и	2	2
156	их в	2	2
157	сказать что	5	2
158	они были	3	2
159	если же	2	2
160	и это	2	2
161	из этого	2	2
162	и этим	2	2
163	в чем	3	2
164	в которой	4	2
165	с ним	2	2
166	отметить что	3	2
167	в плане	4	2
168	в виду	2	2
