N	2gram	Nazirov_Tv_2	Istorich
1	и т	13	27
2	и в	20	26
3	т д	11	24
4	так же	5	18
5	то что	3	16
6	не только	13	15
7	что в	7	14
8	может быть	8	14
9	же как	3	13
10	но и	8	12
11	связь с	2	12
12	что он	6	10
13	показывает что	4	10
14	так и	6	10
15	таким образом	10	10
16	и его	9	10
17	при помощи	2	10
18	все же	5	9
19	и не	9	9
20	его в	3	9
21	так как	3	9
22	то же	7	8
23	а в	4	8
24	превращается в	3	7
25	об этом	4	7
26	как и	6	7
27	героя в	4	7
28	он не	3	7
29	как в	4	7
30	их в	2	7
31	в этом	8	7
32	в дальнейшем	4	6
33	мы видим	4	6
34	что они	4	6
35	еще не	5	6
36	когда он	4	6
37	вместе с	3	6
38	не может	7	6
39	а не	6	6
40	потому что	7	6
41	могут быть	2	6
42	у него	6	5
43	это не	7	5
44	в одном	2	5
45	к этому	3	5
46	но не	5	5
47	и только	2	5
48	ничего не	4	5
49	в его	10	5
50	и у	2	5
51	до сих	3	5
52	и др	3	5
53	сих пор	3	5
54	и что	2	5
55	уже не	3	5
56	и по	2	5
57	не в	4	5
58	с ними	2	5
59	и с	8	5
60	тем что	3	5
61	но в	4	5
62	с другой	2	4
63	вовсе не	2	4
64	в своей	6	4
65	в этот	2	4
66	другой стороны	2	4
67	так в	2	4
68	тогда как	3	4
69	но эта	2	4
70	и даже	5	4
71	что этот	2	4
72	в которых	3	4
73	о том	5	4
74	что у	4	3
75	в одной	3	3
76	в образе	3	3
77	в том	8	3
78	а затем	3	3
79	чтобы вызвать	2	3
80	том что	4	3
81	и других	2	3
82	но это	5	3
83	при этом	8	3
84	и если	2	3
85	например в	5	3
86	на его	4	3
87	как бы	11	3
88	все эти	4	3
89	и он	2	3
90	наряду с	7	3
91	на него	2	3
92	что она	4	3
93	всякого рода	2	3
94	в свете	3	3
95	он всегда	2	3
96	в руки	2	3
97	только в	2	3
98	в русской	2	3
99	уже в	2	2
100	они имеют	2	2
101	не менее	2	2
102	и есть	2	2
103	это уже	2	2
104	никогда не	11	2
105	его и	2	2
106	в лице	4	2
107	он же	2	2
108	так что	2	2
109	что я	2	2
110	в истории	2	2
111	одна из	3	2
112	у нее	3	2
113	которой он	2	2
114	если бы	4	2
115	у нас	2	2
116	в частности	2	2
117	хотя и	4	2
118	что на	2	2
119	в нем	3	2
120	себя в	2	2
121	в целом	6	2
122	в свой	2	2
123	из них	2	2
124	все это	6	2
125	этот вопрос	3	2
126	только с	2	2
127	на этот	2	2
128	тут же	2	2
129	и на	5	2
130	с этой	3	2
131	не случайно	2	2
132	в виде	2	2
133	известно что	2	2
134	в себе	3	2
135	этот факт	2	2
136	в этой	5	2
137	начинается с	2	2
138	так например	3	2
